index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	कालाधिकरणम्,5.1	सम्बन्धः,15.1#सम्बन्धः,8.1#सम्बन्धः,6.1#कार्य_द्योतकः,15.1#कार्य_द्योतकः,8.1#कार्य_द्योतकः,6.1#अपादानम्,8.1	NA	वहाँ_से	वहाँ_से
2.1	कुन्ती		कुन्ती	कुन्ति{पुं;1;द्वि}/कुन्ति{पुं;2;द्वि}/कुन्ती{स्त्री;1;एक}/कुन्ति{पुं;8;द्वि}	कुन्ती{स्त्री;1;एक}	कर्ता,5.1;कर्ता,6.1	विशेषणम्,12.1#कर्ता,6.1#कर्म,8.1#मुख्यकर्म,6.1#गौणकर्म,6.1	N1	कुन्ति	कुन्ति
3.1	महा-		महा-भुजम्	महत्	महत्	समासः,3.2	समासः,3.2	CP	महा-	महा-
3.2	भुजम्		--	भुज{पुं;2;एक}/भुज{नपुं;1;एक}/भुज{नपुं;2;एक}	भुज{पुं;2;एक}	विशेषणम्,4.1	विशेषणम्,14.1#मुख्यकर्म,6.1#विशेषणम्,12.1#कर्ता,6.1#कर्म,8.1#विशेषणम्,4.1#गौणकर्म,6.1	N2	हाथ_को	हाथ_को
4.1	तम्		तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	कर्म,5.1	मुख्यकर्म,6.1#गौणकर्म,6.1	N2	उसको	उसको
5.1	परिष्वज्य		परिष्वज्य	परिः_स्वञ्ज्{अव्य;ल्यप्;भ्वादिः} 	परिः_स्वञ्ज्{अव्य;ल्यप्;भ्वादिः} 	पूर्वकालः,6.1	पूर्वकालः,6.1	NA		
6.1	उवाच		उवाच	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/वच्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}/ब्रू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/ब्रू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	-	-	KP	बोला	बोला
7.1	पुत्र		पुत्र	पुत्र{पुं;8;एक}	पुत्र{पुं;8;एक}	सम्बोधनम्,8.1	सम्बोधनम्,8.1	N8	पुत्र	पुत्र
8.1	गम्यताम्		गम्यताम्	गम्1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	गम्1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	-	-	KP	जाये	जाये
9.1	मा		मा	मा{अव्य}	मा{अव्य}	निषेधः,11.1	निषेधः,11.1	NA	नही	नही
10.1	एवं		एवं	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,15.1	NA	ऐसा	ऐसा
11.1	वोचः		वोचः	-	-	-	-	KP		
12.1	त्वम्		त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,15.1	कर्ता,15.1	N1	तुम	तुम
13.1	मम		मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,3.2#षष्ठीसम्बन्धः,2.1	N6	मेरा	मेरा
14.1	वचः		वचः	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}	वच{पुं;2;एक}	कर्म,15.1	कर्मसमानाधिकरणम्,4.1#कर्मसमानाधिकरणम्,3.2#कर्म,15.1	N2	तोता	तोता
15.1	कुरु		कुरु	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;तनादिः}	-	-	KP	करो	करो
16.1	.		.	-	-	-	-	FS	-	-
