index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	द्विजवरोत्तम		द्विजवरोत्तम	द्विजवरोत्तम{पुं;8;एक} 	द्विजवरोत्तम{पुं;8;एक} 	सम्बोध्यः,12.1	सम्बोध्यः,12.1	N8		
2.1	कालस्य		कालस्य	काल{पुं;6;एक}/काल{नपुं;6;एक}	काल{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1	N6	समय_की	समय_की
3.1	गतिः		गतिः	गति{स्त्री;1;एक}	गति{स्त्री;1;एक}	कर्ता,5.1	कर्ता_बे_वेर्ब्स्,5.1	N1	गति	गति
4.1	सु-		सु-सूक्ष्मा	सु	सु	समासः,4.2	समासः,4.2	CP	सु-	सु-
4.2	सूक्ष्मा		--	सूक्ष्मा{स्त्री;1;एक}	सूक्ष्मा{स्त्री;1;एक}	विशेषणम्,3.1	विधेय_विशेषणम्,3.1#विशेषणम्,10.1#कर्ता_बे_वेर्ब्स्,5.1	N1	सूक्ष्मा	सूक्ष्मा
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP	है	है
6.1	किल		किल	किल{अव्य}	किल{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	आशा	आशा
7.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यत्{अव्य}	सम्बन्धः,12.1	विशेषणम्,11.2#विशेषणम्,8.1#प्रयोज्यकर्ता,12.1#प्रयोजककर्ता,12.1#कर्ता_बे_वेर्ब्स्,5.1#सम्बन्धः,12.1	NA	कि	कि
8.1	राज्यम्		राज्यम्	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,9.1	प्रयोज्यकर्ता,12.1#प्रयोजककर्ता,12.1#कर्ता_बे_वेर्ब्स्,5.1	N2	राज्य_को	राज्य_को
9.1	समुत्सृज्य		समुत्सृज्य	सम्_उत्_सृज्2{अव्य;ल्यप्;तुदादिः}	सम्_उत्_सृज्2{अव्य;ल्यप्;तुदादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA		
10.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	प्रयोजककर्ता,12.1	विशेषणम्,4.2#विशेषणम्,3.1#प्रयोजककर्ता,12.1#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
11.1	वन-		वन-वासम्	वन	वन	समासः,11.2	समासः,11.2	CP	वन-	वन-
11.2	वासम्		--	वास{पुं;2;एक}/वास{नपुं;1;एक}/वास{नपुं;2;एक}	वास{नपुं;2;एक}	कर्म,12.1	विशेषणम्,8.1#विशेषणम्,7.1#प्रयोज्यकर्ता,12.1#विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.1#प्रयोजककर्ता,12.1#कर्ता_बे_वेर्ब्स्,5.1	N1	वास	वास
12.1	अरोचयत्		अरोचयत्	रुच्1{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	रुच्1{णिजन्त;कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1	-	KP		
13.1	.		.	-	-	-	-	FS	-	-
