index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विद्वन्		विद्वन्	विद्वस्{पुं;8;एक}	विद्वस्{पुं;8;एक}	सम्बेध्यः,12.1	सम्बेध्यः,12.1	N8	विद्वान्	विद्वान्
2.1	प्रियेषु		प्रियेषु	प्रिय{पुं;7;बहु}/प्रिय{नपुं;7;बहु}	प्रिय{पुं;7;बहु}	अधिकरणम्,3.1	अधिकरणम्,12.1#अधिकरणम्,7.1#अधिकरणम्,3.1	N7	प्रियों_में	प्रियों_में
3.1	परिवर्तिना		परिवर्तिना	परिवर्तिन्{पुं;3;एक}	परिवर्तिन्{पुं;3;एक}	विशेषणम्,4.1	विशेषणम्,4.1#सुप्_समुच्चितः,5.1#हेतुः,12.1#हेतुः,7.1	N3	परिवर्तिन्_से	परिवर्तिन्_से
4.1	त्वया		त्वया	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	कर्ता,7.1	सुप्_समुच्चितः,5.1#हेतुः,12.1#हेतुः,7.1#कर्ता,7.1	N3	तुमसे	तुमसे
5.1	नाथेन		नाथेन	नाथ{पुं;3;एक}	नाथ{पुं;3;एक}	समुच्चितः,4.1	हेतुः,12.1#हेतुः,7.1#समुच्चितः,4.1	N3	नाथ_से	नाथ_से
6.1	च		च	च{अव्य}	च{अव्य}	सुप्_समुच्चय_द्योतकः,5.1	सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1	NA	और	और
7.1	अनुगतः		अनुगतः	अनुग{अव्य;तसिल्}/अनुगत{पुं;1;एक(अनु_गम्1;क्त;भ्वादिः)}	अनुगत{पुं;1;एक(अनु_गम्1;क्त;भ्वादिः)}	विशेषणम्,8.1	विशेषणम्,8.1#हेतुः5,12.1	N1	अनुग_से	अनुग_से
8.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	मैं	मैं
9.1	गजसाह्वये		गजसाह्वये	गजसाह्वय{नपुं;1;द्वि}/गजसाह्वय{नपुं;2;द्वि}/गजसाह्वय{नपुं;7;एक}	गजसाह्वय{नपुं;7;एक}	उपमानम्,12.1	अधिकरणम्,12.1#कर्म,12.1#उपमानम्,12.1	N7	गजसाह्वय	गजसाह्वय
10.1	पुरा		पुरा	पुरा{अव्य}	पुरा{अव्य}	सम्बन्धः,9.1	क्रियाविशेषणम्,12.1	NA	पहले	पहले
11.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,9.1	उपमानम्_रहित_उपमान_द्योतकः,12.1	NA	जैसे	जैसे
12.1	रमे		रमे	रम्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;भ्वादिः}/रमा{स्त्री;8;एक}/रम{पुं;7;एक}	रम्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;भ्वादिः}	अभिहितकर्ता,8.1	उपमानम्,9.1	KP	रमण_करता_हूँ	रमण_करता_हूँ
13.1	.		.	-	-	-	-	FS	-	-
