index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	पुत्र-		पुत्रैष्वर्यम्	पुत्र	पुत्र	समासः,1.2	समासः,1.2	CP	पुत्र-	पुत्र-
1.2	ऐष्वर्यम्		--	-	-	कर्म,4.1	कर्म,4.1	N1	-	-
2.1	महत्		महत्	महत्{नपुं;8;एक}/महत्{नपुं;1;एक}/महत्{नपुं;2;एक}	महत्{नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,14.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,6.2#विशेषणम्,3.1#कर्म,13.1#कर्म,9.1#विशेषणम्,1.2	N1	महान्	महान्
3.1	इदम्		इदम्	इदम्{सर्वनाम;नपुं;1;एक}/इदम्{सर्वनाम;नपुं;2;एक}	इदम्{सर्वनाम;नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,14.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,6.2#विशेषणम्,2.1#कर्म,13.1#कर्म,9.1#कर्ता,9.1#विशेषणम्,1.2	N1	यह	यह
4.1	अपास्य		अपास्य	अप_अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;दिवादिः}/अप_अस्2{अव्य{ल्यप्;अदादिः}/अप_अस्3{अव्य{ल्यप्;दिवादिः}/अप_आस्1{अव्य{ल्यप्;अदादिः}/अप_अस्1{अव्य{ल्यप्;भ्वादिः}	अप_अस्2{अव्य;ल्यप्;अदादिः}	समुच्चितः,13.1	पूर्वकालः,14.1#पूर्वकालः,9.1#समुच्चितः,13.1	NA	बढ_चढ_कर_हो_कर	बढ_चढ_कर_हो_कर
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	च2	च2
6.1	महा-		महा-फलम्	महत्	महत्	समासः,6.2	समासः,6.2	CP	महा-	महा-
6.2	फलम्		--	फल{नपुं;1;एक}/फल{नपुं;2;एक}/फल{पुं;2;एक}	फल{नपुं;1;एक}	विशेषणम्,1.2	विशेषणम्,11.1#कर्म,13.1#कर्म,9.1#विशेषणम्,14.1#विशेषणम्,10.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्ता,9.1#विशेषणम्,1.2	N1	फल	फल
7.1	का		का	किम्{सर्वनाम;स्त्री;1;एक}	किम्{सर्वनाम;स्त्री;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	कौन	कौन
8.1	नु		नु	नु{अव्य}	नु{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	नु	नु
9.1	गच्छेत्		गच्छेत्	गम्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	जाये	जाये
10.1	वनम्		वनम्	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	कर्म,9.1	कर्म,13.1#कर्म,9.1#कर्ता,14.1#कर्ता,9.1	N2	वन_को	वन_को
11.1	दुर्गम्		दुर्गम्	दुर्ग{पुं;2;एक}/दुर्ग{नपुं;1;एक}/दुर्ग{नपुं;2;एक}	दुर्ग{नपुं;1;एक}	विशेषणम्,10.1	कर्म,13.1#कर्म,9.1#कर्ता,14.1#कर्ता,9.1#विशेषणम्,10.1	N1	दुर्ग_ने	दुर्ग_ने
12.1	पुत्रान्		पुत्रान्	पुत्र{पुं;2;बहु}	पुत्र{पुं;2;बहु}	कर्म,13.1	कर्म,13.1#कर्म,9.1	N2	पुत्रों_को	पुत्रों_को
13.1	उत्सृज्य		उत्सृज्य	उत्_सृज्2{अव्य;ल्यप्;तुदादिः}	उत्_सृज्2{अव्य;ल्यप्;तुदादिः}	पूर्वकालः,9.1	सुप्_समुच्चितः,4.1#पूर्वकालः,14.1#पूर्वकालः,9.1#पूर्वकालः,4.1	NA	उडेल_कर	उडेल_कर
14.1	मूढवत्		मूढवत्	मूढवत्{नपुं;1;एक(मुह्1;क्तवतु;दिवादिः)}/मूढवत्{नपुं;2;एक(मुह्1;क्तवतु;दिवादिः)}	मूढवत्{नपुं;2;एक(मुह्1;क्तवतु;दिवादिः)}	क्रियाविशेषणम्,13.1	विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,6.2#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,13.1#कर्म,9.1#कर्ता,9.1#क्रियाविशेषणम्,13.1	N2	मोहित_हुए	मोहित_हुए
15.1	.		.	-	-	-	-	FS	-	-
