index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	राजा	राजा
2.1	मही-		मही-पतिः	मही	मही	समासः,2.2	समासः,2.2	CP	मही-	मही-
2.2	पतिः		--	पति{पुं;1;एक}	पति{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	पति1	पति1
3.1	तयोः		तयोः	तद्{सर्वनाम;पुं;6;द्वि}/तद्{सर्वनाम;नपुं;6;द्वि}/तद्{सर्वनाम;स्त्री;6;द्वि}/तद्{सर्वनाम;पुं;7;द्वि}/तद्{सर्वनाम;नपुं;7;द्वि}/तद्{सर्वनाम;स्त्री;7;द्वि}	तद्{सर्वनाम;पुं;6;द्वि}	विशेषणम्,4.1	विशेषणम्,4.1#निर्धारणम्,4.1#अधिकरणम्,12.1#निर्धारणम्,2.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.2	N6	उनमें	उनमें
4.1	मात्रोः		मात्रोः	मातृ{स्त्री;6;द्वि}/मातृ{पुं;7;द्वि}/मातृ{नपुं;7;द्वि}/मातृ{नपुं;6;द्वि}/मातृ{पुं;6;द्वि}/मातृ{स्त्री;7;द्वि}	मातृ{पुं;7;द्वि}	षष्ठीसम्बन्धः,5.1	अधिकरणम्,12.1#निर्धारणम्,2.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,2.2	N6	मातृओं_में	मातृओं_में
5.1	समुद्दिश्य		समुद्दिश्य	सम्_उत्_दिश्1{अव्य;ल्यप्;तुदादिः} 	सम्_उत्_दिश्1{अव्य;ल्यप्;तुदादिः} 	पूर्वकालः,12.1	पूर्वकालः,12.1	NA		
6.1	यानम्		यानम्	यान{नपुं;1;एक}/यान{नपुं;2;एक}	यान{नपुं;2;एक}	कर्म,12.1	सुप्_समुच्चितः,9.1#कर्म,12.1#कर्ता,12.1	N2	वाहन_को	वाहन_को
7.1	आच्छादनम्		आच्छादनम्	आच्छादन{नपुं;1;एक}/आच्छादन{नपुं;2;एक}	आच्छादन{नपुं;2;एक}	कर्म,12.1	सुप्_समुच्चितः,9.1#कर्म,12.1#कर्ता,12.1	N2	आच्छादन_को	आच्छादन_को
8.1	भोगान्		भोगान्	भोग{पुं;2;बहु}	भोग{पुं;2;बहु}	कर्म,12.1	सुप्_समुच्चितः,9.1#कर्म,12.1	N2	भोगों_को	भोगों_को
9.1	दासीः		दासीः	दासी{स्त्री;2;बहु}	दासी{स्त्री;2;बहु}	कर्म,12.1	कर्म,12.1	N2	दासियों_को	दासियों_को
10.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1	NA	च2	च2
11.1	परिचारिकाः		परिचारिकाः	परिचारिका{स्त्री;1;बहु}/परिचारिका{स्त्री;2;बहु}	परिचारिका{स्त्री;2;बहु}	विशेषणम्,9.1	कर्म,12.1#विशेषणम्,9.1	N2	सेविकायें	सेविकायें
12.1	ददौ		ददौ	दा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/दा1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/दा2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/दा2{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}/दा3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;जुहोत्यादिः}/दा3{कर्तरि;लिट्;उ;एक;परस्मैपदी;जुहोत्यादिः}	दा1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहितकर्ता,1.1	अभिहितकर्ता,1.1	KP	दिया	दिया
13.1	.		.	-	-	-	-	FS	-	-
