index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	पुत्र		पुत्र	पुत्र{पुं;8;एक}	पुत्र{पुं;8;एक}	सम्बोध्यः,12.1	-	N8	पुत्र	पुत्र
2.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,3.1	क्रियाविशेषणम्,12.1#क्रियाविशेषणम्,7.4	NA	और	और
3.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,12.1	सम्बन्धः,2.1	NA	ही	ही
4.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,6.1	प्रयोजनम्1,12.1#प्रयोजनम्1,7.4#कर्ता,7.4#कर्म,7.4#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,7.4#षष्ठीसम्बन्धः,6.1#विशेषणम्,9.2#विशेषणम्,7.4#विशेषणम्,6.1	N6	वे	वे
5.1	इमे		इमे	इदम्{सर्वनाम;पुं;1;बहु}/इदम्{सर्वनाम;नपुं;1;द्वि}/इदम्{सर्वनाम;नपुं;2;द्वि}/इदम्{सर्वनाम;स्त्री;1;द्वि}/इदम्{सर्वनाम;स्त्री;2;द्वि}	इदम्{सर्वनाम;स्त्री;1;द्वि}	विशेषणम्,6.1	विशेषणम्,9.2#विशेषणम्,7.4#विशेषणम्,6.1#प्रयोज्यकर्ता,12.1#कर्म,7.4#विधेय_विशेषणम्,4.1#प्रयोजककर्ता,12.1	N1	ये	ये
6.1	मातरौ		मातरौ	मातृ{स्त्री;1;द्वि}/मातृ{स्त्री;2;द्वि}/मातृ{स्त्री;8;द्वि}	मातृ{स्त्री;1;द्वि}	प्रयोज्यकर्ता,12.1	प्रयोज्यकर्ता,12.1#कर्म,7.4#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#प्रयोजककर्ता,12.1	N1	मातायें	मातायें
7.1	शीर्ण-		शीर्ण-पर्ण-कृत-अशने	शीर्ण(शॄ1;क्त;क्र्यादिः)	शीर्ण(शॄ1;क्त;क्र्यादिः)	समासः,7.2	समासः,7.2	CP		
7.2	पर्ण-		--	पर्ण	पर्ण	समासः,7.3	समासः,7.3	CP	पर्ण-	पर्ण-
7.3	कृत-		--	कृत(कृ2;क्त;स्वादिः)}/कृत(कृ3{क्त;तनादिः)	कृत(कृ2;क्त;स्वादिः)	समासः,7.4	समासः,7.4	CP		
7.4	अशने		--	अशना{स्त्री;1;द्वि}/अशना{स्त्री;2;द्वि}/अशना{स्त्री;8;एक}/अशना{स्त्री;8;द्वि}/अशनि{पुं;8;एक}/अशन{नपुं;1;द्वि(अश्1;ल्युट्;स्वादिः)}/अशन{नपुं;2;द्वि(अश्1;ल्युट्;स्वादिः)}/अशन{नपुं;7;एक(अश्1;ल्युट्;स्वादिः)}/अशन{नपुं;1;द्वि(अश्2;ल्युट्;क्र्यादिः)}/अशन{नपुं;2;द्वि(अश्2;ल्युट्;क्र्यादिः)}/अशन{नपुं;7;एक(अश्2;ल्युट्;क्र्यादिः)}/अशन{पुं;7;एक}/अशन{नपुं;8;द्वि}/अशनि{नपुं;8;एक}/अशनि{नपुं;1;एक}/अशनि{नपुं;2;एक}	अशना{स्त्री;1;द्वि}	विशेषणम्,6.1	विशेषणम्,6.1#प्रयोज्यकर्ता,12.1#विशेषणम्,9.2#अधिकरणम्,12.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#प्रयोजककर्ता,12.1#विधेय_विशेषणम्,6.1	N1	अशने	अशने
8.1	मम		मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	सम्बन्धः,9.2	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,7.4#षष्ठीसम्बन्धः,6.1	N6	मेरा	मेरा
9.1	तुल्य-		तुल्य-व्रते	तुल्य	तुल्य	समासः,9.2	समासः,9.2	CP	तुल्य-	तुल्य-
9.2	व्रते		--	व्रत{नपुं;1;द्वि}/व्रत{नपुं;2;द्वि}/व्रत{नपुं;8;द्वि}/व्रत{पुं;7;एक}/व्रत{नपुं;7;एक}/व्रता{स्त्री;8;एक}/व्रता{स्त्री;8;द्वि}/व्रता{स्त्री;1;द्वि}/व्रता{स्त्री;2;द्वि}	व्रत{नपुं;1;द्वि}	विशेषणम्,6.1	प्रयोज्यकर्ता,12.1#विधेय_विशेषणम्,7.4#विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#प्रयोजककर्ता,12.1#अधिकरणम्,12.1	N1	व्रत	व्रत
10.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,12.1	प्रतिषेधः,12.1	NA	नहीं	नहीं
11.1	चिरम्		चिरम्	चिरम्{अव्य}/चिर{नपुं;1;एक}/चिर{नपुं;2;एक}	चिरम्{अव्य}	क्रियाविशेषणम्,12.1	प्रयोज्यकर्ता,12.1#क्रियाविशेषणम्,12.1	NA	अधिक	अधिक
12.1	वर्तयिष्यतः		वर्तयिष्यतः	वृत्1{णिजन्त;कर्तरि;लृट्;प्र;द्वि;परस्मैपदी;भ्वादिः}	वृत्1{णिजन्त;कर्तरि;लृट्;प्र;द्वि;परस्मैपदी;भ्वादिः}	अभिहितकर्ता,6.1	अभिहितकर्ता,6.1	KP		
13.1	.		.	-	-	-	-	FS	-	-
