index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कर्णम्		कर्णम्	कर्ण{पुं;2;एक}	कर्ण{पुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	कर्ण_को	कर्ण_को
2.1	स्मरेथाः		स्मरेथाः	-	-	अभिहित_कर्ता	अभिहित_कर्ता	KP		
3.1	सततम्		सततम्	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सततम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,6.1	NA	लगातार	लगातार
4.1	सङ्ग्रामेषु		सङ्ग्रामेषु	सङ्ग्राम{पुं;7;बहु}	सङ्ग्राम{पुं;7;बहु}	देशाधिकरणम्,5.1	देशाधिकरणम्,5.1	N7	युद्धों_में	युद्धों_में
5.1	अपलायिनम्		अपलायिनम्	-	-	विशेषणम्,1.1	विशेषणम्,1.1	N2		
6.1	अवकीर्णः		अवकीर्णः	अवकीर्ण{पुं;1;एक(अव_कॄ1;क्त;तुदादिः)}	अवकीर्ण{पुं;1;एक(अव_कॄ1;क्त;तुदादिः)}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	N1	फेंका_हुआ	फेंका_हुआ
7.1	हि		हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	हि	हि
8.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्म,6.1	विशेषणम्,10.1#विशेषणम्,6.1	N1	वह	वह
9.1	मया		मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	कर्ता,6.1	कर्ता,6.1#हेतुः,6.1	N3	मुझसे	मुझसे
10.1	वीरः		वीरः	वीर{पुं;1;एक}	वीर{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,6.1	N1	वीर	वीर
11.1	दुष्प्रज्ञया		दुष्प्रज्ञया	दुष्प्रज्ञा{स्त्री;3;एक}	दुष्प्रज्ञा{स्त्री;3;एक}	विशेषणम्,9.1	कर्ता,6.1#हेतुः,6.1	N3	दुष्प्रज्ञा_से	दुष्प्रज्ञा_से
12.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,6.1	कालाधिकरणम्,6.1	NA	तब	तब
13.1	.		.	-	-	-	-	FS	-	-
