index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्मद्योतकः,2.1	कर्म,5.1#कर्म,2.1	NA	ऐसा	ऐसा
2.1	उक्ता		उक्ता	उक्ता{स्त्री;1;एक(वच्1;क्त;अदादिः)}	उक्ता{स्त्री;1;एक(वच्1;क्त;अदादिः)}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,4.3#कर्ता,5.1	N1	बोला_हुआ	बोला_हुआ
3.1	धर्म-		धर्म-राजेन	धर्म	धर्म	षष्ठीतत्पुरुषः,3.2	समासः,3.2	CP	धर्म-	धर्म-
3.2	राजेन		--	राज{पुं;3;एक}/राज{नपुं;3;एक}	राज{पुं;3;एक}	कर्ता,2.1	कर्ता,2.1#करणम्,5.1#हेतुः,10.1#हेतुः,5.1#हेतुः,2.1	N3	राजा_से	राजा_से
4.1	बाष्प-		बाष्प-व्याकुल-लोचना	बाष्प	बाष्प	तृतीयातत्पुरुषः,4.2	समासः,4.2	CP	बाष्प-	बाष्प-
4.2	व्याकुल-		--	व्याकुल	व्याकुल	कर्मधारयः,4.3	समासः,4.3	CP	व्याकुल-	व्याकुल-
4.3	लोचना		--	लोचना{स्त्री;1;एक}	लोचना{स्त्री;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,2.1#कर्ता,5.1#कर्मसमानाधिकरणम्,8.1	N1	लोचना	लोचना
5.1	जगाम		जगाम	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	गया	गया
6.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	ही	ही
7.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,5.1	कालाधिकरणम्,5.1	NA	तब	तब
8.1	कुन्ती		कुन्ती	कुन्ति{पुं;1;द्वि}/कुन्ति{पुं;2;द्वि}/कुन्ती{स्त्री;1;एक}/कुन्ति{पुं;8;द्वि}	कुन्ती{स्त्री;1;एक}	कर्ता,5.1;कर्ता,10.1	कर्ता,5.1#कर्मसमानाधिकरणम्,4.3#कर्म,5.1#गौणकर्म,2.1	N1	कुन्ती	कुन्ती
9.1	गान्धारीम्		गान्धारीम्	गान्धारी{स्त्री;2;एक}	गान्धारी{स्त्री;2;एक}	कर्म,10.1	कर्म,5.1#गौणकर्म,2.1	N2	गान्धारी	गान्धारी
10.1	परिगृह्य		परिगृह्य	परि_ग्रह्1{अव्य;ल्यप्;क्र्यादिः}	परि_ग्रह्1{अव्य;ल्यप्;क्र्यादिः}	पूर्वकालः,5.1	पूर्वकालः,5.1#पूर्वकालः,2.1	NA	घेर_कर	घेर_कर
11.1	ह		ह	ह{अव्य}	ह{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ह	ह
12.1	.		.	-	-	-	-	FS	-	-
