index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यः		यः	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	विशेषणम्,3.2	विशेषणम्,10.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,10.1#नित्य_सम्बन्धः1,10.1#कर्ता,6.1	N1	जो	जो
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,1.1	NA	और	और
3.1	पौर-		पौर-जनः	पौर	पौर	समासः,3.2	समासः,3.2	CP	पौर-	पौर-
3.2	जनः		--	जन{पुं;1;एक}/जनस्{पुं;8;एक}	जन{पुं;1;एक}	कर्ता,6.1	विशेषणम्,10.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,4.1#सुप्_समुच्चितः,10.1#कर्ता,6.1#कर्मसमानाधिकरणम्,12.1#कर्मसमानाधिकरणम्,10.1#कर्मसमानाधिकरणम्,8.2	N1	जन	जन
4.1	कश्चित्		कश्चित्	किञ्चित्{सर्वनाम;पुं;1;एक}	किञ्चित्{सर्वनाम;पुं;1;एक}	विशेषणम्,3.2	विशेषणम्,10.1#विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,3.2#सुप्_समुच्चितः,10.1#कर्ता,6.1	N1	कोई	कोई
5.1	द्रष्टुम्		द्रष्टुम्	दृश्1{अव्य;तुमुन्;भ्वादिः}	दृश्1{अव्य;तुमुन्;भ्वादिः}	कर्म,6.1	प्रयोजनम्1,12.1#प्रयोजनम्1,8.2#इष्कर्म,6.1	NA	देखने~के_लिये	देखने~के_लिये
6.1	इच्छति		इच्छति	इष्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुदादिः}	इष्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,3.2	-	KP	इच्छा_करता_है	इच्छा_करता_है
7.1	पार्थिवम्		पार्थिवम्	पार्थिव{पुं;2;एक}	पार्थिव{पुं;2;एक}	कर्म,5.1	कर्मसमानाधिकरणम्,12.1#कर्म,12.1#कर्म,8.2#कर्म,6.1#कर्म,5.1	N2	पार्थिव_को	पार्थिव_को
8.1	अन्-		अन्-आवृतः	अन्	अन्	नञ्समासः,8.2	समासः,8.2	CP	अन्-	अन्-
8.2	आवृतः		--	आवृत्{स्त्री;1;बहु}/आवृत्{स्त्री;2;बहु}/आवृत्{स्त्री;5;एक}/आवृत्{स्त्री;6;एक}/आङ्_वृत्1{कर्तरि{लुङ्;म;एक;आत्मनेपदी;भ्वादिः}/आवृत्{स्त्री;8;बहु}/आवृत{पुं;1;एक(आङ्_वृत्1;घञ्;भ्वादिः)}/आवृत{पुं;1;एक(आङ्_वृ1;क्त;स्वादिः)}	आवृत्{स्त्री;1;बहु}	विधेय_विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,9.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,10.1#कर्ता,12.1#कर्ता,6.1#कर्मसमानाधिकरणम्,3.2#कर्मसमानाधिकरणम्,1.1#विशेषणम्,12.1#कर्म,5.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,3.2#हेतुः5,12.1#हेतुः5,9.2#हेतुः5,6.1#हेतुः5,5.1#अपादानम्,12.1#कर्म,12.1#कर्म,6.1	N1	मुडती_हुइयाँ	मुडती_हुइयाँ
9.1	सु-		सु-विहितः	सु	सु	समासः,9.2	समासः,9.2	CP	सु-	सु-
9.2	विहितः		--	विहित{पुं;1;एक(वि_धा1;क्त;जुहोत्यादिः)}	विहित{पुं;1;एक(वि_धा1;क्त;जुहोत्यादिः)}	विधेय_विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,8.2#विशेषणम्,4.1#विशेषणम्,3.2#सुप्_समुच्चितः,10.1#कर्ता,12.1#कर्ता,6.1	N1	निर्मित	निर्मित
10.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,12.1	विशेषणम्,9.2#विशेषणम्,8.2#विशेषणम्,4.1#विशेषणम्,3.2#विशेषणम्,1.1#कर्ता,12.1#कर्ता,6.1	N1	वह	वह
11.1	च		च	च{अव्य}	च{अव्य}	सम्बन्ध,12.1	सुप्_समुच्चय_द्योतकः,10.1#सम्बन्धः,10.1	NA	और	और
12.1	यातु		यातु	या1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;अदादिः}/यातु{नपुं;1;एक}/यातु{नपुं;2;एक}/यातु{नपुं;8;एक}	या1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,10.1	कर्मसमानाधिकरणम्,7.1#कर्म,8.2#कर्म,6.1#कर्म,5.1#कर्मसमानाधिकरणम्,10.1#कर्मसमानाधिकरणम्,8.2#कर्मसमानाधिकरणम्,3.2	KP	जाये	जाये
13.1	सुरक्षितः		सुरक्षितः	-	-	विधेय_विशेषणम्,10.1	-	FS		
14.1	.		.	-	-	-	-	FS	-	-
