index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	राज्ञः		राज्ञः	राजन्{पुं;2;बहु}/राजन्{पुं;5;एक}/राजन्{पुं;6;एक}	राजन्{पुं;6;एक}	षष्ठीसम्बन्धः,5.2	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,3.1#हेतुः5,12.1#हेतुः5,6.1#कर्म,6.1	N6	राजा_के	राजा_के
2.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,1.1	सुप्_समुच्चय_द्योतकः,1.1#क्रियाविशेषणम्,12.1#क्रियाविशेषणम्,6.1	NA	और	और
3.1	मात्रोः		मात्रोः	मातृ{स्त्री;6;द्वि}/मातृ{पुं;7;द्वि}/मातृ{नपुं;7;द्वि}/मातृ{नपुं;6;द्वि}/मातृ{पुं;6;द्वि}/मातृ{स्त्री;7;द्वि}	मातृ{पुं;6;द्वि}	समुच्चितः,1.1	अधिकरणम्,12.1#अधिकरणम्,6.1#सुप्_समुच्चितः,1.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,5.2	N6	मातृओं_में	मातृओं_में
4.1	अनयोः		अनयोः	इदम्{सर्वनाम;पुं;6;द्वि}/इदम्{सर्वनाम;स्त्री;6;द्वि}/इदम्{सर्वनाम;नपुं;6;द्वि}/इदम्{सर्वनाम;पुं;7;द्वि}/इदम्{सर्वनाम;स्त्री;7;द्वि}/इदम्{सर्वनाम;नपुं;7;द्वि}	इदम्{सर्वनाम;पुं;6;द्वि}	विशेषणम्,3.1	अधिकरणम्,12.1#अधिकरणम्,6.1#सुप्_समुच्चितः,1.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,3.1	N6	इनका	इनका
5.1	पाद-		पाद-शुश्रूषणे	पाद	पाद	समासः,5.2	समासः,5.2	CP	पाद-	पाद-
5.2	शुश्रूषणे		--	शुश्रूषण{नपुं;7;एक}/शुश्रूषणा{स्त्री;8;एक}/शुश्रूषणा{स्त्री;8;द्वि}/शुश्रूषणा{स्त्री;1;द्वि}/शुश्रूषणा{स्त्री;2;द्वि}	शुश्रूषण{नपुं;7;एक}	विषयाधिकरणम्,6.1	सुप्_समुच्चितः,1.1#कर्म,12.1#कर्म,6.1#अधिकरणम्,12.1#अधिकरणम्,6.1	N7	शुश्रूषणों_को	शुश्रूषणों_को
6.1	युक्तः		युक्तः	युक्त{पुं;1;एक(युज्1;क्त;दिवादिः)}/युक्त{पुं;1;एक(युज्2;क्त;रुधादिः)}	युक्त{पुं;1;एक(युज्1;क्त;दिवादिः)}	विशेषणम्,7.1	विशेषणम्,7.1	N1	युक्त	युक्त
7.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	प्रयोजककर्ता,12.1	प्रयोजककर्ता,12.1	N1	मैं	मैं
8.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,12.1	देशाधिकरणम्,12.1	NA	यहाँ	यहाँ
9.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ही	ही
10.1	तपसा		तपसा	तपस्{पुं;3;एक}/तपस्{नपुं;3;एक}	तपस्{पुं;3;एक}	करणम्,12.1	सहार्थः,6.1#प्रयोज्यकर्ता,12.1#करणम्,12.1#हेतुः,12.1	N3	तपस्_से	तपस्_से
11.1	कलेवरम्		कलेवरम्	कलेवर{पुं;2;एक}/कलेवर{नपुं;1;एक}/कलेवर{नपुं;2;एक}	कलेवर{पुं;2;एक}	कर्म,12.1	सुप्_समुच्चितः,1.1#कर्म,12.1	N2	शरीर_को	शरीर_को
12.1	शोषयिष्यामि		शोषयिष्यामि	शुष्1{णिजन्त;कर्तरि;लृट्;उ;एक;परस्मैपदी;दिवादिः}	शुष्1{णिजन्त;कर्तरि;लृट्;उ;एक;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	शुष्क_करूँगा	शुष्क_करूँगा
13.1	.		.	-	-	-	-	FS	-	-
