index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शकट-		शकट-आपण-वेशाः	शकट	शकट	द्वन्द्वः,1.3	समासः,1.2	CP	शकट-	शकट-
1.2	आपण-		--	आपण(आङ्_पण्1;घञ्;भ्वादिः)	आपण(आङ्_पण्1;घञ्;भ्वादिः)	द्वन्द्वः,1.3	समासः,1.3	CP		
1.3	वेशाः		--	वेश{पुं;1;बहु}/वेश{पुं;8;बहु}/वेशा{स्त्री;8;बहु}/वेशा{स्त्री;1;बहु}/वेशा{स्त्री;2;बहु}	वेश{पुं;1;बहु}	समुच्चितः,7.2	विशेषणम्,7.2#सुप्_समुच्चितः,7.2#कर्ता,6.1#विशेषणम्,3.2	N1	वेश	वेश
2.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.3	सुप्_समुच्चितः,4.1#सम्बन्धः,1.3	NA	और	और
3.1	कोश-		कोश-शिल्पिनः	कोश	कोश	समासः,3.2	समासः,3.2	CP	कोश-	कोश-
3.2	शिल्पिनः		--	शिल्पिन्{पुं;1;बहु}/शिल्पिन्{पुं;2;बहु}/शिल्पिन्{पुं;5;एक}/शिल्पिन्{पुं;6;एक}/शिल्पिन्{पुं;8;बहु}	शिल्पिन्{पुं;1;बहु}	समुच्चितः,7.2	विशेषणम्,7.2#विशेषणम्,1.3#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,7.2#षष्ठीसम्बन्धः,1.3#हेतुः5,6.1#हेतुः5,1.2#सुप्_समुच्चितः,7.2#कर्ता,6.1	N1	शिल्पी	शिल्पी
4.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,3.2	सम्बन्धः,5.1#सम्बन्धः,3.2	NA	ही	ही
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,6.1#सम्बन्धः,4.1	NA	और	और
6.1	निर्यान्तु		निर्यान्तु	निस्_या1{कर्तरि;लोट्;प्र;बहु;परस्मैपदी;अदादिः}/निर्_या1{कर्तरि{लोट्;प्र;बहु;परस्मैपदी;अदादिः}	निस्_या1{कर्तरि;लोट्;प्र;बहु;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.2	-	KP	निकलें	निकलें
7.1	कोश-		कोश-पालाः	कोश	कोश	षष्ठीसम्बन्धः,7.2	समासः,7.2	CP	कोश-	कोश-
7.2	पालाः		--	पाल{पुं;1;बहु}/पाल{पुं;8;बहु}/पाला{स्त्री;8;बहु}/पाला{स्त्री;1;बहु}/पाला{स्त्री;2;बहु}	पाल{पुं;1;बहु}	कर्ता,6.1	विशेषणम्,1.3#कर्ता,6.1#विशेषणम्,3.2	N1	पाल	पाल
8.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.2	सुप्_समुच्चितः,4.1#सुप्_समुच्चय_द्योतकः,7.2#सम्बन्धः,7.2	NA	और	और
9.1	कुरुक्षेत्र-		कुरुक्षेत्र-आश्रमम्	कुरुक्षेत्र	कुरुक्षेत्र	षष्ठीसम्बन्धः,9.2	समासः,9.2	CP	कुरुक्षेत्र-	कुरुक्षेत्र-
9.2	आश्रमम्		--	आश्रम{पुं;2;एक}/आश्रम{नपुं;1;एक}/आश्रम{नपुं;2;एक}	आश्रम{पुं;2;एक}	आभिमुख्यम्,6.1	उप_कर्मप्रवचनीयः,10.1#उप_आभिमुख्यम्,10.1	N2	आश्रम_को	आश्रम_को
10.1	प्रति		प्रति	प्रति{अव्य}	प्रति{अव्य}	आभिमु्ख्य_द्योतकः,9.2	-	NA	ओर	ओर
11.1	.		.	-	-	-	-	FS	-	-
