index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	धृतराष्ट्र		धृतराष्ट्र	धृतराष्ट्र{पुं;8;एक}	धृतराष्ट्र{पुं;8;एक}	सम्बोधनम्,3.1	सम्बोधनम्,3.1	N8	धृतराष्ट्र	धृतराष्ट्र
2.1	महा-		महा-बाहो	महत्	महत्	समासः,2.2	समासः,2.2	CP	महा-	महा-
2.2	बाहो		--	बाहु{पुं;8;एक}/बाहु{नपुं;8;एक}/बाहु{नपुं;1;एक}/बाहु{नपुं;2;एक}	बाहु{पुं;8;एक}	विशेषणम्,1.1	विशेषणम्,6.1#विशेषणम्,5.1#कर्म,5.1#कर्म,3.1#विशेषणम्,4.2	N8	भुजा	भुजा
3.1	शृणु		शृणु	श्रु1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}	श्रु1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}	-	-	KP	सुनो	सुनो
4.1	कौरव-		कौरव-नन्दन	कौरव	कौरव	समासः,4.2	समासः,4.2	CP	कौरव-	कौरव-
4.2	नन्दन		--	नन्दन{पुं;8;एक}/नन्दन{नपुं;8;एक}	नन्दन{पुं;8;एक}	सम्बोधनम्,5.1	सम्बोधनम्,5.1	N8	नन्दन	नन्दन
5.1	श्रुतं		श्रुतं	श्रुत{पुं;2;एक(श्रु1;क्त;भ्वादिः)}/श्रुत{नपुं;1;एक(श्रु1;क्त;भ्वादिः)}/श्रुत{नपुं;2;एक(श्रु1;क्त;भ्वादिः)}	श्रुत{पुं;2;एक(श्रु1;क्त;भ्वादिः)}	-	-	N2	सुना_हुआ	सुना_हुआ
6.1	(किं)		किं	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	प्रश्नद्योतकः,5.1	प्रश्नद्योतकः,5.1	NA	किम्	किम्
7.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;6;एक}	सम्बन्धः,5.1	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.2	N6	वे	वे
8.1	ज्ञान-		ज्ञान-वृद्धानाम्	ज्ञान	ज्ञान	समासः,8.2	समासः,8.2	CP	ज्ञान-	ज्ञान-
8.2	वृद्धानाम्		--	वृद्ध{पुं;6;बहु}/वृद्धा{स्त्री;6;बहु}/वृद्ध{नपुं;6;बहु}	वृद्ध{पुं;6;बहु}	विशेषणम्,9.1	विशेषणम्,10.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,2.2#विशेषणम्,9.1	N6	वृद्धों_का	वृद्धों_का
9.1	ऋषीणां		ऋषीणां	ऋषि{पुं;6;बहु}	ऋषि{पुं;6;बहु}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,2.2	N6	ऋषियों_का	ऋषियों_का
10.1	पुण्य-		पुण्य-कर्मणाम्	पुण्य	पुण्य	समासः,10.2	समासः,10.2	CP	पुण्य-	पुण्य-
10.2	कर्मणाम्		--	कर्मन्{नपुं;6;बहु}	कर्मन्{नपुं;6;बहु}	विशेषणम्,9.1	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,2.2#विशेषणम्,9.1	N6	कर्मों_का	कर्मों_का
11.1	(कथाः)		कथाः	कथा{स्त्री;1;बहु}/कथा{स्त्री;2;बहु}/कथा{स्त्री;8;बहु}	कथा{स्त्री;1;बहु}	कर्म,5.1	कर्म,5.1	N1	कथायें	कथायें
12.1	.		.	-	-	-	-	FS	-	-
