index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	पौर-		पौर-जानपदाः	पौर	पौर	समासः,1.2	समासः,1.2	CP	पौर-	पौर-
1.2	जानपदाः		--	जानपद{पुं;1;बहु}/जानपदा{स्त्री;1;बहु}/जानपदा{स्त्री;2;बहु}/जानपद{पुं;8;बहु}/जानपदा{स्त्री;8;बहु}	जानपद{पुं;1;बहु}	कर्ता,10.1	विशेषणम्,4.2#विशेषणम्,7.1	N1	देहाती	देहाती
2.1	च		च	च{अव्य}	च{अव्य}	समुच्चयः,1.2;समुच्चयः,4.2	सम्बन्धः,1.2	NA	और	और
3.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	ही	ही
4.1	राजभक्ति-		राजभक्ति-पुरस्कृताः	राजभक्ति	राजभक्ति	समासः,4.2	समासः,4.2	CP	राजभक्ति-	राजभक्ति-
4.2	पुरस्कृताः		--	पुरस्कृता{स्त्री;1;बहु}/पुरस्कृता{स्त्री;2;बहु}/पुरस्कृत{पुं;8;बहु}/पुरस्कृत{पुं;1;बहु}/पुरस्कृता{स्त्री;8;बहु}	पुरस्कृता{पुं;1;बहु}	कर्ता,10.1	विशेषणम्,1.2#विशेषणम्,7.1	N1	पुरस्कृतें	पुरस्कृतें
5.1	एकेन		एकेन	एक{संख्येयम्;पुं;3;एक}/एक{संख्येयम्;नपुं;3;एक}/एक{संख्या;नपुं;3;एक}	एक{संख्येयम्;पुं;3;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N3	एक_से	एक_से
6.1	वाससा		वाससा	वासस्{नपुं;3;एक}	वासस्{नपुं;3;एक}	करणम्,7.1	-	N3	वस्त्र_से	वस्त्र_से
7.1	संवृताः		संवृताः	संवृत{पुं;1;बहु}/संवृता{स्त्री;1;बहु}/संवृता{स्त्री;2;बहु}/संवृत{पुं;8;बहु}	संवृत{पुं;1;बहु}	विशेषणम्,1.2;विशेषणम्,4.2	उप_अपेक्षा,8.1	N1	संवृत	संवृत
8.1	अभितः		अभितः	अभितः{अव्य}	अभितः{अव्य}	सम्बन्धः,9.1	-	NA	दोनो_ओर	दोनो_ओर
9.1	गङ्गाम्		गङ्गाम्	गङ्गा{स्त्री;2;एक}	गङ्गा{स्त्री;2;एक}	कर्म,10.1	उप_अपेक्षा,8.1	N2	गङ्गा_को	गङ्गा_को
10.1	प्रजग्मुः		प्रजग्मुः	प्र_गम्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;भ्वादिः} 	प्र_गम्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;भ्वादिः} 	अभिहितकर्ता,1.2;अभिहितकर्ता4.2	-	KP		
11.1	.		.	-	-	-	-	FS	-	-
