index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इति		इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	ऐसा	ऐसा
2.1	एवंवादिनम्		एवंवादिनम्	-	-	विशेषणम्,3.1	विशेषणम्,3.1	N2		
3.1	तम्		तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	गौणकर्म,6.1	विशेषणम्,7.3#गौणकर्म,6.1	N2	उसको	उसको
4.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,6.1	विशेषणम्,8.1#कर्ता,6.1	N1	वह	वह
5.1	न्यायवित्		न्यायवित्	-	-	विशेषणम्,4.1	विशेषणम्,4.1	N8		
6.1	प्रत्यभाषत		प्रत्यभाषत	प्रति_भाष्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	प्रति_भाष्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	-	-	KP	उत्तर_दिया	उत्तर_दिया
7.1	कुशल-		कुशल-प्रश्न-संयुक्तम्	कुशल	कुशल	समासः,7.2	समासः,7.2	CP	कुशल-	कुशल-
7.2	प्रश्न-		--	प्रश्न	प्रश्न	समासः,7.3	समासः,7.3	CP	प्रश्न-	प्रश्न-
7.3	संयुक्तम्		--	संयुक्त{पुं;2;एक}/संयुक्त{नपुं;1;एक}/संयुक्त{नपुं;2;एक}	संयुक्त{पुं;2;एक}	मुख्यकर्म,6.1	कर्ता,6.1#विशेषणम्,3.1#मुख्यकर्म,6.1	N2	मिला_हुए_को	मिला_हुए_को
8.1	कुशलः		कुशलः	कुशल{पुं;1;एक}	कुशल{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1#कर्ता,6.1	N1	कुशल	कुशल
9.1	वाक्य-		वाक्य-कर्मणि	वाक्य	वाक्य	समासः,9.2	समासः,9.2	CP	वाक्य-	वाक्य-
9.2	कर्मणि		--	कर्मन्{नपुं;7;एक}	कर्मन्{नपुं;7;एक}	विषयाधिकरणम्,8.1	विषयाधिकरणम्,8.1#अधिकरणम्,6.1	N7	कर्म_में	कर्म_में
10.1	.		.	-	-	-	-	FS	-	-
