index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कुन्त्याः		कुन्त्या	कुन्ती{स्त्री;6;एक}	कुन्ती{स्त्री;6;एक}	समुच्चितः,9.2	हेतुः,12.1#समुच्चितः,9.2	N6		
2.1	द्रुपद-		द्रुपद-पुत्र्याः	द्रुपद	द्रुपद	समासः,2.2	समासः,2.2	CP	द्रुपद-	द्रुपद-
2.2	पुत्र्याः		--	पुत्री{स्त्री;5;एक}/पुत्री{स्त्री;6;एक}/पुत्र्या{स्त्री;1;बहु}/पुत्र्या{स्त्री;2;बहु}/पुत्र्य{पुं;8;बहु}/पुत्र्य{पुं;1;बहु}/पुत्र्या{स्त्री;8;बहु}	पुत्री{स्त्री;6;एक}	समुच्चितः,9.2	विशेषणम्,3.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.1#हेतुः5,12.1#समुच्चितः,9.2	N6	पुत्री_का	पुत्री_का
3.1	सुभद्रायाः		सुभद्रायाः	सुभद्रा{स्त्री;6;एक}/सुभद्रा{स्त्री;5;एक}	सुभद्रा{स्त्री;6;एक}	समुच्चितः,9.2	हेतुः5,12.1#सुप्_समुच्चितः,9.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1#समुच्चितः,9.2	N6	सुभद्रा_की	सुभद्रा_की
4.1	तथैव		तथैव	तथैव{अव्य}	तथैव{अव्य}	समुच्चय_द्योतकः,3.1	क्रियाविशेषणम्,12.1#समुच्चय_द्योतकः,3.1	NA	वैसे_ही	वैसे_ही
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.2	सम्बन्धः,4.1#समुच्चय_द्योतकः,2.2	NA	च1	च1
6.1	कौरवस्य		कौरवस्य	कौरव{पुं;6;एक}	कौरव{पुं;6;एक}	षष्ठीसम्बन्धः,9.2	सुप्_समुच्चितः,9.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1	N6	कौरव_का	कौरव_का
7.1	तासाम्		तासाम्	तद्{सर्वनाम;स्त्री;6;बहु}	तद्{सर्वनाम;स्त्री;6;बहु}	विशेषणम्,8.1	विशेषणम्,9.2#विशेषणम्,8.1#सुप्_समुच्चितः,9.2#निर्धारणम्,8.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1	N6	उनमें	उनमें
8.1	वधूनाम्		वधूनाम्	वधु{स्त्री;6;बहु}/वधू{स्त्री;6;बहु}	वधू{स्त्री;6;बहु}	विशेषणम्,8.1	षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1#सुप्_समुच्चितः,9.2#विशेषणम्,8.1	N6	बहुओं_के	बहुओं_के
9.1	वन-		वन-नारीणाम्	वन	वन	समासः,9.2	समासः,9.2	CP	वन-	वन-
9.2	नारीणाम्		--	नारी{स्त्री;6;बहु}/नारि{नपुं;6;बहु}	नारी{स्त्री;6;बहु}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,11.1	N6	नारियों_की	नारियों_की
10.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.2	सुप्_समुच्चय_द्योतकः,9.2#सम्बन्धः,9.2	NA	च2	च2
11.1	दुःखम्		दुःखम्	दुःख{नपुं;1;एक}/दुःख{नपुं;2;एक}	दुःख{नपुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	दुःख_ने	दुःख_ने
12.1	(अपागच्छत्)		अपागच्छत्	अप_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अप_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1	-	KP	लौट_गया	लौट_गया
13.1	.		.	-	-	-	-	FS	-	-
