index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यथा-		यथा-काम-विहारिणः	यथा	यथा	समासः,1.2	समासः,1.2	CP	यथा-	यथा-
1.2	काम-		--	काम	काम	समासः,1.3	समासः,1.3	CP	काम-	काम-
1.3	विहारिणः		--	विहारिन्{पुं;1;बहु}/विहारिन्{पुं;2;बहु}/विहारिन्{पुं;5;एक}/विहारिन्{पुं;6;एक}/विहारिन्{नपुं;5;एक}/विहारिन्{नपुं;6;एक}/विहारिन्{पुं;8;बहु}	विहारिन्{पुं;1;बहु}	विशेषणम्,3.1	विशेषणम्,2.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#हेतुः5,11.1#हेतुः5,8.1#हेतुः5,5.2#अपादानम्,8.1#गतिकर्म,8.1#विशेषणम्,11.1#विशेषणम्,8.1#गतिकर्ता,8.1	N1	मनोविनोदी	मनोविनोदी
2.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,3.1	प्रयोजनम्1,11.1#प्रयोजनम्1,8.1#प्रयोजनम्1,5.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.3#गतिकर्म,8.1#विशेषणम्,11.1#विशेषणम्,8.1#गतिकर्ता,8.1	N6	वे	वे
3.1	पुत्राः		पुत्रा	पुत्र{पुं;1;बहु}	पुत्र{पुं;1;बहु}	कर्ता,8.1	कर्ता,8.1	N1	पुत्रा	पुत्रा
4.1	क्षत्र-		क्षत्र-धर्मेण	क्षत्र	क्षत्र	समासः,4.2	समासः,4.2	CP	क्षत्र-	क्षत्र-
4.2	धर्मेण		--	धर्म{पुं;3;एक}/धर्म{नपुं;3;एक}	धर्म{पुं;3;एक}	करणम्,5.2	विशेषणम्,9.1#कर्ता,11.1#कर्ता,5.2#करणम्,11.1#करणम्,8.1#करणम्,5.2#हेतुः,11.1#हेतुः,8.1#हेतुः,5.2	N3	धर्म_से	धर्म_से
5.1	शस्त्र-		शस्त्र-पूताम्	शस्त्र	शस्त्र	समासः,5.2	समासः,5.2	CP	शस्त्र-	शस्त्र-
5.2	पूताम्		--	पूता{स्त्री;2;एक(पू1;क्त;भ्वादिः)}/पूता{स्त्री;2;एक(पू2;क्त;क्र्यादिः)}/पूता{स्त्री;2;एक(पूय्1;क्त;भ्वादिः)}	पूता{स्त्री;2;एक(पू1;क्त;भ्वादिः)}	विशेषणम्,7.1	कर्म,11.1#गतिकर्म,8.1	N2	पवित्र_कर_या_हुई_हुई	पवित्र_कर_या_हुई_हुई
6.1	शुभाम्		शुभाम्	शुभा{स्त्री;2;एक}	शुभा{स्त्री;2;एक}	विशेषणम्,7.1	कर्म,11.1#गतिकर्म,8.1	N2	देवताओं_की_सभा_को	देवताओं_की_सभा_को
7.1	गतिम्		गतिम्	गति{स्त्री;2;एक}	गति{स्त्री;2;एक}	कर्म,8.1	उपमानम्,6.1#कर्म,11.1#गतिकर्म,8.1	N2	गति_को	गति_को
8.1	गताः		गताः	गत{पुं;1;बहु(गम्1;क्त;भ्वादिः)}/गता{स्त्री;1;बहु(गम्1;क्त;भ्वादिः)}/गता{स्त्री;2;बहु(गम्1;क्त;भ्वादिः)}	गत{पुं;1;बहु(गम्1;क्त;भ्वादिः)}	-	कर्म,11.1	N1	गये_हुए	गये_हुए
9.1	त्वया		त्वया	युष्मद्{सर्वनाम;3;एक}	युष्मद्{सर्वनाम;3;एक}	कर्ता,11.1	कर्ता,11.1#हेतुः,11.1	N3	तुमसे	तुमसे
10.1	यथा		यथा	यथा{अव्य}	यथा{अव्य}	नित्य_सम्बन्धः,12.1;क्रियाविशेषणम्,11.1	नित्य_सम्बन्धः,12.1#क्रियाविशेषणम्,11.1	NA	जैसे	जैसे
11.1	दृष्टाः		दृष्टाः	दृष्ट{पुं;1;बहु(दृश्1;क्त;भ्वादिः)}/दृष्टा{स्त्री;1;बहु(दृश्1;क्त;भ्वादिः)}/दृष्टा{स्त्री;2;बहु(दृश्1;क्त;भ्वादिः)}	दृष्ट{पुं;1;बहु(दृश्1;क्त;भ्वादिः)}	-	-	N1	वैध	वैध
12.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	NA	और	और
13.1	.		.	-	-	-	-	FS	-	-
