index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	धृतराष्ट्रस्य		धृतराष्ट्रस्य	धृतराष्ट्र{पुं;6;एक}	धृतराष्ट्र{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	धृतराष्ट्र_के	धृतराष्ट्र_के
2.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,3.1#कर्म,4.1	N2	इस	इस
3.1	निर्याणम्		निर्याणम्	निर्याण{नपुं;1;एक}/निर्याण{नपुं;2;एक}	निर्याण{नपुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	निर्याण_को	निर्याण_को
4.1	श्रुत्वा		श्रुत्वा	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	हेतुः,11.1	हेतुः,11.1	NA	सुन_कर	सुन_कर
5.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	तो	तो
6.1	सर्वेषाम्		सर्वेषाम्	सर्व{सर्वनाम;पुं;6;बहु}/सर्व{सर्वनाम;नपुं;6;बहु}	सर्व{सर्वनाम;पुं;6;बहु}	विशेषणम्,7.2	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#विशेषणम्,8.1#विशेषणम्,7.2	N6	सब_	सब_
7.1	महत्-		महत्-आत्मनाम्	महत्	महत्	समासः,7.2	समासः,7.2	CP	महत्-	महत्-
7.2	आत्मनाम्		--	आत्मन्{पुं;6;बहु}	आत्मन्{पुं;6;बहु}	सम्बन्धः,10.1	विशेषणम्,8.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1	N6	आत्माओं_के	आत्माओं_के
8.1	पाण्डवानाम्		पाण्डवानाम्	पाण्डव{पुं;6;बहु}	पाण्डव{पुं;6;बहु}	सम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,7.2	N6	पाण्डवों_का	पाण्डवों_का
9.1	महान्		महान्	महत्{पुं;1;एक}	महत्{पुं;1;एक}	तीव्रतादर्शी,10.1	तीव्रतादर्शी,10.1#विशेषणम्,10.1	N1	महान्	महान्
10.1	शोकः		शोकः	शोक{पुं;1;एक}	शोक{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	शोक	शोक
11.1	समभवन्		समभवन्	सम्_भू1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	सम्_भू1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	-	-	KP	सम्भव_हुआ	सम्भव_हुआ
12.1	.		.	-	-	-	-	FS	-	-
