index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,9.1#प्रतिषेधः,6.1#प्रतिषेधः,3.1	NA	नहीं	नहीं
2.1	एषाम्		एषाम्	इदम्{सर्वनाम;पुं;6;बहु}/इदम्{सर्वनाम;नपुं;6;बहु}	इदम्{सर्वनाम;पुं;6;बहु}	षष्ठीसम्बन्धः,4.1	विशेषणम्,6.1#षष्ठीसम्बन्धः,14.2#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,4.1#भ्कर्ता,6.1	N6	इनका	इनका
3.1	बभूव		बभूव	भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/भू1{कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः}/भू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1	-	KP	हुआ	हुआ
4.1	सम्प्रीतिः		सम्प्रीतिः	सम्प्रीति{स्त्री;1;एक}	सम्प्रीति{स्त्री;1;एक}	कर्ता,3.1	कर्ता_बे_वेर्ब्स्,3.1	N1	सम्प्रीति	सम्प्रीति
5.1	तान्		तान्	तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	कर्म,6.1	-	N2	उनको	उनको
6.1	विचिन्तयताम्		विचिन्तयताम्	वि_चित्2{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;चुरादिः}/विचिन्तयत्{पुं;6;बहु(वि_चित्2;शतृ_लट्;चुरादिः)}/विचिन्तयत्{नपुं;6;बहु(वि_चित्2;शतृ_लट्;चुरादिः)}	विचिन्तयत्{पुं;6;बहु(वि_चित्2;शतृ_लट्;चुरादिः)}	विशेषणम्,2.1	विशेषणम्,2.1#षष्ठीसम्बन्धः,14.2#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,4.1#भावलक्षणसप्तमी_समानकालः,9.1#भावलक्षणसप्तमी_समानकालः,3.1	N6	सोचें	सोचें
7.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,3.1	सुप्_समुच्चितः,10.1#कालाधिकरणम्,9.1#कालाधिकरणम्,6.1#कालाधिकरणम्,3.1	NA	तब	तब
8.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,16.1	प्रतिषेधः,9.1	NA	नहीं	नहीं
9.1	राज्ये		राज्ये	राज्1{कर्मणि;लट्;उ;एक;आत्मनेपदी;भ्वादिः}/राज्य{नपुं;7;एक}	राज्य{नपुं;7;एक}	विषयाधिकरणम्,16.1	सुप्_समुच्चितः,14.2#अधिकरणम्,6.1#अधिकरणम्,3.1	N7	चमका_जाता_है	चमका_जाता_है
10.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,18.1	-	NA	नहीं	नहीं
11.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,18.1	सुप्_समुच्चय_द्योतकः,10.1#सम्बन्धः,10.1	NA	और	और
