index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यत्र		यत्र	यत्र{अव्य}	यत्र{अव्य}	विशेषणम्,2.1	देशाधिकरणम्,19.1#देशाधिकरणम्,15.1#देशाधिकरणम्,14.1#देशाधिकरणम्,10.1#देशाधिकरणम्,9.1	NA	जहां	जहां
2.1	(काले)		काले	काला{स्त्री;8;एक}/काल{पुं;7;एक}/काल{नपुं;7;एक}	काला{स्त्री;8;एक}	कालाधिकरणम्,4.1	कालाधिकरणम्,19.1#कालाधिकरणम्,15.1#कालाधिकरणम्,14.1#कालाधिकरणम्,10.1#कालाधिकरणम्,9.1#अधिकरणम्,18.1	N8		
3.1	यज्ञः		यज्ञः	यज्ञ{पुं;1;एक}	यज्ञ{पुं;1;एक}	कर्ता,4.1	-	N1	यज्ञ	यज्ञ
4.1	सुकृतः		सुकृतः	सुकृत्{पुं;1;बहु}/सुकृत्{पुं;2;बहु}/सुकृत्{पुं;5;एक}/सुकृत्{पुं;6;एक}	सुकृत्{पुं;1;बहु}	-	विशेषणम्,11.1#विशेषणम्,5.1#कर्ता,18.1#कर्म,18.1#षष्ठीसम्बन्धः,20.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.2#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,3.1#हेतुः5,19.1#हेतुः5,18.1#हेतुः5,15.1#हेतुः5,14.1#हेतुः5,10.1#हेतुः5,9.1#अपादानम्,18.1#कर्म,9.1	N1	कुशल_कर्मकार	कुशल_कर्मकार
5.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	सम्बन्धः,4.1	प्रयोजनम्1,19.1#प्रयोजनम्1,18.1#प्रयोजनम्1,15.1#प्रयोजनम्1,14.1#प्रयोजनम्1,10.1#प्रयोजनम्1,9.1#विशेषणम्,11.1#कर्ता,18.1#कर्म,18.1#षष्ठीसम्बन्धः,20.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.2#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#कर्म,9.1#विशेषणम्,20.1#विशेषणम्,18.2#विशेषणम्,14.1#विशेषणम्,13.1#विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,4.1	N1	वे	वे
6.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	विशेषणम्,7.1	देशाधिकरणम्,19.1#देशाधिकरणम्,15.1#देशाधिकरणम्,14.1#देशाधिकरणम्,10.1#देशाधिकरणम्,9.1	NA	वहाँ	वहाँ
7.1	(काले)		काले	काला{स्त्री;8;एक}/काल{पुं;7;एक}/काल{नपुं;7;एक}	काला{स्त्री;8;एक}	कालाधिकरणम्,10.1	कालाधिकरणम्,19.1#कालाधिकरणम्,15.1#कालाधिकरणम्,14.1#कालाधिकरणम्,10.1#कालाधिकरणम्,9.1#अधिकरणम्,18.1	N8	काला	काला
8.1	देवाः		देवाः	देव{पुं;1;बहु}/देव{पुं;8;बहु}	देव{पुं;1;बहु}	कर्ता,10.1	विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,15.1#कर्ता_बे_वेर्ब्स्,10.1	N1	देव	देव
9.1	हिताः		हिताः	हित{पुं;1;बहु(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;1;बहु(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;2;बहु(धा1;क्त;जुहोत्यादिः)}/हित{पुं;1;बहु(हि1;क्त;स्वादिः)}/हिता{स्त्री;1;बहु(हि1;क्त;स्वादिः)}/हिता{स्त्री;2;बहु(हि1;क्त;स्वादिः)}	हित{पुं;1;बहु(धा1;क्त;जुहोत्यादिः)}	विधेय_विशेषणम्,8.1	विशेषणम्,18.2#विशेषणम्,14.1#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,15.1#कर्ता_बे_वेर्ब्स्,10.1#विशेषणम्,20.1#विशेषणम्,13.1	N1	हित	हित
10.1	(भवन्ति)		भवन्ति	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	-	विशेषणम्,19.1#विशेषणम्,15.1#कर्म,9.1#विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,15.1	KP	होते_हैं	होते_हैं
11.1	तव		तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	सम्बन्धः,10.1	विशेषणम्,5.1#कर्ता,18.1#कर्म,18.1#षष्ठीसम्बन्धः,20.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.2#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	तुम्हारा	तुम्हारा
12.1	यदा		यदा	यदा{अव्य}	यदा{अव्य}	कालाधिकरणम्,15.1	नित्य_सम्बन्धः,16.1#कालाधिकरणम्,15.1#कालाधिकरणम्,14.1#कालाधिकरणम्,10.1#कालाधिकरणम्,9.1	NA	जब	जब
13.1	देवाः		देवाः	देव{पुं;1;बहु}/देव{पुं;8;बहु}	देव{पुं;1;बहु}	कर्ता,15.1	विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,15.1#कर्ता_बे_वेर्ब्स्,10.1	N1	देव	देव
14.1	समन्विताः		समन्विताः	समन्वित{पुं;1;बहु(सम्_अनु_इ1;क्त;अदादिः)}/समन्विता{स्त्री;1;बहु(सम्_अनु_इ1;क्त;अदादिः)}/समन्विता{स्त्री;2;बहु(सम्_अनु_इ1;क्त;अदादिः)}	समन्वित{पुं;1;बहु(सम्_अनु_इ1;क्त;अदादिः)}	विधेय_विशेषणम्,13.1	विशेषणम्,18.2#विशेषणम्,9.1#कर्म,18.1#कर्म,9.1#विधेय_विशेषणम्,13.1#विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,15.1#कर्ता_बे_वेर्ब्स्,10.1#विशेषणम्,20.1	N1	समन्वित	समन्वित
15.1	(भवन्ति)		भवन्ति	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	-	विशेषणम्,19.1#विशेषणम्,10.1#कर्म,18.1#कर्म,9.1#विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,10.1	KP	होते_हैं	होते_हैं
16.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कलाधिकरणम्,19.1	कालाधिकरणम्,19.1#कालाधिकरणम्,15.1#कालाधिकरणम्,10.1	NA	तब	तब
17.1	पशूनाम्		पशूनाम्	पशु{पुं;6;बहु}	पशु{पुं;6;बहु}	षष्ठीसम्बन्धः,18.2	कर्ता,18.1#कर्म,18.1#षष्ठीसम्बन्धः,20.1#षष्ठीसम्बन्धः,19.1#षष्ठीसम्बन्धः,18.2#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	पशुओं_का	पशुओं_का
18.1	गमन-		गमन-ईश्वराः	गमन(गम्1;ल्युट्;भ्वादिः)	गमन(गम्1;ल्युट्;भ्वादिः)	समासः,18.1	समासः,18.2	CP		
18.2	ईश्वराः		--	ईश्वर{पुं;1;बहु}/ईश्वरा{स्त्री;1;बहु}/ईश्वरा{स्त्री;2;बहु}/ईश्वर{पुं;8;बहु}/ईश्वरा{स्त्री;8;बहु}	ईश्वर{पुं;1;बहु}	विधेय_विशेषणम्,20.1	विशेषणम्,20.1#विशेषणम्,13.1#विशेषणम्,8.1#विशेषणम्,14.1#विशेषणम्,9.1#विधेय_विशेषणम्,15.1#विधेय_विशेषणम्,14.1#विधेय_विशेषणम्,13.1#विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,9.1#विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,19.1	N1	ईश्वर	ईश्वर
19.1	(भवन्ति)		भवन्ति	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भवन्ती{स्त्री;8;एक}/भवत्{नपुं;1;बहु}/भवत्{नपुं;2;बहु}	भू1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	-	विशेषणम्,15.1#विशेषणम्,10.1#कर्म,18.1#विधेय_विशेषणम्,5.1	KP	होते_हैं	होते_हैं
20.1	(देवाः)		देवाः	देव{पुं;1;बहु}/देव{पुं;8;बहु}	देव{पुं;1;बहु}	कर्ता,19.1	विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,19.1	N1	देव	देव
21.1	.		.	-	-	-	-	FS	-	-
