index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	योधेषु		योधेषु	योध{पुं;7;बहु}	योध{पुं;7;बहु}	कर्ता,7.1	कर्ता,7.1#विषयाधिकरणम्,14.1#सुप्_समुच्चितः,10.3#अधिकरणम्,15.1#अधिकरणम्,13.2#अधिकरणम्,8.1#अधिकरणम्,7.1#अधिकरणम्,6.1#भ्कर्ता,13.2#भ्कर्ता,7.1	N7	योद्धाओं_में	योद्धाओं_में
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	और	और
3.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी	भी
4.1	आश्रम-		आश्रम-मण्डलम्	आश्रम	आश्रम	समासः,4.2	समासः,4.2	CP	आश्रम-	आश्रम-
4.2	मण्डलम्		--	मण्डल{पुं;2;एक}/मण्डल{नपुं;1;एक}/मण्डल{नपुं;2;एक}	मण्डल{पुं;2;एक}	कर्म,6.1	विशेषणम्,14.1#विशेषणम्,9.1#सुप्_समुच्चितः,10.3#कर्म,6.1#विशेषणम्,5.1	N2	मण्डल	मण्डल
5.1	तम्		तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,4.2	विशेषणम्,14.1#विशेषणम्,4.2#सुप्_समुच्चितः,10.3#कर्म,6.1	N2	वह	वह
6.1	मुक्त्वा		मुक्त्वा	मुच्2{अव्य;क्त्वा;तुदादिः}	मुच्2{अव्य;क्त्वा;तुदादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1#पूर्वकालः,15.1#पूर्वकालः,13.2	NA	छोड_कर	छोड_कर
7.1	निविष्टेषु		निविष्टेषु	निविष्ट{पुं;7;बहु(नि_विश्1;क्त;तुदादिः)}/निविष्ट{नपुं;7;बहु(नि_विश्1;क्त;तुदादिः)}	निविष्ट{पुं;7;बहु(नि_विश्1;क्त;तुदादिः)}	समुच्चितः,12.1	समुच्चितः,12.1#विषयाधिकरणम्,14.1#सुप्_समुच्चितः,10.3#विशेषणम्,1.1#भावलक्षणसप्तमी_पूर्वकालः,15.1#भावलक्षणसप्तमी_पूर्वकालः,13.2	N7	वास_किया_हुआ	वास_किया_हुआ
8.1	विमुच्य		विमुच्य	वि_मुच्2{अव्य;ल्यप्;तुदादिः}	वि_मुच्2{अव्य;ल्यप्;तुदादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1#पूर्वकालः,15.1#पूर्वकालः,13.2	NA	वि_मुच्2_कर	वि_मुच्2_कर
9.1	पत्रम्		पत्रम्	पत्र{नपुं;1;एक}/पत्र{नपुं;2;एक}	पत्र{नपुं;2;एक}	कर्म,8.1	कर्म,8.1#सुप्_समुच्चितः,10.3#कर्म,15.1#कर्म,13.2#कर्म,6.1#कर्ता,15.1	N2	पत्र_ने	पत्र_ने
10.1	स्त्री-		स्त्री-वृद्ध-बाले	स्त्री	स्त्री	समासः,10.2	समासः,10.2	CP	स्त्री-	स्त्री-
10.2	वृद्ध-		--	वृद्ध	वृद्ध	समासः,10.3	समासः,10.3	CP	वृद्ध-	वृद्ध-
10.3	बाले		--	बाल{नपुं;1;द्वि}/बाल{नपुं;2;द्वि}/बाला{स्त्री;1;द्वि}/बाला{स्त्री;2;द्वि}/बाल{नपुं;8;द्वि}/बाला{स्त्री;8;एक}/बाला{स्त्री;8;द्वि}/बाल{पुं;7;एक}/बाल{नपुं;7;एक}	बाल{पुं;7;एक}	कर्ता,12.1	कर्ता,12.1#विषयाधिकरणम्,14.1#अधिकरणम्,15.1#अधिकरणम्,13.2#अधिकरणम्,8.1#अधिकरणम्,7.1#अधिकरणम्,6.1#भ्कर्ता,13.2#कर्म,15.1#कर्म,13.2#कर्म,6.1	N7	बालक_में	बालक_में
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1#सुप्_समुच्चय_द्योतकः,10.3#सम्बन्धः,10.3	NA	और	और
12.1	सुसन्निविष्टे		सुसन्निविष्टे	-	-	भावलक्षणसप्तमी_समानकालः,15.1	भावलक्षणसप्तमी_समानकालः,15.1	N7		
13.1	यथा-		यथा-अर्हतः	यथा	यथा	समासः,13.2	समासः,13.2	CP	यथा-	यथा-
13.2	अर्हतः		--	अर्ह{अव्य;तसिल्}/अर्ह्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/अर्हत्{पुं;8;बहु}/अर्हत्{पुं;2;बहु(अर्ह्1;शतृ_लट्;भ्वादिः)}/अर्हत्{पुं;5;एक(अर्ह्1;शतृ_लट्;भ्वादिः)}/अर्हत्{पुं;6;एक(अर्ह्1;शतृ_लट्;भ्वादिः)}/अर्हत्{नपुं;5;एक(अर्ह्1;शतृ_लट्;भ्वादिः)}/अर्हत्{नपुं;6;एक(अर्ह्1;शतृ_लट्;भ्वादिः)}/अर्हतः{अव्य}	अर्हतः{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1#प्रयोजनम्1,14.1#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,4.2#भावलक्षणसप्तमी_समानकालः,15.1#तुलना_बिन्दुः,14.1#हेतुः5,15.1#हेतुः5,8.1#हेतुः5,7.1#हेतुः5,6.1#अपादानम्,6.1#कर्म,15.1#कर्म,6.1	NA	योग्य_का	योग्य_का
14.1	कुशलम्		कुशलम्	कुशल{पुं;2;एक}/कुशल{नपुं;1;एक}/कुशल{नपुं;2;एक}	कुशल{पुं;2;एक}	कर्म,15.1	विशेषणम्,9.1#विशेषणम्,4.2#क्रियाविशेषणम्,15.1#क्रियाविशेषणम्,13.2#क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,7.1#क्रियाविशेषणम्,6.1#कर्म,13.2#कर्म,6.1#कर्ता,15.1#विशेषणम्,5.1#कर्म,15.1	N2	कुशल_के	कुशल_के
15.1	पर्यपृच्छत्		पर्यपृच्छत्	परि_प्रछ्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	परि_प्रछ्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता	-	KP	पूछा	पूछा
16.1	.		.	-	-	-	-	FS	-	-
