index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कुरु-		कुरु-कुल-श्रेष्ठ	कुरु	कुरु	समासः,1.2	समासः,1.2	CP	कुरु-	कुरु-
1.2	कुल-		--	कुल	कुल	समासः,1.3	समासः,1.3	CP	कुल-	कुल-
1.3	श्रेष्ठ		--	श्रेष्ठ{पुं;8;एक}/श्रेष्ठ{नपुं;8;एक}	श्रेष्ठ{पुं;8;एक}	सम्बोध्यः,15.1	विशेषणम्,15.1#सम्बोध्यः,15.1	N8	श्रेष्ठ	श्रेष्ठ
2.1	यत्र		यत्र	यत्र{अव्य}	यत्र{अव्य}	विशेषणम्,2.1	देशाधिकरणम्,15.1#देशाधिकरणम्,9.1#विशेषणम्,2.1	NA	जहां	जहां
3.1	यज्ञे		यज्ञे	यज्ञ{पुं;7;एक}	यज्ञ{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,15.1#अधिकरणम्,9.1	N7	यज्ञ_में	यज्ञ_में
4.1	तपसः		तपसः	तपस्{पुं;1;बहु}/तपस्{पुं;2;बहु}/तपस्{पुं;5;एक}/तपस्{पुं;6;एक}/तपस्{नपुं;5;एक}/तपस्{नपुं;6;एक}/तपस{पुं;1;एक}	तपस्{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	कर्ता_बे_वेर्ब्स्,9.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#तुलना_बिन्दुः,1.3#हेतुः5,15.1#हेतुः5,9.1	N6	तपस्	तपस्
5.1	निधिः		निधिः	निधि{पुं;1;एक}	निधि{पुं;1;एक}	विशेषणम्,8.1	कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,8.1	N1	निधि	निधि
6.1	पुराणः		पुराणः	पुराण{पुं;1;एक}	पुराण{पुं;1;एक}	विशेषणम्,8.1	कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,8.1	N1	प्राचीन	प्राचीन
7.1	ऋषिः		ऋषिः	ऋषि{पुं;1;एक}	ऋषि{पुं;1;एक}	विशेषणम्,8.1	विधेय_विशेषणम्,6.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,8.1	N1	ऋषि	ऋषि
8.1	द्वैपायनः		द्वैपायनः	द्वैपायन{पुं;1;एक}	द्वैपायन{पुं;1;एक}	कर्ता,9.1	कर्ता_बे_वेर्ब्स्,9.1#कर्ता,9.1	N1	द्वैपायन	द्वैपायन
9.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	-	-	KP	है	है
10.1	तस्य		तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	विशेषणम्,11.1;सम्बन्धः,9.1	विशेषणम्,11.1#षष्ठीसम्बन्धः,15.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,11.1#सम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	उसका	उसका
11.1	(यज्ञस्य)		यज्ञस्य	यज्ञ{पुं;6;एक}	यज्ञ{पुं;6;एक}	सम्बन्धः,15.1	सम्बन्धः,15.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	यज्ञ_का	यज्ञ_का
12.1	उभौ		उभौ	उभ{सर्वनाम;पुं;1;द्वि}/उभ{सर्वनाम;पुं;2;द्वि}/उभ{पुं;8;द्वि}	उभ{सर्वनाम;पुं;1;द्वि}	विशेषणम्,13.1	कर्ता_बे_वेर्ब्स्,15.1#विशेषणम्,13.1	N1	दोनों	दोनों
13.1	लौकौ		लौकौ	-	-	कर्ता,15.1	कर्ता,15.1	N1		
14.1	जितौ		जितौ	जित{पुं;1;द्वि}	जित{पुं;1;द्वि}	विधेयविशेषणम्,13.1	अधिकरणम्,15.1#विधेयविशेषणम्,13.1	N1	जिति_में	जिति_में
15.1	(स्तः)		स्तः	अस्2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/स्तृ{पुं;8;एक}	अस्2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}	-	-	KP	हैं	हैं
16.1	.		.	-	-	-	-	FS	-	-
