index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सव्यसाचिना		सव्यसाचिना	सव्यसाचिन्{पुं;3;एक}	सव्यसाचिन्{पुं;3;एक}	प्रयोजककर्ता,5.1	करणम्,7.1#हेतुः,10.1#हेतुः,7.1#हेतुः,6.1,#प्रयोजककर्ता,5.1	N3	अर्जुन_का_विशेषण_से	अर्जुन_का_विशेषण_से
2.1	खाण्डवे		खाण्डवे	खाण्डव{पुं;7;एक}	खाण्डव{पुं;7;एक}	देधिकरणम्,5.1	अधिकरणम्,10.1#अधिकरणम्,7.1#अधिकरणम्,6.1#देधिकरणम्,10.1	N7	खाण्डव_में	खाण्डव_में
3.1	वह्निः		वह्निः	वह्नि{पुं;1;एक}	वह्नि{पुं;1;एक}	प्रयोज्यकर्ता,5.1	कर्ता_बे_वेर्ब्स्,10.1	N1	वह्नि	वह्नि
4.1	वृथा		वृथा	वृथा{अव्य}	वृथा{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,7.1	NA	वृथा	वृथा
5.1	सन्तोषितः		सन्तोषितः	-	-	-	-	N1		
6.1	उपकारम्		उपकारम्	उपकार{पुं;2;एक(उप_कृ3;घञ्;तनादिः)}/उपकार{पुं;2;एक(उप_कृ2;घञ्;स्वादिः)}	उपकार{पुं;2;एक(उप_कृ3;घञ्;तनादिः)}	कर्म,7.1	कर्म,7.1	N2	उपकार	उपकार
7.1	अजानन्		अजानन्	ज्ञा1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;क्र्यादिः}	ज्ञा1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;क्र्यादिः}	विशेषणम्,9.1	-	N1	जाने	जाने
8.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1#कर्ता_बे_वेर्ब्स्,10.1	N1	वह	वह
9.1	कृतघ्नः		कृतघ्नः	कृतघ्न{पुं;1;एक}	कृतघ्न{पुं;1;एक}	विधेयविशेषणम्,10.1	विधेय_विशेषणम्,8.1#कर्ता_बे_वेर्ब्स्,10.1	N1	कृतघ्न	कृतघ्न
10.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	वाक्यकर्म,13.1	वाक्यकर्म,13.1	KP	है	है
11.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,10.1	वाक्यकर्म_द्योतकः,10.1	NA	ऐसा	ऐसा
12.1	मे		मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6	मेरी	मेरी
13.1	मतिः		मतिः	मति{स्त्री;1;एक}	मति{स्त्री;1;एक}		-	N1	मति	मति
14.1	.		.	-	-	-	-	FS	-	-
