index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	मया		मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	कर्ता,7.1	कर्ता,7.1#हेतुः,10.1#हेतुः,7.1#हेतुः,5.1#हेतुः,2.1	N3	मुझसे	मुझसे
2.1	मूढया		मूढया	मूढा{स्त्री;3;एक(मुह्1;क्त;दिवादिः)}	मूढा{स्त्री;3;एक(मुह्1;क्त;दिवादिः)}	विशेषणम्,1.1	कर्ता,7.1#करणम्,10.1#करणम्,5.1#हेतुः,10.1#हेतुः,7.1#हेतुः,5.1#विशेषणम्,1.1	N3	मूर्ख_से	मूर्ख_से
3.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्म,7.1	कर्म,7.1#विशेषणम्,5.1#विशेषणम्,4.1#सुप्_समुच्चितः,5.1#कर्ता,10.1	N1	वह	वह
4.1	पुत्रः		पुत्रः	पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	कर्मसमानाधिकरणम्,3.1	सुप्_समुच्चितः,5.1#कर्ता,10.1#कर्मसमानाधिकरणम्,3.1	N1	पुत्र	पुत्र
5.1	ज्ञायमानः		ज्ञायमानः	ज्ञायमान{पुं;1;एक(ज्ञा1;शानच्_लट्;कर्मणि;क्र्यादिः)}	ज्ञायमान{पुं;1;एक(ज्ञा1;शानच्_लट्;कर्मणि;क्र्यादिः)}	विशेषणम्,3.1	विशेषणम्,3.1#वर्तमानसमानकालः,10.1#कर्ता,10.1	N1		
6.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.1	सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1	NA	भी	भी
7.1	उपेक्षितः		उपेक्षितः	उपेक्षित{पुं;1;एक(उप_ईक्ष्1;क्त;भ्वादिः)}	उपेक्षित{पुं;1;एक(उप_ईक्ष्1;क्त;भ्वादिः)}	-	कर्ता,10.1	N1	अवहेलना_किया_है_जिसने_वह्	अवहेलना_किया_है_जिसने_वह्
8.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,10.1	विशेषणम्,14.2#विशेषणम्,9.1#कर्म,10.1#सुप्_समुच्चितः,5.1#कर्ता,10.1	N1	उसको	उसको
9.1	मां		मां	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,10.1	उपमानम्,8.1#कर्म,10.1	N2	मुझे	मुझे
10.1	दहति		दहति	दह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	दह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	जलाता_है	जलाता_है
11.1	यथा		यथा	यथा{अव्य}	यथा{अव्य}	सम्बन्धः,12.1;उत्प्रेक्षा_द्योतकः,10.1	उत्प्रेक्षा_द्योतकः,10.1#सम्बन्धः,12.1	NA	जैसे	जैसे
12.1	सुविदितं		सुविदितं	सु_ विदित{नपुं;1;एक(विद्1;क्त;अदादिः)} 	सु_ विदित{नपुं;1;एक(विद्1;क्त;अदादिः)} 	-	-	N1		
13.1	तव		तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	सम्बन्धः,12.1	षष्ठीसम्बन्धः,14.2#सम्बन्धः,12.1	N6	तुम्हारा	तुम्हारा
14.1	विप्र-		विप्र-ऋषे	विप्र	विप्र	समासः,14.2	समासः,14.2	CP	विप्र-	विप्र-
14.2	ऋषे		--	ऋषि{पुं;8;एक}/ऋषि{नपुं;8;एक}/ऋषि{नपुं;1;एक}/ऋषि{नपुं;2;एक}	ऋषि{पुं;8;एक}	सम्बोध्यः,10.1	सुप्_समुच्चितः,5.1#सम्बोध्यः,10.1	N8	ऋषि	ऋषि
15.1	.		.	-	-	-	-	FS	-	-
