index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यमौ		यमौ	यम{पुं;1;द्वि}/यम{पुं;2;द्वि}/यम{पुं;8;द्वि}	यम{पुं;2;द्वि}	विशेशणम्,2.2	सुप्_समुच्चितः,3.1	N2	यमराजों_को	यमराजों_को
2.1	पुरुष-		पुरुष-ऋषभौ	पुरुष	पुरुष	समासः,2.2	समासः,2.2	CP	पुरुष-	पुरुष-
2.2	ऋषभौ		--	ऋषभ{पुं;1;द्वि}/ऋषभ{पुं;2;द्वि}/ऋषभ{पुं;8;द्वि}	ऋषभ{पुं;2;द्वि}	समुच्चितः,3.1	सुप्_समुच्चितः,3.1	N2	साँडों_को	साँडों_को
3.1	अर्जुनम्		अर्जुनम्	अर्जुन{पुं;2;एक}	अर्जुन{पुं;2;एक}	कर्म,5.1	-	N2	अर्जुन_को	अर्जुन_को
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1	NA	च2	च2
5.1	समाश्लिष्य		समाश्लिष्य	सम्_आङ्_श्लिष्2{कर्तरि;लोट्;म;एक;परस्मैपदी;दिवादिः}/सम्_आङ्_श्लिष्2{अव्य{ल्यप्;दिवादिः}	सम्_आङ्_श्लिष्2{अव्य;ल्यप्;दिवादिः}	पूर्वकालः,12.1	सुप्_समुच्चितः,9.1#पूर्वकालः,12.1	NA	आलिंगन_करके	आलिंगन_करके
6.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सुप्_समुच्चय_द्योतकः,5.1#सम्बन्धः,5.1	NA	च2	च2
7.1	सः		स	-	तद्{सर्वनाम,पुं,एक}	विशेषणम्,8.1	-	N1		
8.1	कौरव्यः		कौरव्यः	कौरव्य{पुं;1;एक}	कौरव्य{पुं;1;एक}	कर्ता,12.1;कर्ता,9.1;कर्ता,11.1;कर्ता,5.1	कर्ता,12.1	N1	कौरव्य_ने	कौरव्य_ने
9.1	अभिनन्द्य		अभिनन्द्य	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,12.1	सुप्_समुच्चितः,5.1#पूर्वकालः,12.1	NA	अभिनन्दन_करके	अभिनन्दन_करके
10.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	सुप्_समुच्चय_द्योतकः,9.1#सम्बन्धः,9.1	NA	च2	च2
11.1	परिष्वज्य		परिष्वज्य	परि_स्वञ्ज्{अव्य;ल्यप्;भ्वादिः} 	परि_स्वञ्ज्{अव्य;ल्यप्;भ्वादिः} 	पीर्वकालः,12.1	-	NA		
12.1	अनुजज्ञे		अनुजज्ञे	अनु_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{कर्तरि{लिट्;उ;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{भावे{लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{भावे{लिट्;उ;एक;आत्मनेपदी;दिवादिः}	अनु_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,8.1	-	KP	बाद_में_पैदा_हुआ	बाद_में_पैदा_हुआ
13.1	.		.	-	-	-	-	FS	-	-
