index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कच्चित्		कच्चित्	कच्चित्{अव्य}	कच्चित्{अव्य}	सम्बन्धः,14.1	सम्बन्धः,13.1#सम्बन्धः,9.1#प्रयोजनम्1,13.1#प्रयोजनम्1,9.1#सम्बन्धः,14.1	NA	प्रश्नवाचकता	प्रश्नवाचकता
2.1	कुन्ती		कुन्ती	कुन्ति{पुं;1;द्वि}/कुन्ति{पुं;2;द्वि}/कुन्ती{स्त्री;1;एक}/कुन्ति{पुं;8;द्वि}	कुन्ती{स्त्री;1;एक}	कर्ता,14.1	कर्म,9.1#कर्ता,14.1	N1		
3.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	च1	च1
4.1	राजन्		राजन्	राजन्{पुं;8;एक}/राजत्{पुं;1;एक(राज्1;शतृ_लट्;भ्वादिः)}	राजन्{पुं;8;एक}	सम्बोध्यः,14.1	वर्तमानसमानकालः,13.1#सम्बोध्यः,13.1#सम्बोध्यः,14.1	N8	चमकता_हुआ	चमकता_हुआ
5.1	त्वाम्		त्वाम्	युष्मद्{सर्वनाम;2;एक}	युष्मद्{सर्वनाम;2;एक}	कर्म,6.1	कर्म,9.1#कर्म,6.1	N2	तुम्हें	तुम्हें
6.1	शुश्रूषुः		शुश्रूषुः	शुश्रूषु{पुं;1;एक}	शुश्रूषु{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1	सुनने_का_इच्छुक	सुनने_का_इच्छुक
7.1	अन्-		अन्-अहङ्कृता	अन्	अन्	समासः,7.2	समासः,7.2	CP	अन्-	अन्-
7.2	अहङ्कृता		--	अहङ्कृता{स्त्री;1;एक}	अहङ्कृता{स्त्री;1;एक}	विधेय_विशेषणम्,2.1	विधेय_विशेषणम्,2.1#विशेषणम्,13.1#विशेषणम्,8.1#विशेषणम्,2.1#गतिकर्ता,13.1	N1	अहङ्कृता	अहङ्कृता
8.1	या		या	यद्{सर्वनाम;स्त्री;1;एक}	यद्{सर्वनाम;स्त्री;1;एक}	कर्ता,15.1;नित्य_सम्बन्धः,16.1	कर्ता,15.1;नित्य_सम्बन्धः,16.1;विशेषणम्,13.1;विशेषणम्,7.2;विशेषणम्,2.1;गतिकर्ता,13.1	N1	जिस	जिस
9.1	परित्यज्य		परित्यज्य	परि_त्यज्1{अव्य;ल्यप्;भ्वादिः}	परि_त्यज्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,15.1	पूर्वकालः,13.1;पूर्वकालः,15.1	NA	छोड_कर	छोड_कर
10.1	राज्यम्		राज्यम्	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,9.1	विशेषणम्,5.1#कर्म,9.1#गतिकर्म,13.1	N2	राज्य_में	राज्य_में
11.1	स्वम्		स्वम्	स्व{पुं;2;एक}/स्व{नपुं;1;एक}/स्व{नपुं;2;एक}/स्व{सर्वनाम;पुं;2;एक}/स्व{सर्वनाम;नपुं;1;एक}/स्व{सर्वनाम;नपुं;2;एक}	स्व{नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,5.1#कर्म,9.1#गतिकर्म,13.1	N2	स्वयं	स्वयं
12.1	गुरु-		गुरु-शुश्रुषणे	गुरु	गुरु	समासः,12.2	समासः,12.2	CP	गुरु-	गुरु-
12.2	शुश्रुषणे		--	शुश्रुषण{नपुं;7;एक}	शुश्रुषण{नपुं;7;एक}	विषयाधिकरणम्,15.1	विषयाधिकरणम्,15.1	N7	-	-
13.1	रता		रता	रता{स्त्री;1;एक(रम्1;क्त;भ्वादिः)}	रता{स्त्री;1;एक(रम्1;क्त;भ्वादिः)}	विधेय_विशेषणम्,8.1	विधेय_विशेषणम्,8.1	N1	रमण_किया_हुआ	रमण_किया_हुआ
14.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,2.1	समुच्चितः,2.1	KP	है	है
15.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,8.1	समुच्चितः,2.1	KP	है	है
16.1	(सा)		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,2.1	विशेषणम्,3.1;विशेषणम्,2.1	N1	वह	वह
17.1	.		.	-	-	-	-	FS	-	-
