index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	दिष्टे		दिष्टे	दिष्टि{स्त्री;8;एक}/दिष्ट{पुं;7;एक(दिश्1;क्त;तुदादिः)}/दिष्ट{नपुं;7;एक(दिश्1;क्त;तुदादिः)}	दिष्ट{पुं;7;एक(दिश्1;क्त;तुदादिः)}	विषयाधिकरणम्,3.1	विषयाधिकरणम्,3.1	N7		
2.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	NA	नहीं	नहीं
3.1	व्यथते		व्यथते	व्यथ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	व्यथ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	-	-	KP	डरता_है	डरता_है
4.1	बुधः		बुधः	बुध{पुं;1;एक}	बुध{पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	विद्वान्	विद्वान्
5.1	शोके		शोके	शोक{पुं;7;एक}	शोक{पुं;7;एक}	विषयाधिकरणम्,9.1	विषयाधिकरणम्,9.1	N7	शोक_में	शोक_में
6.1	मनः		मनः	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	मन	मन
7.1	मा		मा	मा{अव्य}	मा{अव्य}	प्रतिषेधः,9.1	प्रतिषेधः,9.1	NA	नही	नही
8.1	स्म		स्म	स्म{अव्य}	स्म{अव्य}	सम्बद्धः,7.1	सम्बद्धः,7.1	NA	स्म	स्म
9.1	कार्षीः		कार्षीः	-	-	-	-	KP	कार्षियों_को	कार्षियों_को
10.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;6;बहु}	सम्बन्धः,14.1	सम्बन्धः,14.1	N6	वे	वे
11.1	नारदात्		नारदात्	नारद{पुं;5;एक}	नारद{पुं;5;एक}	अपादानम्,14.1	अपादानम्,14.1	N5	नारद_से	नारद_से
12.1	देव-		देव-दर्शनात्	देव	देव	समासः,12.2	समासः,12.2	CP	देव-	देव-
12.2	दर्शनात्		--	दर्शन{पुं;5;एक}/दर्शन{नपुं;5;एक}	दर्शन{पुं;5;एक}	हेतुः,14.1	हेतुः,14.1	N5	दर्शन_से	दर्शन_से
13.1	देव-		देव-रहस्यम्	देव	देव	समासः,13.2	समासः,13.2	CP	देव-	देव-
13.2	रहस्यम्		--	रहस्य{पुं;2;एक}/रहस्य{नपुं;1;एक}/रहस्य{नपुं;2;एक}	रहस्य{पुं;2;एक}	कर्म,14.1	कर्म,14.1	N1	रहस्य_को	रहस्य_को
14.1	श्रुतम्		श्रुतम्	श्रुत{पुं;2;एक(श्रु1;क्त;भ्वादिः)}/श्रुत{नपुं;1;एक(श्रु1;क्त;भ्वादिः)}/श्रुत{नपुं;2;एक(श्रु1;क्त;भ्वादिः)}	श्रुत{पुं;1;एक(श्रु1;क्त;भ्वादिः)}	-	-	N1	सुना_हुआ	सुना_हुआ
15.1	.		.	-	-	-	-	FS	-	-
