index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	किम्		किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1#विशेषणम्,10.1#विशेषणम्,6.2#विशेषणम्,4.1#कर्म,11.1#कर्म,9.1#सम्बन्धः,11.1#सम्बन्धः,9.1#प्रयोजनम्1,11.1#प्रयोजनम्1,9.1	NA	किम्_1	किम्_1
2.1	वयम्		वयम्	अस्मद्{सर्वनाम;1;बहु}	अस्मद्{सर्वनाम;1;बहु}	प्रयोज्यकर्ता,3.1	प्रयोज्यकर्ता,3.1	N1	हम	हम
3.1	कारिताः		कारिताः	कारि{तल्;स्त्री;1;बहु}/कारि{तल्;स्त्री;2;बहु}/कारित{पुं;1;बहु(कृ;क्त;तनादिः)}	कारित{पुं;1;बहु(कृ;क्त;तनादिः)}	अभिहित_कर्ता	कर्म,11.1#कर्म,9.1	N1	कार्यें	कार्यें
4.1	पूर्वम्		पूर्वम्	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}पूर्वम्{अव्य}	पूर्वम्{अव्य}	कालाधिकरणम्,3.1	कालाधिकरणम्,3.1#विशेषणम्,10.1#विशेषणम्,6.2#कर्म,11.1#कर्म,9.1#कालाधिकरणम्,11.1#कालाधिकरणम्,9.1#अधिकरणम्_उप,11.1#अधिकरणम्_उप,9.1	NA	पूर्व_को	पूर्व_को
5.1	भवत्या		भवत्या	भवती{स्त्री;3;एक}/भवती{सर्वनाम;स्त्री;3;एक}	भवती{स्त्री;3;एक}	प्रयोजककर्ता,3.1	प्रयोजककर्ता,3.1#करणम्,11.1#हेतुः,11.1#हेतुः,9.1	N3	आपसे	आपसे
6.1	पृथिवी-		पृथिवी-क्षयम्	पृथिवी	पृथिवी	समासः,6.2	समासः,6.2	CP	पृथिवी-	पृथिवी-
6.2	क्षयम्		--	क्षय{पुं;2;एक}/क्षय{नपुं;1;एक}/क्षय{नपुं;2;एक}	क्षय{पुं;2;एक}	कर्म,3.1	कर्म,3.1#विशेषणम्,10.1#विशेषणम्,4.1#कर्म,11.1#कर्म,9.1	N2	क्षय	क्षय
7.1	कस्य		कस्य	किम्{सर्वनाम;पुं;6;एक}/किम्{सर्वनाम;नपुं;6;एक}	किम्{सर्वनाम;पुं;6;एक}	विशेषणम्,8.1	कर्म,11.1#हेतुः,8.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#विशेषणम्,8.1	N6	किसके	किसके
8.1	हेतोः		हेतोः	हेतु{पुं;5;एक}/हेतु{पुं;6;एक}	हेतु{पुं;6;एक}	प्रयोजनम्,9.1	प्रयोजनम्,9.1#कर्म,11.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#हेतुः5,11.1#हेतुः5,9.1#अपादानम्,11.1	N6	हेतु_से	हेतु_से
9.1	परित्यज्य		परित्यज्य	परि_त्यज्1{अव्य;ल्यप्;भ्वादिः}	परि_त्यज्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA	छोड_कर	छोड_कर
10.1	वनम्		वनम्	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	कर्म,11.1	कर्म,11.1#कर्म,9.1	N2	वन	वन
11.1	गन्तुम्		गन्तुम्	गम्1{अव्य;तुमुन्;भ्वादिः}	गम्1{अव्य;तुमुन्;भ्वादिः}	इष्कर्म,12.1	प्रयोजनम्1,9.1;इष्कर्म,12.1	NA	जाने~के_लिये	जाने~के_लिये
12.1	अभीप्ससि		अभीप्ससि	-	-	अभिहित_कर्ता	-	KP		
13.1	.		.	-	-	-	-	FS	-	-
