index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इतरः		इतरः	इतर{पुं;1;एक}/इतर{सर्वनाम;पुं;1;एक}	इतर{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,4.1#विशेषणम्,3.1#सुप्_समुच्चितः,4.1	N1	इतर	इतर
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	सर्वः		सर्वः	सर्व{सर्वनाम;पुं;1;एक}	सर्व{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1#सुप्_समुच्चितः,4.1	N1	सब	सब
4.1	जनः		जनः	जन{पुं;1;एक}	जन{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	जन	जन
5.1	चैव		चैव	चैव{अव्य}	चैव{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	चैव	चैव
6.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,7.2	प्रयोजनम्1,10.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,7.2#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.1#विशेषणम्,7.2#कर्ता,10.1	N1	वे	वे
7.1	परम-		परम-ऋषयः	परम	परम	समासः,7.2	समासः,7.2	CP	परम-	परम-
7.2	ऋषयः		--	ऋषि{पुं;1;बहु}/ऋषि{पुं;8;बहु}	ऋषि{पुं;1;बहु}	समुच्चितः,4.1	कर्ता,10.1,समुच्चितः,4.1	N1	ऋषियों_ने	ऋषियों_ने
8.1	धृतराष्ट्र-		धृतराष्ट्र-अभ्यनुज्ञया	धृतराष्ट्र	धृतराष्ट्र	समासः,8.2	समासः,8.2	CP	धृतराष्ट्र-	धृतराष्ट्र-
8.2	अभ्यनुज्ञया		--	अभ्यनुज्ञा{स्त्री;3;एक}	अभ्यनुज्ञा{स्त्री;3;एक}	हेतुः,10.1	हेतुः,10.1	N3	अभ्यनुज्ञे_से	अभ्यनुज्ञे_से
9.1	यथा-		यथा-कामम्	यथा	यथा	समासः,9.2	समासः,9.2	CP	यथा-	यथा-
9.2	कामम्		--	कामम्{अव्य}/काम{पुं;2;एक}/काम{नपुं;1;एक}/काम{नपुं;2;एक}	कामम्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA	काम_को	काम_को
10.1	प्रतिजग्मुः		प्रतिजग्मुः	प्रति_गम्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;भ्वादिः}	प्रति_गम्1{कर्तरि;लिट्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,7.2	अभिहित_कर्ता,7.2	KP	वापिस_गये	वापिस_गये
11.1	.		.	-	-	-	-	FS	-	-
