index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	पाण्डवानां		पाण्डवानां	पाण्डव{पुं;6;बहु}	पाण्डव{पुं;6;बहु}	समुच्चितः,2.1	सुप्_समुच्चितः,9.3#सुप्_समुच्चितः,2.1#षष्ठीसम्बन्धः,9.3#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.1	N6	पाण्डवों_का	पाण्डवों_का
2.1	कौरवाणां		कौरवाणां	कौरव{पुं;6;बहु}	कौरव{पुं;6;बहु}	षष्ठीसम्बन्धः,5.1	सुप्_समुच्चितः,9.3#षष्ठीसम्बन्धः,9.3#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,1.1	N6	कौरवों_के	कौरवों_के
3.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	सुप्_समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	और	और
4.1	ये		ये	यद्{सर्वनाम;पुं;1;बहु}/यद्{सर्वनाम;नपुं;1;द्वि}/यद्{सर्वनाम;नपुं;2;द्वि}/यद्{सर्वनाम;स्त्री;1;द्वि}/यद्{सर्वनाम;स्त्री;2;द्वि}	यद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,5.1	सुप्_समुच्चितः,9.3#सुप्_समुच्चितः,7.1#विशेषणम्,9.3#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,5.1	N1	जो	जो
5.1	योधाः		योधाः	योध{पुं;1;बहु}/योध{पुं;8;बहु}	योध{पुं;1;बहु}	समुच्चितः,9.3	सुप्_समुच्चितः,9.3#सुप्_समुच्चितः,7.1#कर्ता,12.1#कर्म,12.1	N1	योद्धा	योद्धा
6.1	महा-		महा-भागाः	महत्	महत्	समासः,6.2	समासः,6.2	CP	महा-	महा-
6.2	भागाः		--	भाग{पुं;1;बहु}/भाग{पुं;8;बहु}/भागा{स्त्री;8;बहु}/भागा{स्त्री;1;बहु}/भागा{स्त्री;2;बहु}	भाग{पुं;1;बहु}	विशेषणम्,5.1	सुप्_समुच्चितः,9.3#कर्म,12.1#सुप्_समुच्चितः,7.1#कर्ता,12.1#विशेषणम्,9.3#विशेषणम्,7.1#विशेषणम्,5.1#विशेषणम्,4.1	N1	भाग	भाग
7.1	राजानः		राजानः	राजन्{पुं;1;बहु}/राजन्{पुं;8;बहु}	राजन्{पुं;1;बहु}	समुच्चितः,9.3	सम्बोध्यः,12.1#सुप्_समुच्चितः,9.3#कर्ता,12.1#कर्म,12.1	N1	राजा	राजा
8.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.1	सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1	NA	और	और
9.1	नाना-		नाना-देश-निवासिनः	नाना	नाना	समासः,9.2	समासः,9.2	CP	नाना-	नाना-
9.2	देश-		--	देश	देश	समासः,9.3	समासः,9.3	CP	देश-	देश-
9.3	निवासिनः		--	निवासिन्{पुं;1;बहु}/निवासिन्{पुं;2;बहु}/निवासिन्{पुं;5;एक}/निवासिन्{पुं;6;एक}/निवासिन्{पुं;8;बहु}	निवासिन्{पुं;1;बहु}	कर्ता,12.1	विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,5.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1#हेतुः5,12.1#कर्म,12.1#विशेषणम्,4.1#कर्ता,12.1	N1	निवासी_ने	निवासी_ने
10.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.3	सुप्_समुच्चय_द्योतकः,9.3#सम्बन्धः,9.3	NA	और	और
11.1	सर्वशः		सर्वशः	सर्वशः{अव्य}	सर्वशः{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	NA	पूर्णतः	पूर्णतः
12.1	(जुहुविरे)		जुहुविरे	हु1{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;जुहोत्यादिः}/ह्वे1{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;भ्वादिः}/ह्वे1{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;भ्वादिः}	ह्वे1{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;भ्वादिः}	अभिहित_कर्ता,9.3	-	KP	स्पर्धा_किया	स्पर्धा_किया
13.1	.		.	-	-	-	-	FS	-	-
