index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	प्रीत-		प्रीत-मानसाः	प्रीत	प्रीत	समासः,1.2	समासः,1.2	CP	प्रीत-	प्रीत-
1.2	मानसाः		--	मानस{पुं;1;बहु}/मानस{पुं;8;बहु}/मानसा{स्त्री;8;बहु}/मानसा{स्त्री;1;बहु}/मानसा{स्त्री;2;बहु}	मानस{पुं;1;बहु}	विशेषणम्,3.1	कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,2.1#विशेषणम्,3.1#विशेषणम्,2.1	N1	मानसिक	मानसिक
2.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,3.1	प्रयोजनम्1,10.1#प्रयोजनम्1,8.1#कर्मसमानाधिकरणम्,10.1#षष्ठीसम्बन्धः,11.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#विशेषणम्,3.1#विशेषणम्,1.2	N1	वे	वे
3.1	नृपाः		नृपाः	नृप{पुं;1;बहु}/नृप{पुं;8;बहु}	नृप{पुं;1;बहु}	कर्ता,8.1;कर्ता,10.1	सम्बोध्यः,10.1#कर्ता,10.1#कर्मसमानाधिकरणम्,2.1#कर्मसमानाधिकरणम्,1.2#कर्म,10.1#कर्ता,8.1	N1	राजा	राजा
4.1	तां		तां	तद्{सर्वनाम;स्त्री;2;एक}	तद्{सर्वनाम;स्त्री;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,5.1#कर्म,10.1	N2	उसको	उसको
5.1	कृत्स्नां		कृत्स्नां	कृत्स्ना{स्त्री;2;एक}	कृत्स्ना{स्त्री;2;एक}	विशेषणम्,7.1	कर्मसमानाधिकरणम्,11.2#विशेषणम्,7.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,4.1#कर्म,10.1	N2	सारी_को	सारी_को
6.1	एकां		एकां	एका{संख्येयम्;स्त्री;2;एक}	एका{संख्येयम्;स्त्री;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1#विशेषणम्,5.1#विशेषणम्,4.1#कर्मसमानाधिकरणम्,11.2#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,5.1#कर्मसमानाधिकरणम्,4.1#कर्म,10.1	N2	एक_को	एक_को
7.1	रात्रिं		रात्रिं	रात्रि{स्त्री;2;एक}	रात्रि{स्त्री;2;एक}	कर्म,8.1	कर्मसमानाधिकरणम्,11.2#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,5.1#कर्मसमानाधिकरणम्,4.1#कर्म,8.1	N2	रात_को	रात_को
8.1	विहृत्य		विहृत्य	वि_हृ1{अव्य;ल्यप्;भ्वादिः}/वि_हृ2{अव्य{ल्यप्;जुहोत्यादिः}	वि_हृ1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	ले_जा_कर	ले_जा_कर
9.1	परि-		परि-तोषेण	परि	परि	समासः,9.2	समासः,9.2	CP	परि-	परि-
9.2	तोषेण		--	तोष{पुं;3;एक}/तोष{नपुं;3;एक}	तोष{पुं;3;एक}	क्रियाविशेषणम्,10.1	कर्ता,10.1#हेतुः,10.1#हेतुः,8.1#क्रियाविशेषणम्,10.1	N3	तोष_से	तोष_से
10.1	मेनिरे		मेनिरे	मन्1{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;दिवादिः}/मन्1{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;दिवादिः}/मन्2{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;तनादिः}/मन्2{कर्मणि;लिट्;प्र;बहु;आत्मनेपदी;तनादिः}	मन्1{कर्तरि;लिट्;प्र;बहु;आत्मनेपदी;दिवादिः}	-	-	KP	जाने	जाने
11.1	स्वर्ग-		स्वर्ग-सदः	स्वर्ग	स्वर्ग	समासः,11.2	समासः,11.2	CP	स्वर्ग-	स्वर्ग-
11.2	सदः		--	सद{पुं;1;एक}/सदस्{नपुं;1;एक}/सदस्{नपुं;2;एक}/सदस्{नपुं;8;एक}/सदस्{पुं;8;एक}	सद{पुं;1;एक}	उपमानम्,3.1	कर्मसमानाधिकरणम्,7.1#उपमानम्,3.1#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,5.1#कर्मसमानाधिकरणम्,4.1#कर्म,10.1	N1	वृक्ष_का_फल	वृक्ष_का_फल
12.1	यथा		यथा	यथा{अव्य}	यथा{अव्य}	उपमान_द्योतकः,11.2	क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1#उपमान_द्योतकः,11.2	NA	जैसे	जैसे
13.1	.		.	-	-	-	-	FS	-	-
