index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तम्		तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	कर्म,5.1	कर्म,5.1#विशेषणम्,6.2#विशेषणम्,4.3#विशेषणम्,3.2#कर्म,3.1	N2	उस	उस
2.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,8.1	कर्ता,5.1#अभेदः,8.1#विशेषणम्,8.1	N1	राजा	राजा
3.1	क्षीण-		क्षीण-भूयिष्ठम्	क्षीण(क्षि1;क्त;भ्वादिः)}/क्षीण(क्षी1{क्त;क्र्यादिः)	क्षीण(क्षी1;क्त;क्र्यादिः)	समासः,3.2	समासः,3.2	CP		
3.2	भूयिष्ठम्		--	भूयिष्ठ{पुं;2;एक}/भूयिष्ठ{नपुं;1;एक}/भूयिष्ठ{नपुं;2;एक}	भूयिष्ठ{पुं;2;एक}	विशेषणम्,1.1	विशेषणम्,4.3#कर्ता,5.1#विशेषणम्,6.2#विशेषणम्,1.1	N2	अत्यधिक	अत्यधिक
4.1	आकृती-		आकृती-मात्र-सूचितम्	आकृती	आकृती	समासः,4.2	समासः,4.2	CP	आकृती-	आकृती-
4.2	मात्र-		--	मात्र	मात्र	समासः,4.3	समासः,4.3	CP	मात्र-	मात्र-
4.3	सूचितम्		--	सूचित{पुं;2;एक(सूच1;क्त;चुरादिः)}/सूचित{नपुं;1;एक(सूच1;क्त;चुरादिः)}/सूचित{नपुं;2;एक(सूच1;क्त;चुरादिः)}	सूचित{पुं;2;एक(सूच1;क्त;चुरादिः)}	विशेषणम्,1.1	विशेषणम्,3.2#कर्म,3.1#कर्ता,5.1#विशेषणम्,6.2#विशेषणम्,1.1	N2	संकेत	संकेत
5.1	अभिजज्ञे		अभिजज्ञे	अभि_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अभि_जन्2{कर्तरि{लिट्;उ;एक;आत्मनेपदी;दिवादिः}/अभि_जन्2{भावे{लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अभि_जन्2{भावे{लिट्;उ;एक;आत्मनेपदी;दिवादिः}	अभि_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	अभि_जन्2या	अभि_जन्2या
6.1	महत्-		महत्-बुद्धिम्	महत्	महत्	समासः,6.2	समासः,6.2	CP	महत्-	महत्-
6.2	बुद्धिम्		--	बुद्धि{स्त्री;2;एक}/बुद्धि{पुं;2;एक}	बुद्धि{पुं;2;एक}	विशेषणम्,1.1	विशेषणम्,4.3#विशेषणम्,3.2#विशेषणम्,1.1#कर्म,3.1	N2	बुद्धि	बुद्धि
7.1	महत्-		महत्-बुद्धिः	महत्	महत्	समासः,7.2	समासः,7.2	CP	महत्-	महत्-
7.2	बुद्धिः		--	बुद्धि{स्त्री;1;एक}/बुद्धि{पुं;1;एक}	बुद्धि{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,2.1#कर्ता,5.1	N1	बुद्धि	बुद्धि
8.1	युधिष्ठिरः		युधिष्ठिरः	युधिष्ठिर{पुं;1;एक}	युधिष्ठिर{पुं;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	युधिष्ठिर_ने	युधिष्ठिर_ने
9.1	.		.	-	-	-	-	FS	-	-
