index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	महत्-		महत्-आत्मना	महत्	महत्	समासः,1.2	समासः,1.2	CP	महत्-	महत्-
1.2	आत्मना		--	आत्मन्{पुं;3;एक}	आत्मन्{पुं;3;एक}	विशेषणम्,2.2	विशेषणम्,2.2#कर्ता,4.1#हेतुः,9.1#हेतुः,4.1	N3	आत्मे	आत्मे
2.1	धर्म-		धर्म-राज्ञा	धर्म	धर्म	समासः,2.2	समासः,2.2	CP	धर्म-	धर्म-
2.2	राज्ञा		--	राजन्{पुं;3;एक}	राजन्{पुं;3;एक}	कर्ता,4.1	कर्ता,4.1#हेतुः,9.1#हेतुः,4.1	N3	राजा_के_द्वारा	राजा_के_द्वारा
3.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,9.1#क्रियाविशेषणम्,4.1	NA	ऐसा	ऐसा
4.1	उक्तः		उक्तः	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	विशेषणम्,6.2	विशेषणम्,6.2#विशेषणम्,5.1#कर्ता,10.1	N1	कहा_हुवा	कहा_हुवा
5.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,6.2	विशेषणम्,6.2#कर्ता,10.1	N1	वह	वह
6.1	राज-		राज-ऋषिः	राजन्	राजन्	समासः,6.2	समासः,6.2	CP	राज-	राज-
6.2	ऋषिः		--	ऋषि{पुं;1;एक}	ऋषि{पुं;1;एक}	कर्ता,10.1;कर्ता,9.1	कर्ता,10.1#कर्मसमानाधिकरणम्,5.1	N1	ऋषि_ने	ऋषि_ने
7.1	जय-		जय-आशीर्भिः	जय	जय	समासः,7.2	समासः,7.2	CP	जय-	जय-
7.2	आशीर्भिः		--	आशिस्{स्त्री;3;बहु}/आशिस्{पुं;3;बहु}	आशिस्{स्त्री;3;बहु}	करणं,9.1	कर्ता,10.1#हेतुः,9.1	N3	आशीर्वादों_से	आशीर्वादों_से
8.1	युधिष्ठिरम्		युधिष्ठिरम्	युधिष्ठिर{पुं;2;एक}	युधिष्ठिर{पुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	युधिष्ठिर_का	युधिष्ठिर_का
9.1	अभिनन्द्य		अभिनन्द्य	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	अभिनन्दन_करके	अभिनन्दन_करके
10.1	अनुजज्ञे		अनुजज्ञे	अनु_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{कर्तरि{लिट्;उ;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{भावे{लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/अनु_जन्2{भावे{लिट्;उ;एक;आत्मनेपदी;दिवादिः}	अनु_जन्2{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}	अभिहित_कर्ता,6.2;सकर्मक	-	KP	अनु_जन्2या	अनु_जन्2या
11.1	.		.	-	-	-	-	FS	-	-
