index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अनुस्मरन्तः		अनुस्मरन्तः	अनुस्मरत्{पुं;1;बहु(अनु_स्मृ1;शतृ_लट्;भ्वादिः)}/अनुस्मरत्{पुं;8;बहु(अनु_स्मृ1;शतृ_लट्;भ्वादिः)}	अनुस्मरत्{पुं;1;बहु(अनु_स्मृ1;शतृ_लट्;भ्वादिः)}		-	N1	चिन्तन_करते_हुए	चिन्तन_करते_हुए
2.1	जननीम्		जननीम्	जननी{स्त्री;2;एक}	जननी{स्त्री;2;एक}	कर्म,1.1	मुख्यकर्म,9.1#कर्म,1.1#गौणकर्म,9.1	N2	जननी_को	जननी_को
3.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,1.1	सम्बन्धः,9.1#सम्बन्धः,1.1#कार्य_द्योतकः,9.1#अपादानम्,9.1	NA	वहाँ_से	वहाँ_से
4.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,5.2	प्रयोजनम्1,9.1#प्रयोजनम्1,1.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,2.1#मुख्यकर्म,9.1#कर्म,1.1#गौणकर्म,9.1#विशेषणम्,5.2#विशेषणम्,1.1	N1	तुम्हारे	तुम्हारे
5.1	कुरु-		कुरु-नन्दनाः	कुरु	कुरु	समासः,5.2	समासः,5.2	CP	कुरु-	कुरु-
5.2	नन्दनाः		--	नन्दन{पुं;1;बहु}/नन्दना{स्त्री;1;बहु}/नन्दना{स्त्री;2;बहु}/नन्दन{पुं;8;बहु}/नन्दना{स्त्री;8;बहु}	नन्दन{पुं;1;बहु}	कर्ता,1.1	विशेषणम्,1.1#मुख्यकर्म,9.1#कर्म,1.1#गौणकर्म,9.1#विशेषणम्,4.1	N1	नन्दनों_को	नन्दनों_को
6.1	कथम्		कथम्	कथम्{अव्य}	कथम्{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	NA	कैसे	कैसे
7.1	नु		नु	नु{अव्य}	नु{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	नु	नु
8.1	वृद्ध-		वृद्ध-मिथुनम्	वृद्ध	वृद्ध	समासः,8.2	समासः,8.2	CP	वृद्ध-	वृद्ध-
8.2	मिथुनम्		--	मिथुन{नपुं;1;एक}/मिथुन{नपुं;2;एक}/मिथुन{पुं;2;एक}	मिथुन{नपुं;2;एक}	कर्म,9.1	मुख्यकर्म,9.1#कर्म,1.1#गौणकर्म,9.1#कर्ता,9.1	N2	मिथुन_को	मिथुन_को
9.1	वहति		वहति	वह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/वहती{स्त्री;8;एक}	वह्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,11.1	-	KP	बहता_है	बहता_है
10.1	अद्य		अद्य	अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,9.1	कालाधिकरणम्,9.1	NA	आज	आज
11.1	पृथा		पृथा	पृथा{स्त्री;1;एक}	पृथा{स्त्री;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	पृथा	पृथा
12.1	कृशा		कृशा	कृशा{स्त्री;1;एक}	कृशा{स्त्री;1;एक}	विशेषणम्,11.1	कर्ता,9.1	N1	दुर्बल_स्त्री	दुर्बल_स्त्री
13.1	.		.	-	-	-	-	FS	-	-
