index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	केकाभिः		केकाभिः	केका{स्त्री;3;बहु}	केका{स्त्री;3;बहु}	समुच्चितः,8.1	हेतुः,5.1#समुच्चितः,8.1	N3	मोर_की_बोलियों_से	मोर_की_बोलियों_से
2.1	नीलकण्ठानाम्		नीलकण्ठानाम्	नीलकण्ठ{पुं;6;बहु}/नीलकण्ठ{नपुं;6;बहु}/नीलकण्ठा{स्त्री;6;बहु}	नीलकण्ठ{पुं;6;बहु}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1#सुप्_समुच्चितः,6.1#सुप्_समुच्चितः,3.1#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1	N6	नीलकण्ठों_का	नीलकण्ठों_का
3.1	दात्यूहानाम्		दात्यूहानाम्	दात्यूह{पुं;6;बहु}	दात्यूह{पुं;6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1#सुप्_समुच्चितः,6.1#षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,2.1	N6	जलकुक्कुटों_का	जलकुक्कुटों_का
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.1	सुप्_समुच्चय_द्योतकः,3.1#सम्बन्धः,3.1	NA	और	और
5.1	कूजितैः		कूजितैः	कूजित{पुं;3;बहु(कूज्1;क्त;भ्वादिः)}/कूजित{नपुं;3;बहु(कूज्1;क्त;भ्वादिः)}	कूजित{पुं;3;बहु(कूज्1;क्त;भ्वादिः)}	समुच्चितः,8.1	समुच्चितः,8.1	N3	कूजे_हुए	कूजे_हुए
6.1	कोकिलानाम्		कोकिलानाम्	कोकिल{पुं;6;बहु}	कोकिल{पुं;6;बहु}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	कोयलों_की	कोयलों_की
7.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	और	और
8.1	कुहरैः		कुहरैः	कुहर{पुं;3;बहु}/कुहर{नपुं;3;बहु}	कुहर{पुं;3;बहु}	करणम्,14.1	हेतुः,5.1#करणम्,14.1	N3	कुहरों_से	कुहरों_से
9.1	शुभैः		शुभैः	शुभ{पुं;3;बहु}/शुभ{नपुं;3;बहु}	शुभ{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,10.3#विशेषणम्,8.1#विशेषणम्,5.1#हेतुः,5.1	N3	शुभ	शुभ
10.1	श्रुति-		श्रुति-मनस्-हरैः	श्रुति	श्रुति	समासः,10.2	समासः,10.2	CP	श्रुति-	श्रुति-
10.2	मनस्-		--	मनस्	मनस्	समासः,10.3	समासः,10.3	CP	मनस्-	मनस्-
10.3	हरैः		--	हर{पुं;3;बहु}/हर{नपुं;3;बहु}	हर{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,5.1#हेतुः,5.1	N3	शिव	शिव
11.1	(क्वचित्)		क्वचित्	क्वचित्{अव्य}	क्वचित्{अव्य}	वीप्सा,12.1	वीप्सा,4.1#वीप्सा,12.1	NA	कहीं	कहीं
12.1	(क्वचित्)		क्वचित्	क्वचित्{अव्य}	क्वचित्{अव्य}	देशाधिकरणम्,14.1	देशाधिकरणम्,14.1	NA	कहीं	कहीं
13.1	(अलङ्कृतम्)		अलङ्कृतम्	-	-	कर्ता,14.1	कर्ता,14.1	N1		
14.1	(आसीत्)		आसीत्	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}		समुच्चितः,4.1	KP	था	था
15.1	.		.	-	-	-	-	FS	-	-
