index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सहदेव-		सहदेव-वचः	सहदेव	सहदेव	षष्ठीसम्बन्धः,1.2	समासः,1.2	CP	सहदेव-	सहदेव-
1.2	वचः		--	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}/वचस्{पुं;8;एक}	वचस्{नपुं;2;एक}	कर्म,2.1	मुख्यकर्म,6.1#कर्मसमानाधिकरणम्,8.1#कर्म,10.1#कर्म,2.1#कर्ता,6.1	N2	वचन	वचन
2.1	श्रुत्वा		श्रुत्वा	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	सुन_कर	सुन_कर
3.1	द्रौपदी		द्रौपदी	द्रौपदी{स्त्री;1;एक}	द्रौपदी{स्त्री;1;एक}	कर्ता,2.1;कर्ता,6.1	कर्ता,6.1	N1	द्रौपदी	द्रौपदी
4.1	योषितां		योषितां	योषित्{स्त्री;6;बहु}	योषित्{स्त्री;6;बहु}	निर्धारणम्,5.1	षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.2	N6	स्त्रियों_की	स्त्रियों_की
5.1	वरा		वरा	वरा{स्त्री;1;एक}	वरा{स्त्री;1;एक}	विशेषणम्,3.1	कर्ता,6.1	N1	त्रिफला	त्रिफला
6.1	उवाच		उवाच	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/वच्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}/ब्रू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/ब्रू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.1;सकर्मक	-	KP	बोली	बोली
7.1	देवी		देवी	देवी{स्त्री;1;एक}	देवी{स्त्री;1;एक}	विशेषणम्,3.1	कर्ता,6.1	N1	देवी	देवी
8.1	राजानम्		राजानम्	राजन्{पुं;2;एक}	राजन्{पुं;2;एक}	गौणकर्म,6.1	मुख्यकर्म,6.1#कर्मसमानाधिकरणम्,1.2#कर्म,10.1#कर्म,2.1#गौणकर्म,6.1	N2	राजा_को	राजा_को
9.1	अभिपूज्य		अभिपूज्य	अभि_पूज्1{अव्य;ल्यप्;चुरादिः}	अभि_पूज्1{अव्य;ल्यप्;चुरादिः}	समुच्चितः,10.1	सुप्_समुच्चितः,10.1#पूर्वकालः,6.1	NA	पूजा_करके	पूजा_करके
10.1	अभिनन्द्य		अभिनन्द्य	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	अभि_नद्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	अभिनन्दन_करके	अभिनन्दन_करके
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.1	सुप्_समुच्चय_द्योतकः,10.1#सम्बन्धः,10.1	NA	च2	च2
12.1	.		.	-	-	-	-	FS	-	-
