index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,8.2#क्रियाविशेषणम्,10.1	NA	ऐसा	ऐसा
2.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,9.1#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,3.1	N1	वह	वह
3.1	रजनी		रजनी	रजनि{स्त्री;1;द्वि}/रजनि{स्त्री;2;द्वि}/रजनी{स्त्री;1;एक}/रजनि{स्त्री;8;द्वि}	रजनी{स्त्री;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	रात	रात
4.1	तेषाम्		तेषाम्	तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु}	तद्{सर्वनाम;पुं;6;बहु}	षष्ठीसम्बन्धः,3.1	विशेषणम्,6.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1	N6	उनकी	उनकी
5.1	आश्रमे		आश्रमे	आश्रम{पुं;7;एक}/आश्रम{नपुं;7;एक}	आश्रम{पुं;7;एक}	अधिकरणम्,10.1	अधिकरणम्,8.2#अधिकरणम्,10.1	N7	आश्रम_में	आश्रम_में
6.1	पुण्य-		पुण्य-कर्मणाम्	पुण्य	पुण्य	समासः,6.2	समासः,6.2	CP	पुण्य-	पुण्य-
6.2	कर्मणाम्		--	कर्मन्{नपुं;6;बहु}	कर्मन्{नपुं;6;बहु}	विशेषणम्,4.1	विशेषणम्,4.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1	N6	कर्मों_के	कर्मों_के
7.1	शिवा		शिवा	शिवा{स्त्री;1;एक}	शिवा{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	शिवा	शिवा
8.1	नक्षत्र-		नक्षत्र-सम्पन्ना	नक्षत्र	नक्षत्र	समासः,8.2	समासः,8.2	CP	नक्षत्र-	नक्षत्र-
8.2	सम्पन्ना		--	सम्पन्ना{स्त्री;1;एक(सम्_पद्1;क्त;दिवादिः)}	सम्पन्ना{स्त्री;1;एक(सम्_पद्1;क्त;दिवादिः)}	विशेषणम्,3.1	विशेषणम्,3.1	N1	सम्पन्न	सम्पन्न
9.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,3.1#विशेषणम्,2.1	N1	वह	वह
10.1	व्यतीयाय		व्यतीयाय	वि_अति_इ{कर्तरि;लिट्;प्र;एक;अदादिः}	वि_अति_इ{कर्तरि;लिट्;प्र;एक;अदादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP		
11.1	भारत		भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,10.1	सम्बोध्यः,8.2#सम्बोध्यः,10.1	N8	भारत	भारत
12.1	.		.	-	-	-	-	FS	-	-
