index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	आज्ञापयामास		आज्ञापयामास	-	-	अभिहित_कर्ता,4.2	अभिहित_कर्ता,4.2	KP		
2.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	वहाँ_से	वहाँ_से
3.1	सेनाम्		सेनाम्	सेना{स्त्री;2;एक}	सेना{स्त्री;2;एक}	कर्म,1.1	कर्म,1.1	N2	सेना_को	सेना_को
4.1	भरत-		भरत-सत्तमः	भरत	भरत	समासः,4.2	समासः,4.2	CP	भरत-	भरत-
4.2	सत्तमः		--	सत्तम{पुं;1;एक}/सद्{तमप्;पुं;1;एक}	सत्तम{पुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	उत्तम	उत्तम
5.1	अर्जुन-		अर्जुन-प्रमुखैः	अर्जुन	अर्जुन	समासः,5.2	समासः,5.2	CP	अर्जुन-	अर्जुन-
5.2	प्रमुखैः		--	प्रमुख{पुं;3;बहु}/प्रमुख{नपुं;3;बहु}	प्रमुख{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,7.3#विशेषणम्,8.1	N3	प्रमुख	प्रमुख
6.1	गुप्ताम्		गुप्ताम्	गुप्{तल्;स्त्री;2;एक}	गुप्{तल्;स्त्री;2;एक}	विशेषणम्,3.1	-	N2	गुप्_को	गुप्_को
7.1	लोक-		लोक-पाल-उपमैः	लोक	लोक	समासः,7.2	समासः,7.2	CP	लोक-	लोक-
7.2	पाल-		--	पाल	पाल	समासः,7.3	समासः,7.3	CP	पाल-	पाल-
7.3	उपमैः		--	उपम{पुं;3;बहु}/उपम{नपुं;3;बहु}	उपम{पुं;3;बहु}	विशेषणम्,8.1	विशेषणम्,5.2#विशेषणम्,8.1	N3	उपम	उपम
8.1	नरैः		नरैः	नर{पुं;3;बहु}	नर{पुं;3;बहु}	कर्ता,6.1	-	N3	नरों_से	नरों_से
9.1	.		.	-	-	-	-	FS	-	-
