index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;2;एक}	मुख्यकर्म,4.1	विशेषणम्,11.1#विशेषणम्,3.1#नित्य_सम्बन्धः1,11.1#मुख्यकर्म,4.1#कर्म,8.1#कर्तृरहितकर्तृसमानाधिकरणम्,14.1#कर्ता,4.1#सम्बन्धः,14.1#सम्बन्धः,10.1#सम्बन्धः,4.1	N2	जिस	जिस
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	माम्		माम्	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	गौणकर्म,4.1	मुख्यकर्म,4.1#कर्म,10.1#कर्म,8.1#गौणकर्म,4.1	N2	मुझे	मुझे
4.1	अनुशास्ति		अनुशास्ति	अनु_शास्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अनु_शास्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,6.1;सकर्मक	अभिहित_कर्ता,6.1;सकर्मक	KP	अनु_शास्1ता_है	अनु_शास्1ता_है
5.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,4.1	देशाधिकरणम्,14.1#देशाधिकरणम्,13.1#देशाधिकरणम्,10.1#देशाधिकरणम्,9.1#देशाधिकरणम्,8.1#देशाधिकरणम्,4.1	NA	यहाँ	यहाँ
6.1	भवान्		भवान्	भव{पुं;2;बहु}/भवत्{सर्वनाम;पुं;1;एक}	भवत्{सर्वनाम;पुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	संसार	संसार
7.1	अद्य		अद्य	अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,9.1	कालाधिकरणम्,14.1#कालाधिकरणम्,13.1#कालाधिकरणम्,10.1#कालाधिकरणम्,9.1#कालाधिकरणम्,8.1#कालाधिकरणम्,4.1	NA	आज	आज
8.1	हिते		हिते	हित{नपुं;1;द्वि(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;2;द्वि(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;1;द्वि(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;2;द्वि(धा1;क्त;जुहोत्यादिः)}/हित{नपुं;1;द्वि(हि1;क्त;स्वादिः)}/हित{नपुं;2;द्वि(हि1;क्त;स्वादिः)}/हिता{स्त्री;1;द्वि(हि1;क्त;स्वादिः)}/हिता{स्त्री;2;द्वि(हि1;क्त;स्वादिः)}	हिता{स्त्री;2;द्वि(धा1;क्त;जुहोत्यादिः)}	अधिकरणम्,9.1	अधिकरणम्,9.1	N2	हितों_को	हितों_को
9.1	स्थितः		स्थितः	स्थित{पुं;1;एक(ष्था1;क्त;भ्वादिः)}	स्थित{पुं;1;एक(ष्था1;क्त;भ्वादिः)}	विशेषणम्,6.1	विशेषणम्,13.1#विशेषणम्,6.1#कर्तृरहितकर्तृसमानाधिकरणम्,14.1#कर्ता,4.1	N1	स्थित	स्थित
9.2	(अहं)		--	-	-	कर्ता,10.1	कर्ता,10.1	N1		
10.1	कर्तास्मि		कर्तास्मि	कृ2{कर्तरि;लुट्;उ;एक;परस्मैपदी;स्वादिः}/कृ3{कर्तरि;लुट्;उ;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;लुट्;उ;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,9.2;सकर्मक	अभिहित_कर्ता,9.2;सकर्मक	KP	मार_डालूँगा	मार_डालूँगा
11.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	कर्म,10.1	विशेषणम्,3.1#विशेषणम्,1.1#मुख्यकर्म,4.1#कर्म,13.1#कर्म,10.1#कर्म,8.1#कर्तृरहितकर्तृसमानाधिकरणम्,14.1#कर्ता,4.1	N2	वह	वह
12.1	मही-		मही-पाल	मही	मही	समासः,12.2	समासः,12.2	CP	मही-	मही-
12.2	पाल		--	पाल{पुं;8;एक}/पाल{नपुं;8;एक}	पाल{पुं;8;एक}	सम्बोध्यः,10.1	सम्बोध्यः,10.1	N8	पाल	पाल
13.1	निवृतः		निवृतः	निवृत{पुं;1;एक(नि_वृ1;क्त;स्वादिः)}	निवृत{पुं;1;एक(नि_वृ1;क्त;स्वादिः)}	विधेय_विशेषणम्,13.2	विधेय_विशेषणम्,13.2	N1	घेरा_हुआ	घेरा_हुआ
13.2	(त्वं)		--	-	-	कर्ता,14.1	कर्ता,14.1	N1		
14.1	भव		भव	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}/भव{पुं;8;एक}	भू1{कर्तरि;लोट्;म;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,13.2	अभिहित_कर्ता,13.2	KP	संसार	संसार
15.1	भारत		भारत	भारत{पुं;8;एक}	भारत{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,14.1#सम्बोध्यः,13.1#सम्बोध्यः,10.1#सम्बोध्यः,9.1#सम्बोध्यः,8.1#सम्बोध्यः,4.1	N8	भारत	भारत
16.1	.		.	-	-	-	-	FS	-	-
