index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स्पृश		स्पृश	स्पृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;तुदादिः}	स्पृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;तुदादिः}	समुच्चितः,5.1	समुच्चितः,5.1	KP	छुओ	छुओ
2.1	मां		मां	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,5.1	कर्म,5.1	N2	मुझे	मुझे
3.1	पाणिना		पाणिना	पाणि{पुं;3;एक}	पाणि{पुं;3;एक}	करणम्,1.1	करणम्,1.1	N3	हाथ_से	हाथ_से
4.1	भूयः		भूयः	भूयः{अव्य}/भूयस्{नपुं;1;एक}/भूयस्{नपुं;2;एक}/भूयस्{नपुं;8;एक}	भूयस्{नपुं;8;एक}	क्रियाविशेषणम्,1.1	क्रियाविशेषणम्,1.1	N8	फिर	फिर
5.1	परिष्वज		परिष्वज	परिषु-अज्1{कर्तरि;लोट्;म;एक;परस्मैपदी;अजँ;:भ्वादिः}/अ-ज{पुं;8;एक}/अज{पुं;8;एक}/अज{नपुं;8;एक}	परि-ष्वन्ज1{कर्तरि;लोट्;म;एक;परस्मैपदी;अजँ;:भ्वादिः}	अभिहित_कर्ता,0	अभिहित_कर्ता,0	KP		
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	समुच्चय_द्योतकः,1.1	NA	और	और
7.1	पाण्डव		पाण्डव	पाण्डव{पुं;8;एक}/पाण्डव{नपुं;8;एक}	पाण्डव{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8	पाण्डव	पाण्डव
8.1	जीवामि		जीवामि	जीव्1{कर्तरि;लट्;उ;एक;परस्मैपदी;जीवँ;:भ्वादिः}	जीव्1{कर्तरि;लट्;उ;एक;परस्मैपदी;जीवँ;:भ्वादिः}	अभिहित_कर्ता,0	अभिहित_कर्ता,0	KP		
8.2	इव		इव	इव{अव्य}	इव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA		
9.1	हि		हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	हि	हि
10.1	संस्पर्शात्		संस्पर्शात्	स्पर्श{पुं;5;एक}	स्पर्श{पुं;5;एक}	हेतुः,8.1	हेतुः,8.1	N5		
10.2	तव		तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1	N6		
11.1	राजीव-		राजीव-लोचन	राजीव	राजीव	Bsu,11.2	Bsu,11.2	CP		
11.2	लोचन			{पुं;8;एक}	{पुं;8;एक}	सम्बोध्यः,8.1	सम्बोध्यः,8.1	N8		
12.1	.		.	-	-	-	-	FS	-	-
