index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	आज्ञापय		आज्ञापय	-	-	-	-	KP		
2.1	किम्		किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	कर्म,4.1	कर्म,4.1#विशेषणम्,11.2#विशेषणम्,8.1#विशेषणम्,7.1#कर्म,8.1#कर्म,5.1#सम्बन्धः,12.1#सम्बन्धः,5.1#प्रयोजनम्1,12.1#प्रयोजनम्1,5.1	NA	किम्_1	किम्_1
3.1	एतेभ्यः		एतेभ्यः	एतद्{सर्वनाम;पुं;5;बहु}/एतद्{सर्वनाम;पुं;4;बहु}/एतद्{सर्वनाम;नपुं;5;बहु}/एतद्{सर्वनाम;नपुं;4;बहु}	एतद्{सर्वनाम;पुं;4;बहु}	सम्प्रदानम्,4.1	सम्प्रदानम्,4.1#प्रयोजनम्1,12.1#प्रयोजनम्1,8.1#प्रयोजनम्1,5.1#हेतुः5,12.1#हेतुः5,8.1#हेतुः5,5.1#अपादानम्,5.1#सम्प्रदानम्,5.1	N4	इनसे	इनसे
4.1	प्रदेयम्		प्रदेयम्	प्रदेय{पुं;2;एक}	प्रदेय{पुं;2;एक}	कर्म,1.1	कर्म,8.1#कर्म,1.1	N2	प्रदेय_को	प्रदेय_को
5.1	दीयताम्		दीयताम्	दा1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दा3{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	दा1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अनुयोगी,6.1	अनुयोगी,6.1	KP	दे	दे
6.1	इति		इति	इति{अव्य}	इति{अव्य}	प्रतियोगी,11.2	प्रतियोगी,11.2	NA	ऐसा	ऐसा
7.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	कर्म,12.1	विशेषणम्,11.2#विशेषणम्,8.1#कर्म,8.1#कर्म,12.1#कर्म,5.1	N2	वह	वह
8.1	उपस्थितम्		उपस्थितम्	उपस्थित{पुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}/उपस्थित{नपुं;1;एक(उप_ष्था1;क्त;भ्वादिः)}/उपस्थित{नपुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}	उपस्थित{नपुं;2;एक(उप_ष्था1;क्त;भ्वादिः)}	विशेषणम्,7.1	विशेषणम्,7.1#विशेषणम्,11.2#विशेषणम्,7.1#कर्म,12.1#कर्म,5.1#विशेषणम्,4.1	N2	विद्यमान	विद्यमान
9.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ही	ही
10.1	अत्र		अत्र	अत्र{अव्य}	अत्र{अव्य}	देशाधिकरणम्,12.1	देशाधिकरणम्,12.1#देशाधिकरणम्,8.1#देशाधिकरणम्,5.1	NA	इस_स्थान_पर	इस_स्थान_पर
11.1	वचन-		वचन-अन्ते	वचन	वचन	समासः,11.2	समासः,11.2	CP	वचन-	वचन-
11.2	अन्ते		--	अन्त{नपुं;1;द्वि}/अन्त{नपुं;2;द्वि}/अन्ता{स्त्री;1;द्वि}/अन्ता{स्त्री;2;द्वि}/अन्त{नपुं;8;द्वि}/अन्ति{स्त्री;8;एक}/अन्त{पुं;7;एक}/अन्त{नपुं;7;एक}/अन्ति{पुं;8;एक}/अन्ति{नपुं;8;एक}/अन्ति{नपुं;1;एक}/अन्ति{नपुं;2;एक}/अन्ता{स्त्री;8;एक}/अन्ता{स्त्री;8;द्वि}	अन्त{पुं;7;एक}	अधिकरणम्,12.1	विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,2.1#कर्म,8.1#कर्म,12.1#कर्म,5.1#अधिकरणम्,12.1#अधिकरणम्,8.1#अधिकरणम्,5.1	N7	अन्ति	अन्ति_को
12.1	प्रदृश्यते		प्रदृश्यते	प्र_दृश्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	प्र_दृश्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्म,11.2;सकर्मक	-	KP	जाना_जाता_है	जाना_जाता_है
13.1	.		.	-	-	-	-	FS	-	-
