index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इति		इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,3.1	कर्म,16.1;कर्म,15.1;कर्म,3.1;सम्बन्धः,3.1	NA	ऐसा	ऐसा
2.1	माम्		माम्	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	गौणकर्म,3.1	मुख्यकर्म,15.1;मुख्यकर्म,3.1;गौणकर्म,15.1;गौणकर्म,3.1	N2	मुझे	मुझे
3.1	अब्रवीत्		अब्रवीत्	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,8.1	-	KP	कहा	कहा
4.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	समुच्चितः,8.1	समुच्चितः,8.1;सुप्_समुच्चितः,5.1;कर्ता,3.1;अभेदः,8.1;अभेदः,5.1	N1	राजा	राजा
5.1	पार्थः		पार्थः	पार्थ{पुं;1;एक}	पार्थ{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1;कर्ता,3.1	N1	पार्थ1	पार्थ1
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.1	सुप्_समुच्चय_द्योतकः,5.1;सम्बन्धः,5.1;समुच्चय_द्योतकः,8.1	NA	और	और
7.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	ही	ही
8.1	धनञ्जयः		धनञ्जयः	धनञ्जय{पुं;1;एक}	धनञ्जय{पुं;1;एक}	कर्ता,3.1	विशेषणम्,5.1;कर्ता,3.1	N1	धनंजय	धनंजय
9.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	कर्ता,17.1;नित्य_सम्बन्धः,13.1	कर्ता,17.1;नित्य_सम्बन्धः,13.1;विशेषणम्,13.1;विशेषणम्,12.1;विशेषणम्,11.1;विशेषणम्,2.1;नित्य_सम्बन्धः1,13.1;मुख्यकर्म,3.1;कर्म,16.1;गौणकर्म,15.1;कर्ता,16.1;कर्ता,3.1;वाक्यकर्म_द्योतकः,16.1;सम्बन्धः,16.1	N1	कि	कि
