index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,11.2#क्रियाविशेषणम्,14.1	NA	ऐसा	ऐसा
2.1	प्रायः		प्रायः	प्रायः{अव्य}	प्रायः{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,11.2#क्रियाविशेषणम्,14.1	NA	प्राय	प्राय
3.1	हि		हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	हि	हि
4.1	धर्मः		धर्मः	धर्म{पुं;1;एक}	धर्म{पुं;1;एक}	कर्ता,14.1	सुप्_समुच्चितः,9.2#कर्ता,14.1	N1	धर्म	धर्म
5.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	सुप्_समुच्चितः,9.2#विशेषणम्,13.2#विशेषणम्,11.2#विशेषणम्,4.1	N1	यह	यह
6.1	क्षत्रियाणाम्		क्षत्रियाणाम्	क्षत्रिय{पुं;6;बहु}/क्षत्रिया{स्त्री;6;बहु}	क्षत्रिय{पुं;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,13.2#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1	N6	क्षत्रियों_का	क्षत्रियों_का
7.1	नर-		नर-अधिप	नर	नर	समासः,7.2	समासः,7.2	CP	नर-	नर-
7.2	अधिप		--	अधिप{पुं;8;एक}/अधिप{नपुं;8;एक}	अधिप{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,11.2#सम्बोध्यः,14.1	N8	अधिप	अधिप
8.1	युद्धे		युद्धे	युद्ध{नपुं;7;एक}/युद्ध{पुं;7;एक}	युद्ध{नपुं;7;एक}	समुच्चितः,9.2	सुप्_समुच्चितः,9.2#अधिकरणम्,11.2	N7	युद्ध_में	युद्ध_में
9.1	क्षत्रिय-		क्षत्रिय-धर्मे	क्षत्रिय	क्षत्रिय	समासः,9.2	समासः,9.2	CP	क्षत्रिय-	क्षत्रिय-
9.2	धर्मे		--	धर्म{पुं;7;एक}/धर्म{नपुं;8;द्वि}/धर्म{नपुं;1;द्वि}/धर्म{नपुं;2;द्वि}/धर्म{नपुं;7;एक}/धर्मा{स्त्री;8;एक}/धर्मा{स्त्री;8;द्वि}/धर्मा{स्त्री;1;द्वि}/धर्मा{स्त्री;2;द्वि}	धर्म{पुं;7;एक}	विषयाधिकरणम्,15.1	विषयाधिकरणम्,15.1#विशेषणम्,8.1#अधिकरणम्,11.2	N7	धर्म	धर्म
10.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.2	सुप्_समुच्चय_द्योतकः,9.2#सम्बन्धः,9.2	NA	च2	च2
11.1	नि-		नि-रतः	नि	नि	समासः,11.2	समासः,11.2	CP	नि-	नि-
11.2	रतः		--	रत{पुं;1;एक(रम्1;क्त;भ्वादिः)}	रत{पुं;1;एक(रम्1;क्त;भ्वादिः)}	विधेय_विशेषणम्,13.2	विधेय_विशेषणम्,13.2	N1	प्रसन्न	प्रसन्न
12.1	अयम्		अयम्	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,13.2	विशेषणम्,13.2#विशेषणम्,11.2#विशेषणम्,4.1	N1	यह	यह
13.1	वृक-		वृक-उदरः	वृक	वृक	समासः,13.2	समासः,13.2	CP	वृक-	वृक-
13.2	उदरः		--	उदर{पुं;1;एक}	उदर{पुं;1;एक}	कर्ता,15.1	कर्ता,15.1#विशेषणम्,12.1#विशेषणम्,11.2#विशेषणम्,5.1#विशेषणम्,4.1	N1	पेट	पेट
14.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	है	है
15.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,13.2	अभिहित_कर्ता,13.2	KP	है	है
16.1	.		.	-	-	-	-	FS	-	-
