index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	राजर्षीणां		राजर्षीणां	राजर्षि{पुं;6;बहु}	राजर्षि{पुं;6;बहु}	विशेषणम्,5.2	विशेषणम्,5.2	N6	राजर्षियों_का	राजर्षियों_का
2.1	पुराणानां		पुराणानां	पुराण{नपुं;6;बहु}	पुराण{नपुं;6;बहु}	विशेषणम्,5.2	विशेषणम्,5.2	N6	प्राचीन_का	प्राचीन_का
3.1	भवतां		भवतां	भू1{कर्तरि;लोट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/भवत्{सर्वनाम;पुं;6;बहु}/भवत्{पुं;6;बहु}/भवत्{नपुं;6;बहु}	भवत्{सर्वनाम;पुं;6;बहु}	विशेषणम्,5.2	विशेषणम्,5.2	N6	आपका	आपका
4.1	वंशधारिणाम्		वंशधारिणाम्	-	-	विशेषणम्,5.2	विशेषणम्,5.2	N6		
5.1	कुरु-		कुरु--	कुरु	कुरु	समासः,5.2	समासः,5.2	CP	कुरु-	कुरु-
5.2	संवरणादीनाम्		--	-	-	समुच्चितः,6.1	समुच्चितः,6.1	N6	-	-
6.1	भरतस्य		भरतस्य	भरत{पुं;6;एक}	भरत{पुं;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	भरत_के	भरत_के
7.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1	NA	च2	च2
8.1	धीमतः		धीमतः	धीमत्{पुं;2;बहु}/धीमत्{पुं;5;एक}/धीमत्{पुं;6;एक}	धीमत्{पुं;6;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N6	बुद्धिमान्_के	बुद्धिमान्_के
9.1	वृत्तं		वृत्तं	वृत्त{पुं;2;एक(वृत्1;क्त;भ्वादिः)}/वृत्त{नपुं;1;एक(वृत्1;क्त;भ्वादिः)}/वृत्त{नपुं;2;एक(वृत्1;क्त;भ्वादिः)}	वृत्त{पुं;2;एक(वृत्1;क्त;भ्वादिः)}	कर्म,10.1	कर्म,10.1	N2	हुआ_हुआ	हुआ_हुआ
10.1	समनुयाति		समनुयाति	-	-	अभिहित_कर्ता,13.1	अभिहित_कर्ता,13.1	KP		
12.1	एष		एष	-	-	विशेषणम्,13.1	विशेषणम्,13.1	N1		
13.1	धर्मात्मा		धर्मात्मा	धर्मात्मन्{पुं;1;एक}	धर्मात्मन्{पुं;1;एक}	कर्ता,10.1	कर्ता,10.1	N1	धर्मात्मा	धर्मात्मा
14.1	भूरिदक्षिणः		भूरिदक्षिणः	भूरिदक्षिण{पुं;1;एक}	भूरिदक्षिण{पुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	भूरिदक्षिण	भूरिदक्षिण
15.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,21.1	प्रतिषेधः,12.1	NA	नहीं	नहीं
16.1	अत्र		अत्र	अत्र{अव्य}	अत्र{अव्य}	विषयाधिकरणम्,21.1	विषयाधिकरणम्,21.1#देशाधिकरणम्,12.1	NA	इस_स्थान_पर	इस_स्थान_पर
17.1	वाच्यं		वाच्यं	वाच्य{पुं;2;एक(वच्1;ण्यत्;अदादिः)}/वाच्य{नपुं;1;एक(वच्1;ण्यत्;अदादिः)}/वाच्य{नपुं;2;एक(वच्1;ण्यत्;अदादिः)}/वाच्य{पुं;2;एक(ब्रू1;ण्यत्;अदादिः)}/वाच्य{नपुं;1;एक(ब्रू1;ण्यत्;अदादिः)}/वाच्य{नपुं;2;एक(ब्रू1;ण्यत्;अदादिः)}	वाच्य{पुं;2;एक(वच्1;ण्यत्;अदादिः)}	कर्म,21.1	कर्म,21.1	N2	वाच्य_को	वाच्य_को
18.1	महाराज		महाराज	महाराज{पुं;8;एक}	महाराज{पुं;8;एक}	सम्बोध्यः,21.1	सम्बोध्यः,21.1	N8	महाराज	महाराज
19.1	सुसूक्ष्मम्		सुसूक्ष्मम्	-	-	विशेषणम्,17.1	विशेषणम्,17.1	N2		
19.2	(भवान्)		--	-	-	कर्ता,21.1	कर्ता,21.1	N1		
20.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,21.1	सम्बन्धः,21.1	NA	भी	भी
21.1	विद्यते		विद्यते	विद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}/विद्3{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}	विद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्ता,19.2	अभिहित_कर्ता,19.2	KP	समझा_जाता_है	समझा_जाता_है
22.1	.		.	-	-	-	-	FS	-	-
