index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	प्रियाणि		प्रियाणि	प्रिय{नपुं;1;बहु}/प्रिय{नपुं;2;बहु}/प्रिय{नपुं;8;बहु}	प्रिय{नपुं;1;बहु}	कर्म,4.2	कर्म,4.2	N1	प्रिय	प्रिय
2.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	ही
3.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	तो	तो
4.1	कौरव्यः		कौरव्यः	कौरव्य{पुं;1;एक}	कौरव्य{पुं;1;एक}	कर्ता,4.2;कर्ता,10.1	कर्ता,4.2;कर्ता,10.1	N1	कौरव्य	कौरव्य
4.2	समाचरति		समाचरति	समा_चर्{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	समा_चर्{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP		
5.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,10.1	प्रतिषेधः,10.1	NA	नहीं	नहीं
6.1	अप्रियाणि		अप्रियाणि	अप्रिय{नपुं;1;बहु}/अप्रिय{नपुं;2;बहु}/अप्रिय{नपुं;8;बहु}	अप्रिय{नपुं;1;बहु}	कर्म,10.1	कर्म,10.1	N1	अप्रिय	अप्रिय
7.1	कुरूद्वहः		कुरूद्वहः	कुरूद्वह{पुं;1;एक}	कुरूद्वह{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1		
8.1	वैचित्रवीर्ये		वैचित्रवीर्ये	वैचित्रवीर्य{पुं;7;एक}	वैचित्रवीर्य{पुं;7;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N7		
9.1	नृपतौ		नृपतौ	नृपति{पुं;7;एक}	नृपति{पुं;7;एक}	अधिकरणम्,4.2;अधिकरणम्,10.1	अधिकरणम्,4.2;अधिकरणम्,10.1	N7	राजा_में	राजा_में
10.1	समाचरति		समाचरति	समा_चृ{कर्तरि;लट्;प्र;एक;परस्मैपदी;चुरादिः}	समा_चृ{कर्तरि;लट्;प्र;एक;परस्मैपदी;चुरादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	समा_चृता_है	समा_चृता_है
11.1	नित्यदा		नित्यदा			क्रियाविशेषणम्,4.2	क्रियाविशेषणम्,4.2	N1		
12.1	.		.	-	-	-	-	FS	-	-
