index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,3.1	सुप्_समुच्चितः,14.1#कर्ता,3.1	N1	मैं	मैं
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी	भी
3.1	उपवत्स्यामि		उपवत्स्यामि	उप_वस्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;भ्वादिः}	उप_वस्1{कर्तरि;लृट्;उ;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	अभिहित_कर्ता,1.1;सकर्मक	KP	रहूँगा	रहूँगा
4.1	यथा		यथा	यथा{अव्य}	यथा{अव्य}	उपमान_द्योतकः,7.1	उत्प्रेक्षा_द्योतकः,3.1#क्रियाविशेषणम्,12.1#क्रियाविशेषणम्,3.1#उपमान_द्योतकः,7.1	NA	जैसे	जैसे
5.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	ही	ही
6.1	अयं		अयं	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,7.1	सुप्_समुच्चितः,14.1#कर्म,12.1#कर्म,3.1#विशेषणम्,10.1#विशेषणम्,7.1#उपमानम्,1.1#कर्ता,12.1	N1	यह	यह
7.1	गुरुः		गुरुः	गुरु{पुं;1;एक}	गुरु{पुं;1;एक}	उपमान,1.1	उपमान,1.1#विशेषणम्,13.1#विशेषणम्,10.1#विशेषणम्,6.1#कर्ता,12.1	N1	गुरु	गुरु
8.1	मम		मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,14.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,6.1	N6	मेरा	मेरा
9.1	यदि		यदि	यदि{अव्य}	यदि{अव्य}	नित्यसम्बन्धः,12.1;आवश्यकता_द्योतकः,12.1;	नित्यसम्बन्धः,12.1;आवश्यकता_द्योतकः,12.1;	NA	यदि	यदि
9.2	(तर्हि)					अनुयोगी,3.1	अनुयोगी,3.1	NA		
10.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,12.1	सुप्_समुच्चितः,14.1#कर्ता,12.1	N1	राजा	राजा
11.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,12.1	प्रतिषेधः,12.1	NA	नहीं	नहीं
12.1	भुङ्क्ते		भुङ्क्ते	भुज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रुधादिः}	भुज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;रुधादिः}	प्रतियोगी,9.1;अभिहित_कर्ता,10.1;सकर्मक	प्रतियोगी,9.1;अभिहित_कर्ता,10.1;सकर्मक	KP	खाती_है	खाती_है
13.1	अयं		अयं	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,10.1	सुप्_समुच्चितः,14.1#कर्म,12.1#विशेषणम्,10.1#विशेषणम्,7.1#कर्ता,12.1	N1	यह	यह
14.1	गान्धारी		गान्धारी	गान्धारि{पुं;1;द्वि}/गान्धारि{पुं;2;द्वि}/गान्धारी{स्त्री;1;एक}/गान्धारि{पुं;8;द्वि}	गान्धारी{स्त्री;1;एक}	समुच्चितः,10.1	समुच्चितः,10.1	N1	गान्धारी	गान्धारी
15.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,14.1	समुच्चय_द्योतकः,14.1	NA	च2	च2
16.1	यशस्विनी		यशस्विनी	यशस्विन्{नपुं;1;द्वि}/यशस्विन्{नपुं;2;द्वि}/यशस्विनी{स्त्री;1;एक}/यशस्विन्{नपुं;8;द्वि}	यशस्विनी{स्त्री;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1#कर्ता,12.1#कर्म,12.1	N1	प्रसिद्ध_को	प्रसिद्ध_को
17.1	.		.	-	-	-	-	FS	-	-
