index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	भवत्-		भवत्-बुद्धि-युजा	भवत्	भवत्	समासः,1.2	समासः,1.2	CP	आप	आप
1.2	बुद्धि-			बुद्धि	बुद्धि	समासः,1.3	समासः,1.3	CP	बुद्धि-	बुद्धि-
1.3	युजा		--	युज्{पुं;3;एक}	युज्{पुं;3;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N3	जोड्Zए	जोड्Zए
2.1	चैव		चैव	चैव{अव्य}	चैव{अव्य}	सम्बन्धः,3.3	सम्बन्धः,3.3	NA	चैव	चैव
3.1	पाण्डुना		पाण्डुना	पाण्डु{पुं;3;एक}	पाण्डु{पुं;3;एक}	कर्ता,3.2	कर्ता,3.2	N3	पाण्डु_से	पाण्डु_से
3.2	(सुपरिपालिता)		--	-	-	विधेय_विशेषणम्,3.4	विधेय_विशेषणम्,3.4	N1		
3.3	(आसीत्)		--	-	-	प्रतियोगी,5.2;अभिहित_कर्ता,3.4	प्रतियोगी,5.2;अभिहित_कर्ता,3.4	KP		
3.4	(प्रजा)					कर्ता,3.3	कर्ता,3.3	N1		
4.1	पृथिवी-		पृथिवी-क्षिता	पृथिवी	पृथिवी	समासः,4.2	समासः,4.2	CP	पृथिवी-	पृथिवी-
4.2	क्षिता		--	क्षि{तल्;स्त्री;1;एक}/क्षिता{स्त्री;1;एक(क्षि1;क्त;भ्वादिः)}/क्षिता{स्त्री;1;एक(क्षि3;क्त;तुदादिः)}/क्षिता{स्त्री;1;एक(क्षी1;क्त;क्र्यादिः)}	क्षिता{स्त्री;1;एक(क्षी1;क्त;क्र्यादिः)}	विशेषणम्,3.1	विशेषणम्,3.1	N1	दुःख_दिया_हुआ	दुःख_दिया_हुआ
5.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	अनुयोगी,9.2	अनुयोगी,9.2	NA	और	और
5.2	(यथा)		--	-	-	नित्यसम्बन्धः,5.1	नित्यसम्बन्धः,5.1	NA		
6.1	दुर्योधनेन		दुर्योधनेन	दुर्योधन{पुं;3;एक}/दुर्योधन{नपुं;3;एक}	दुर्योधन{पुं;3;एक}	कर्ता,9.1	कर्ता,9.1	N3	दुर्योधन_से	दुर्योधन_से
7.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	भी	भी
8.1	राज्ञा		राज्ञा	राजन्{पुं;3;एक}	राजन्{पुं;3;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N3	राजा	राजा
8.2	(वयम्)		--	-	-	कर्ता,9.2	कर्ता,9.2	N1		
9.1	सुपरिपालिताः		सुपरिपालिताः	         	-	विधेय_विशेषणम्,8.2	विधेय_विशेषणम्,8.2	N1		
9.2	(आस्म्)		--	--	-	अभिहित_कर्ता,8.2	अभिहित_कर्ता,8.2	KP		
10.1	.		.	-	-	-	-	FS	-	-
