index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	भीष्मेण		भीष्मेण	भीष्म{पुं;3;एक}/भीष्म{नपुं;3;एक}	भीष्म{पुं;3;एक}	समुच्चितः,6.1	समुच्चितः,6.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,6.1#कर्ता,3.1#हेतुः,11.1#हेतुः,4.1#हेतुः,3.1	N3	भीष्म_से	भीष्म_से
2.1	पूर्वम्		पूर्वम्	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}	पूर्व{पुं;2;एक}	सम्बन्धः,3.1	सम्बन्धः,3.1	N2	पूर्व_को	पूर्व_को
3.1	उक्तः		उक्तः	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	विधेय_विशेषणम्,4.2	विधेय_विशेषणम्,4.2	N1	कहा_हुवा	कहा_हुवा
4.1	असि		असि	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.2	अभिहित_कर्ता,4.2	KP	हो	हो
4.2	(त्वम्)		-	-	-	कर्ता,4.1	कर्ता,4.1	N1		
5.1	कृष्णेन		कृष्णेन	कृष्ण{पुं;3;एक}/कृष्ण{नपुं;3;एक}	कृष्ण{पुं;3;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N3	कृष्ण_से	कृष्ण_से
6.1	विदुरेण		विदुरेण	विदुर{पुं;3;एक}	विदुर{पुं;3;एक}	कर्ता,3.1	सुप्_समुच्चितः,8.1#कर्ता,11.1#कर्ता,3.1#हेतुः,11.1#हेतुः,4.1#हेतुः,3.1	N3	बुद्धिमान_से	बुद्धिमान_से
7.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1	NA	और	और
8.1	मया		मया	अस्मद्{सर्वनाम;3;एक}	अस्मद्{सर्वनाम;3;एक}	कर्ता,11.1	कर्ता,11.1#कर्ता,3.1#हेतुः,11.1#हेतुः,4.1#हेतुः,3.1	N3	मुझसे	मुझसे
9.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,8.1	सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1	NA	भी	भी
10.1	अवश्यं		अवश्यं	अवश्यम्{अव्य}	अवश्यम्{अव्य}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	NA	अवश्य	अवश्य
11.1	वक्तव्यं		वक्तव्यं	वक्तव्य{पुं;2;एक(वच्1;तव्यत्;अदादिः)}/वक्तव्य{नपुं;1;एक(वच्1;तव्यत्;अदादिः)}/वक्तव्य{नपुं;2;एक(वच्1;तव्यत्;अदादिः)}/वक्तव्य{पुं;2;एक(ब्रू1;तव्यत्;अदादिः)}/वक्तव्य{नपुं;1;एक(ब्रू1;तव्यत्;अदादिः)}/वक्तव्य{नपुं;2;एक(ब्रू1;तव्यत्;अदादिः)}	वक्तव्य{नपुं;1;एक(वच्1;तव्यत्;अदादिः)}	अभिहित_भाव,0	अभिहित_भाव,0	N1	बोलना_चाहिये	बोलना_चाहिये
12.1	प्रीत्या		प्रीत्या	प्रीति{स्त्री;3;एक}	प्रीति{स्त्री;3;एक}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	N3	प्रसन्नता_से	प्रसन्नता_से
13.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	युष्मद्{सर्वनाम;पुं;4;बहु}	कर्म,11.1	कर्म,11.1	N4	वे	वे
14.1	नृपसत्तम		नृपसत्तम	नृपसत्तम{पुं;8;एक}	नृपसत्तम{पुं;8;एक}	सम्बोध्यः,4.1	सम्बोध्यः,4.1	N8	नृप-	नृप-
15.1	.		.	-	-	-	-	FS	-	-
