index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	दश-		दश-अहम्	दशन्	दशन्	समासः,1.2	समासः,1.2	CP	दश-	दश-
1.2	अहम्		--	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	अत्यन्तसंयोग_सम्बन्धः,4.1	अत्यन्तसंयोगः,4.1#अत्यन्तसंयोग_सम्बन्धः,4.1	N1	मैं	मैं
2.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,7.1#क्रियाविशेषणम्,6.2#क्रियाविशेषणम्,4.1	NA	ऐसा	ऐसा
3.1	दानानि		दानानि	दान{नपुं;1;बहु}/दान{नपुं;2;बहु}	दान{नपुं;2;बहु}	कर्म,4.1	कर्म,6.2#कर्म,4.1	N2	दान	दान
4.1	दत्त्वा		दत्त्वा	दा1{अव्य;क्त्वा;भ्वादिः}	दा1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,6.2#पूर्वकालः,7.1	NA	दे_कर	दे_कर
5.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,7.1	कर्ता_बे_वेर्ब्स्,7.1	N1	राजा	राजा
6.1	अम्बिका-		अम्बिका-सुतः	अम्बिका	अम्बिका	समासः,6.2	समासः,6.2	CP	अम्बिका-	अम्बिका-
6.2	सुतः		--	षु2{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/सुत{पुं;1;एक}/सुत{पुं;1;एक(षु2;क्त;अदादिः)}/सुत{पुं;1;एक(षु3;क्त;स्वादिः)}	सुत{पुं;1;एक(षु2;क्त;अदादिः)}	विशेषणम्,5.1	विधेय_विशेषणम्,5.1#विशेषणम्,9.2#कर्ता_बे_वेर्ब्स्,7.1#विशेषणम्,5.1	N1	पुत्र	पुत्र
7.1	बभूव		बभूव	भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/भू1{कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः}/भू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	भू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मक	अभिहित_कर्ता,5.1;सकर्मक	KP	हुआ	हुआ
8.1	पुत्र-		पुत्र-पौत्राणाम्	पुत्र	पुत्र	समासः,8.2	समासः,8.2	CP	पुत्र-	पुत्र-
8.2	पौत्राणाम्		--	पौत्र{पुं;6;बहु}/पौत्र{नपुं;6;बहु}/पौत्रा{स्त्री;6;बहु}	पौत्र{पुं;6;बहु}	षष्ठीसम्बन्धः,9.2	षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#निर्धारणम्,6.2	N6	पोतों_का	पोतों_का
9.1	न-		न-ऋणः	न	न	समासः,9.2	समासः,9.2	CP	न-	न-
9.2	ऋणः		--	ऋण{पुं;1;एक}	ऋण{पुं;1;एक}	विधेय_विशेषणम्,5.1	विधेय_विशेषणम्,6.2#विधेय_विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,7.1	N1	ऋण	ऋण
10.1	भरत-		भरत-ऋषभ	भरत	भरत	समासः,10.2	समासः,10.2	CP	भरत-	भरत-
10.2	ऋषभ		--	ऋषभ{पुं;8;एक}/ऋषभ{नपुं;8;एक}	ऋषभ{पुं;8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	साँड	साँड
11.1	.		.	-	-	-	-	FS	-	-
