index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	विदुरेण		विदुरेण	विदुर{पुं;3;एक}	विदुर{पुं;3;एक}	कर्ता,3.1	कर्ता,3.1#करणम्,8.1#हेतुः,8.1#हेतुः,3.1	N3	बुद्धिमान_से	बुद्धिमान_से
2.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,3.1	NA	ऐसा	ऐसा
3.1	उक्तः		उक्तः	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	विशेषणम्,5.1	विशेषणम्,9.1#विशेषणम्,6.2#विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,8.1	N1	कहा_हुवा	कहा_हुवा
4.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	तो	तो
5.1	धृतराष्ट्रः		धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,8.1	कर्ता_बे_वेर्ब्स्,8.1#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,6.2	N1	धृतराष्ट्र	धृतराष्ट्र
6.1	जन-		जन-अधिपः	जन	जन	समासः,6.2	समासः,6.2	CP	जन-	जन-
6.2	अधिपः		--	अधिप{पुं;1;एक}	अधिप{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.1#विशेषणम्,9.1#कर्ता_बे_वेर्ब्स्,8.1#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,5.1	N1	अधिप	अधिप
7.1	प्रीतिमान्		प्रीतिमान्	प्रीति{मतुप्;पुं;1;एक}	प्रीति{मतुप्;पुं;1;एक}	विधेय_विशेषणम्,5.1	विधेय_विशेषणम्,6.2#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.1#विशेषणम्,9.1#कर्ता_बे_वेर्ब्स्,8.1#कर्मसमानाधिकरणम्,6.2#कर्मसमानाधिकरणम्,5.1	N1	प्रीति	प्रीति
8.1	अभवत्		अभवत्	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.1,अकर्मक	-	KP	हुआ	हुआ
9.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,5.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,6.2#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,6.2#कर्मसमानाधिकरणम्,5.1	N1	राजा	राजा
10.1	राज्ञः		राज्ञः	राजन्{पुं;2;बहु}/राजन्{पुं;5;एक}/राजन्{पुं;6;एक}	राजन्{पुं;6;एक}	समुच्चितः,11.1	सुप्_समुच्चितः,11.1#षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#हेतुः5,8.1#हेतुः5,3.1#गौणकर्म,3.1	N6	राजाओं_को	राजाओं_को
11.1	जिष्णोः		जिष्णोः	जिष्णु{पुं;5;एक}/जिष्णु{पुं;6;एक}	जिष्णु{पुं;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#हेतुः5,8.1#हेतुः5,3.1	N6	सूर्य_से	सूर्य_से
12.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	सुप्_समुच्चय_द्योतकः,11.1#सम्बन्धः,11.1	NA	और	और
13.1	कर्मणा		कर्मणा	कर्मन्{नपुं;3;एक}	कर्मन्{नपुं;3;एक}	हेतुः,8.1	हेतुः,8.1#हेतुः,3.1	N3	कर्म_से	कर्म_से
14.1	.		.	-	-	-	-	FS	-	-
