index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इति		इति	इति{अव्य}	इति{अव्य}	गौणकर्म,1.2	गौणकर्म,1.2	NA		
1.2	उक्त्वा		उक्त्वा	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	वच्1{अव्य;क्त्वा;वचँ;:अदादिः}	पूर्वकालः,5.1	पूर्वकालः,5.1	NA		
2.1	धर्म-		धर्म-राजानम्	धर्म	धर्म			CP		
2.2	राजानम्			राजन्{पुं;2;एक}	राजन्{पुं;2;एक}	मुख्यकर्म,1.2	मुख्यकर्म,1.2	N2		
3.1	वेपमानः		वेपमानः	वेपमान{पुं;1;एक(वेप्1;शानच्_लट्;कर्तरि;टुवेपृँ;:भ्वादिः)}	वेपमान{पुं;1;एक(वेप्1;शानच्_लट्;कर्तरि;टुवेपृँ;:भ्वादिः)}	वर्तमानसमानकालः,5.1	वर्तमानसमानकालः,5.1	N1		
4.1	कृत-		कृत-अञ्जलिम्	कृत	कृत	Bs3,4.2	Bs3,4.2	CP	विनम्रता_के_कारण_दोनों_हाथ_जोड्Zए_हुए_को	विनम्रता_के_कारण_दोनों_हाथ_जोड्Zए_हुए_को
4.2	अञ्जलिम्			अञ्जलि{पुं;2;एक}	अञ्जलि{पुं;2;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N2		
5.1	उवाच		उवाच	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;:अदादिः}/वच्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;वचँ;:अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;:अदादिः}	अभिहित_कर्ता,8.1;सकर्मक	अभिहित_कर्ता,8.1;सकर्मक	KP	बोला	बोला
6.1	वचनम्		वचनं	वचन{नपुं;1;एक}/वचन{नपुं;2;एक}	वचन{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	वचन	वचन
7.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N1	राजा	राजा
8.1	धृतराष्ट्रः		धृतराष्ट्रः	धृतराष्ट्र{पुं;1;एक}	धृतराष्ट्र{पुं;1;एक}	कर्ता,5.1	कर्ता,5.1	N2		
9.1	अम्बिका-		अम्बिका-सुतः	अम्बिका	अम्बिका	T6,9.2	T6,9.2	CP	-	-
9.2	सुतः			अब्1{ण्वुल्;अबिँ;:भ्वादिः-षु2;कर्तरि;लट्;प्र;द्वि;परस्मैपदी;षु;:अदादिः}/सुत{पुं;1;एक(षु3;क्त;षुञ्;:स्वादिः)}/सुत{पुं;1;एक(शु1;क्त;शु;:भ्वादिः)}/सुत{पुं;1;एक(षु2;क्त;षु;:अदादिः)}/सुत{पुं;1;एक}	सुत{पुं;1;एक(सुत-षु2;क्त;षु;:अदादिः)}	विशेषणम्,8.1	विशेषणम्,8.1	N1		
10.1	.	.	-	-	-	-	-	FS		
