index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	उषिताः		उषिताः	उषित{पुं;1;बहु(उष्1;क्त;भ्वादिः)}/उषिता{स्त्री;1;बहु(उष्1;क्त;भ्वादिः)}/उषिता{स्त्री;2;बहु(उष्1;क्त;भ्वादिः)}/उषित{पुं;1;बहु(वस्1;क्त;भ्वादिः)}/उषिता{स्त्री;1;बहु(वस्1;क्त;भ्वादिः)}/उषिता{स्त्री;2;बहु(वस्1;क्त;भ्वादिः)}	उषित{पुं;1;बहु(उष्1;क्त;भ्वादिः)}	समुच्चितः,6.1	समुच्चितः,6.1	N1	जले_हुए	जले_हुए
2.1	स्मः		स्मः	अस्2{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;उ;बहु;परस्मैपदी;अदादिः}	अभिहित_कर्ता,2.2	अभिहित_कर्ता,2.2	KP	स्म	स्म
2.2	(वयम्)		-	-	-	कर्ता,2.1	कर्ता,2.1	N1		
3.1	सुखं		सुखं	सुखम्{अव्य}/सुख{पुं;2;एक}/सुख{नपुं;1;एक}/सुख{नपुं;2;एक}	सुख{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	प्रसन्नतापूर्वक	प्रसन्नतापूर्वक
4.1	नित्यं		नित्यं	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{पुं;2;एक}	विशेषणम्,3.1	विशेषणम्,9.1#विशेषणम्,3.1#क्रियाविशेषणम्,13.1#क्रियाविशेषणम्,6.1#कर्म,6.1#कर्म,1.1#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,3.1	N2	नित्य_को	नित्य_को
5.1	भवता	 	भवता	भवत्{सर्वनाम;पुं;3;एक}/भवत्{पुं;3;एक}/भवत्{नपुं;3;एक}	भवत्{सर्वनाम;पुं;3;एक}	कर्ता,6.1	कर्ता,6.1#कर्ता,1.1#करणम्,13.1#हेतुः,13.1	N3	आपसे	आपसे
6.1	परिपालिताः		परिपालिताः	-	-	विधेय_विशेषणम्,2.2	विधेय_विशेषणम्,2.2	N1	परि_पाल्1या_हुए	परि_पाल्1या_हुए
7.1	सुसूक्ष्मं		सुसूक्ष्मं	-	-	विशेषणम्,9.1	विशेषणम्,9.1	N2		
8.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA	और	और
9.1	व्यलीकं		व्यलीकं	व्यलीक{पुं;2;एक}/व्यलीक{नपुं;1;एक}/व्यलीक{नपुं;2;एक}	व्यलीक{पुं;2;एक}	कर्म,13.1	कर्म,6.1#कर्मसमानाधिकरणम्,4.1#कर्मसमानाधिकरणम्,3.1#कर्म,13.1	N2	मिथ्ये_को	मिथ्ये_को
10.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	तद्{सर्वनाम;पुं;1;बहु}	समुच्चितः,11.1	समुच्चितः,11.1	N1	वे	वे
11.1	सपुत्रस्य		सपुत्रस्य	-	-	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6		
12.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	नहीं
13.1	विद्यते		विद्यते	विद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}/विद्3{कर्मणि;लट्;प्र;एक;आत्मनेपदी;तुदादिः}	विद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,9.1	अभिहित_कर्म,9.1	KP	समझा_जाता_है	समझा_जाता_है
14.1	.		.	-	-	-	-	FS	-	-
