index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	उक्तः		उक्तः	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	उक्त{पुं;1;एक(वच्1;क्त;अदादिः)}	विशेषणम्,2.1	सुप्_समुच्चितः,6.1#विशेषणम्,2.1	N1	कहा_हुवा	कहा_हुवा
2.1	युधिष्ठिरः		युधिष्ठिरः	युधिष्ठिर{पुं;1;एक}	युधिष्ठिर{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1#सुप्_समुच्चितः,6.1#मुख्यकर्म,1.1#कर्मसमानाधिकरणम्,1.1	N1	युधिष्ठिर	युधिष्ठिर
3.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1#सुप्_समुच्चितः,6.1#मुख्यकर्म,1.1#कर्मसमानाधिकरणम्,12.2#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,4.2#कर्मसमानाधिकरणम्,2.1#अभेदः,2.1	N1	राजा	राजा
4.1	भवत्-		भवत्-वचनम्	भवत्	भवत्	समासः,4.2	समासः,4.2	CP	भवत्-	भवत्-
4.2	वचनम्		--	वचन{नपुं;1;एक}/वचन{नपुं;2;एक}	वचन{नपुं;2;एक}	कर्म,1.1	कर्म,1.1#विशेषणम्,9.1#कर्मसमानाधिकरणम्,9.1#गौणकर्म,1.1#सुप्_समुच्चितः,6.1#कर्मसमानाधिकरणम्,12.2#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,2.1	N2	वचन	वचन
5.1	आदितः		आदितः	आदि{अव्य;तसिल्}/आदितः{अव्य}	आदि{अव्य;तसिल्}	क्रियाविशेषणम्,1.1	हेतुः5,1.1#क्रियाविशेषणम्,1.1	NA	आदि_से	आदि_से
6.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,12.2#विशेषणम्,3.1#विशेषणम्,2.1#मुख्यकर्म,1.1#कर्मसमानाधिकरणम्,1.1	N1	वह	वह
7.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	और	और
8.1	संश्रुत्य		संश्रुत्य	सम्_श्रु{अव्य;ल्यप्;भ्वादिः}	सम्_श्रु{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1	NA		
9.1	वाक्यम्		वाक्यम्	वाक्य{नपुं;1;एक}/वाक्य{नपुं;2;एक}	वाक्य{नपुं;2;एक}	कर्म,8.1	कर्म,8.1#कर्मसमानाधिकरणम्,4.2#कर्मसमानाधिकरणम्,12.2#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,2.1	N2	वाक्य	वाक्य
10.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	युष्मद्{सर्वनाम;4;एक}	सम्प्रदानम्,11.1	सम्प्रदानम्,11.1#सम्प्रदानम्,1.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N4	वे	वे
11.1	प्रशशंस		प्रशशंस	प्र_शंस्{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/प्र_शंस्{कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः}/प्र_शंस्{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	प्र_शंस्{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP		
12.1	महत्-		महत्-द्युतिः	महत्	महत्	समासः,12.2	समासः,12.2	CP	महत्-	महत्-
12.2	द्युतिः		--	द्युति{स्त्री;1;एक}/द्युति{पुं;1;एक}	द्युति{स्त्री;1;एक}	विशेषणम्,2.1	विशेषणम्,6.1#विशेषणम्,3.1#विशेषणम्,2.1#विशेषणम्,1.1#कर्मसमानाधिकरणम्,9.1#कर्मसमानाधिकरणम्,6.1#कर्मसमानाधिकरणम्,4.2#कर्मसमानाधिकरणम्,3.1#कर्मसमानाधिकरणम्,2.1	N1	द्युति	द्युति
13.1	.		.	-	-	-	-	FS	-	-
