index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	आनयित्वा		आनयित्वा	आङ्_नी{अव्य;णिच्;ल्यप्;भ्वादिः}	आङ्_नी{अव्य;णिच्;ल्यप्;भ्वादिः}	पूर्वकालः,4.1	पूर्वकालः,4.1	NA		
2.1	कुरु-		कुरु-श्रेष्ठः	कुरु	कुरु	समासः,2.2	समासः,2.2	CP	कुरु-	कुरु-
2.2	श्रेष्ठः		--	श्रेष्ठ{पुं;1;एक}	श्रेष्ठ{पुं;1;एक}	कर्ता,4.1	कर्ता,4.1	N1	श्रेष्ठ	श्रेष्ठ
3.1	ब्राह्मणेभ्यः		ब्राह्मणेभ्यः	ब्राह्मण{पुं;4;बहु}/ब्राह्मण{पुं;5;बहु}	ब्राह्मण{पुं;4;बहु}	समुच्चितः,5.3	सुप्_समुच्चितः,5.3	N4	ब्राह्मणों_को	ब्राह्मणों_को
4.1	प्रयच्छतु		प्रयच्छतु	प्र_यम्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;भ्वादिः}/प्र_दा1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्र_दा1{कर्तरि;लोट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.2	अभिहित_कर्ता,2.2	KP		
5.1	दीन-		दीन-अन्ध-कृपणेभ्यः	दीन	दीन	समासः,5.2	समासः,5.2	CP	दीन-	दीन-
5.2	अन्ध-		--	अन्ध	अन्ध	समासः,5.3	समासः,5.3	CP	अन्ध-	अन्ध-
5.3	कृपणेभ्यः		--	कृपण{पुं;4;बहु}/कृपण{पुं;5;बहु}/कृपण{नपुं;4;बहु}/कृपण{नपुं;5;बहु}	कृपण{पुं;4;बहु}	सम्प्रदानम्,4.1	विशेषणम्,3.1#सम्प्रदानम्,4.1	N4	कंजूसों_को	कंजूसों_को
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.3	सुप्_समुच्चय_द्योतकः,5.3#सम्बन्धः,5.3	NA	और	और
7.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	वीप्सा,8.1	वीप्सा,8.1	NA	वहाँ	वहाँ
8.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,4.1	देशाधिकरणम्,4.1	NA	वहाँ	वहाँ
9.1	नृप-		नृप-आज्ञया	नृप	नृप	समासः,9.2	समासः,9.2	CP	नृप-	नृप-
9.2	आज्ञया		--	आज्ञा{स्त्री;3;एक}	आज्ञा{स्त्री;3;एक}	हेतुः,4.1	हेतुः,4.1	N3	आज्ञा_से	आज्ञा_से
10.1	.		.	-	-	-	-	FS	-	-
