index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	मैं	मैं
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	भी
3.1	एतद्		एतद्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;1;एक}	मुख्यकर्म,6.1	विशेषणम्,9.1#विशेषणम्,5.1#मुख्यकर्म,6.1#कर्म,7.1	N1	यह	यह
4.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	ही	ही
5.1	त्वां		त्वां	युष्मद्{सर्वनाम;2;एक}	युष्मद्{सर्वनाम;2;एक}	गौणकर्म,6.1	मुख्यकर्म,6.1#कर्म,11.1#कर्म,7.1#गौणकर्म,6.1	N2	तुम्हें	तुम्हें
6.1	ब्रवीमि		ब्रवीमि	ब्रू1{कर्तरि;लट्;उ;एक;परस्मैपदी;अदादिः}	ब्रू1{कर्तरि;लट्;उ;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	कहता_हूँ	कहता_हूँ
7.1	कुरु		कुरु	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,0;सम्बन्धः,6.1	अभिहित_कर्ता,0	KP	करो	करो
8.1	मे		मे	अस्मद्{सर्वनाम;6;एक}/अस्मद्{सर्वनाम;4;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,9.1	प्रयोजनम्1,16.1#प्रयोजनम्1,11.1#षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1	N6	मेरा	मेरा
9.1	वचः		वचः	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}	वचस्{नपुं;1;एक}	कर्म,7.1	कर्म,7.1	N1	तोता	तोता
10.1	अनुज्ञां		अनुज्ञां	अनुज्ञा{स्त्री;2;एक}	अनुज्ञा{स्त्री;2;एक}	कर्म,11.1	कर्म,11.1	N2	अनुज्ञा_को	अनुज्ञा_को
11.1	लभतां		लभतां	लभ्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	लभ्1{कर्तरि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	अभिहित_कर्ता,12.1;सम्बन्धः,9.1	अभिहित_कर्ता,12.1	KP	प्राप्त_हो	प्राप्त_हो
12.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	राजा	राजा
13.1	मा		मा	मा{अव्य}	मा{अव्य}	निषेधः,16.1	निषेधः,16.1	NA	नही	नही
14.1	वृथा		वृथा	वृथा{अव्य}	वृथा{अव्य}	क्रियाविशेषणम्,16.1	क्रियाविशेषणम्,16.1	NA	वृथा	वृथा
15.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,16.1	देशाधिकरणम्,16.1	NA	यहाँ	यहाँ
16.1	मरिष्यति		मरिष्यति	मृ1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;तुदादिः}	मृ1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,12.1;सम्बन्धः,11.1	अभिहित_कर्ता,12.1	KP	मृ1एगा	मृ1एगा
17.1	.		.	-	-	-	-	FS	-	-
