index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	ऐसा	ऐसा
2.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,6.1	कर्ता,6.1#विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,5.2#प्रयोजककर्ता,6.1	N1	वह	वह
3.1	वसु-		वसु-धाराभिः	वसु	वसु	समासः,3.2	समासः,3.2	CP	वसु-	वसु-
3.2	धाराभिः		--	धारा{स्त्री;3;बहु}	धारा{स्त्री;3;बहु}	करणम्,4.1	करणम्,4.1#प्रयोज्यकर्ता,6.1#हेतुः,9.1#हेतुः,7.1#हेतुः,6.1	N3	धाराओं_से	धाराओं_से
4.1	वर्षमाणः		वर्षमाणः	-	-	विशेषणम्,2.1	विशेषणम्,2.1	N1		
5.1	नृप-		नृप-अम्बुदः	नृप	नृप	समासः,5.2	समासः,5.2	CP	नृप-	नृप-
5.2	अम्बुदः		--	अम्बुद{पुं;1;एक}	अम्बुद{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,2.1#प्रयोजककर्ता,6.1	N1	अम्बुद	अम्बुद
6.1	तर्पयामास		तर्पयामास	तृप्1{णिच्;कर्तरि;लिट्;उ;एक;परस्मैपदी;दिवादिः}/तृप्1{णिच्;कर्तरि;लिट्;उ;एक;आत्मनेपदी;दिवादिः}/तृप्1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;दिवादिः}/तृप्1{णिच्;कर्तरि;लिट्;प्र;एक;आत्मनेपदी;दिवादिः}/तृप्1{णिच्;कर्तरि;लिट्;म;बहु;परस्मैपदी;दिवादिः}/तृप्1{णिच्;कर्तरि;लिट्;म;बहु;आत्मनेपदी;दिवादिः}	तृप्1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;दिवादिः}	अभिहित_कर्ता,2.1;सकर्मक	अभिहित_कर्ता,2.1;सकर्मक	KP	तृप्त_होना_या_कराईं	तृप्त_होना_या_कराईं
7.1	विप्रान्		विप्रान्	विप्र{पुं;2;बहु}/विप्रात्{पुं;1;एक(वि_प्रा1;शतृ_लट्;अदादिः)}	विप्र{पुं;2;बहु}	कर्म,6.1	वर्तमानसमानकालः,6.1#प्रयोजककर्ता,6.1#कर्म,9.1#कर्म,6.1	N2	ब्राह्मण	ब्राह्मण
8.1	तान्		तान्	तद्{सर्वनाम;पुं;2;बहु}	तद्{सर्वनाम;पुं;2;बहु}	विशेषणम्,7.1	विशेषणम्,7.1#उपमानम्,7.1#कर्म,9.1#कर्म,6.1	N2	वे	वे
9.1	वर्षन्		वर्षन्	वर्षत्{पुं;1;एक(वृष्1;शतृ_लट्;भ्वादिः)}	वर्षत्{पुं;1;एक(वृष्1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,12.1	वर्तमानसमानकालः,12.1#वर्तमानसमानकालः,6.1#प्रयोजककर्ता,6.1	N1	वरसता_हुआ	वरसता_हुआ
10.1	भूमिम्		भूमिम्	भूमि{स्त्री;2;एक}	भूमि{स्त्री;2;एक}	कर्म,9.1	उपमानम्,8.1#उपमानम्,7.1#कर्म,9.1#कर्म,6.1	N2	भूमि_को	भूमि_को
11.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,12.1	उपमान_द्योतकः,12.1#उपमानम्_रहित_उपमान_द्योतकः,12.1#उपमान_द्योतकः,10.1	NA	जैसे	जैसे
12.1	अम्बुदः		अम्बुदः	अम्बुद{पुं;1;एक}	अम्बुद{पुं;1;एक}	उपमानम्,5.2	प्रयोजककर्ता,6.1#उपमानम्,5.2	N1	अम्बुद	अम्बुद
13.1	.		.	-	-	-	-	FS	-	-
