index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवं		एवं	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	ऐसा	ऐसा
2.1	सम्पूजितः		सम्पूजितः	सम्पूजित{पुं;1;एक}	सम्पूजित{पुं;1;एक(सम्_पूज्1;क्त;चुरादिः)}	विशेषणम्,3.1;अभिहितकर्म,3.1	विशेषणम्,3.1;अभिहितकर्म,3.1	N1		
3.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	राजा	राजा
4.1	पाण्डवैः		पाण्डवैः	पाण्डव{पुं;3;बहु}	पाण्डव{पुं;3;बहु}	कर्ता,2.1	कर्ता,2.1	N3	पाण्डवों_से	पाण्डवों_से
5.1	अम्बिका-		अम्बिका-सुतः	अम्बिका	अम्बिका	T6,5.2	T6,5.2	CP		
5.2	सुतः			सुत{पुं;1;एक}	सुत{पुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	अम्बिकासुत	अम्बिकासुत
6.1	विजहार		विजहार	वि_हृ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/वि_हृ1{कर्तरि{लिट्;उ;एक;परस्मैपदी;भ्वादिः}	वि_हृ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक	अभिहित_कर्ता,3.1;सकर्मक	KP	ले_गया	ले_गया
7.1	यथा-		यथा-पूर्वम्	यथा	यथा	A1,7.2	A1,7.2	CP	पहले_जैसा	पहले_जैसा
7.2	पूर्वम्			पूर्व{पुं;2;एक}/पूर्व{नपुं;1;एक}/पूर्व{नपुं;2;एक}	पूर्व{पुं;2;एक}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	N2		
8.1	ऋषिभिः		ऋषिभिः	ऋषि{पुं;3;बहु}	ऋषि{पुं;3;बहु}	कर्ता,9.1	कर्ता,9.1	N3	ऋषियों_के_द्वारा	ऋषियों_के_द्वारा
9.1	पर्युपासितः		पर्युपासितः	पर्युपासित{पुं;1;एक(परि_उप_आस्1;क्त;अदादिः)}	पर्युपासित{पुं;1;एक(परि_उप_आस्1;क्त;अदादिः)}	विशेषणम्,3.1;अभिहितकर्म,3.1	विशेषणम्,3.1;अभिहितकर्म,3.1	N1	भलीभाँति_अनुष्ठान_किया_हुआ	भलीभाँति_अनुष्ठान_किया_हुआ
10.1	.		.	-	-	-	-	FS	-	-
