index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	NA	वहाँ_से	वहाँ_से
2.1	अभिरूपान्		अभिरूपान्	अभिरूप{पुं;2;बहु}	अभिरूप{पुं;2;बहु}	विशेषणम्,4.1	कर्म,10.1;विशेषणम्,4.1	N2		
3.1	भीष्माय		भीष्माय	भीष्म{पुं;4;एक}/भीष्म{नपुं;4;एक}	भीष्म{पुं;4;एक}	प्रयोजनम्,10.1	प्रयोजनम्1,10.1	N4	भीष्म_को	भीष्म_को
4.1	ब्राह्मणान्		ब्राह्मणान्	ब्राह्मण{पुं;2;बहु}	ब्राह्मण{पुं;2;बहु}	समुच्चितः,11.1	कर्म,10.1;समुच्चितः,11.1	N2	ब्राह्मणों_को	ब्राह्मणों_को
5.1	ऋषि-		ऋषि-सत्तमान्	ऋषि	ऋषि	समासः,5.2	समासः,5.2	CP	ऋषि-	ऋषि-
5.2	सत्तमान्		--	सत्तम{पुं;2;बहु}/सद्{तमप्;पुं;2;बहु}	सत्तम{पुं;2;बहु}	विशेषणम्,4.1	कर्म,10.1#विशेषणम्,4.1#विशेषणम्,2.1	N2	उत्तमों_को	उत्तमों_को
6.1	पुत्रार्थे		पुत्रार्थे	-	-	प्रयोजनम्,10.1	प्रयोजनम्,10.1	NA		
7.1	सु-		सु-हृदाम्	सु	सु	समासः,7.2	समासः,7.2	CP	सु-	सु-
7.2	हृदाम्		--	हृद्{नपुं;6;बहु}/हृदय{नपुं;6;बहु}	हृद्{नपुं;6;बहु}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	हृदयों_के	हृदयों_के
8.1	चैव		चैव	चैव{अव्य}	चैव{अव्य}	समुच्चय_द्योतकः,7.2	सम्बन्धः,7.2;समुच्चय_द्योतकः,7.2	NA	चैव	चैव
9.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,12.1	विशेषणम्,1.1;कर्ता,12.1	N1	वह	वह
10.1	समीक्ष्य		समीक्ष्य	सम्_ईक्ष्1{अव्य;ल्यप्;भ्वादिः}	सम्_ईक्ष्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	समीक्षा_करके	समीक्षा_करके
11.1	सहस्रशः		सहस्रशः	सहस्र{अव्य;शस्}	सहस्र{अव्य;शस्}	कर्म,10.1	क्रियाविशेषणम्,10.1;कर्म,10.1	NA	सहस्र_शस्	सहस्र_शस्
12.1	(आसीत्)		आसीत्	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	समुच्चितः,4.1	समुच्चितः,4.1	KP	था	था
13.1	.		.	-	-	-	-	FS	-	-
