index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	बहु-		बहु-अन्न-रस-पान-आढ्याः	बहु	बहु	समासः,1.2	समासः,1.2	CP	बहु-	बहु-
1.2	अन्न-		--	अन्न	अन्न	समासः,1.3	समासः,1.3	CP	अन्न-	अन्न-
1.3	रस-		--	रस	रस	समासः,1.4	समासः,1.4	CP	रस-	रस-
1.4	पान-		--	पान(पा1;ल्युट्;भ्वादिः)}/पान(पा2{ल्युट्;अदादिः)	पान(पा1;ल्युट्;भ्वादिः)	समासः,1.5	समासः,1.5	CP		
1.5	आढ्याः		--	आढ्या{स्त्री;1;बहु}/आढ्या{स्त्री;2;बहु}/आढ्य{पुं;8;बहु}/आढ्य{पुं;1;बहु}/आढ्या{स्त्री;8;बहु}	आढ्या{स्त्री;1;बहु}	विशेषणम्,2.1	विशेषणम्,2.1#सुप्_समुच्चितः,10.2#सुप्_समुच्चितः,7.1#प्रयोज्यकर्ता,4.1#कर्म,4.1	N1	आढ्ये	आढ्ये
2.1	सभाः		सभाः	सभा{स्त्री;1;बहु}/सभा{स्त्री;2;बहु}/सभा{स्त्री;8;बहु}	सभा{स्त्री;1;बहु}	समुच्चितः,10.2	सुप्_समुच्चितः,10.2#सुप्_समुच्चितः,7.1#प्रयोज्यकर्ता,4.1#कर्म,4.1	N1	सभायें	सभायें
3.1	विदुर		विदुर	विदुर{पुं;8;एक}	विदुर{पुं;8;एक}	सम्बोध्यः,4.1	सम्बोध्यः,4.1	N8	बुद्धिमान	बुद्धिमान
4.1	कारय		कारय	कृ2{णिच्;कर्तरि;लोट्;म;एक;परस्मैपदी;स्वादिः}/कृ3{णिच्;कर्तरि;लोट्;म;एक;परस्मैपदी;तनादिः}/कॄ1{णिच्;कर्तरि;लोट्;म;एक;परस्मैपदी;तुदादिः}	कृ2{णिच्;कर्तरि;लोट्;म;एक;परस्मैपदी;स्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP		
5.1	गवाम्		गवाम्	गो{पुं;6;बहु}/गो{स्त्री;6;बहु}	गो{पुं;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1#कर्ता,6.1#कर्म,6.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	गायों_का	गायों_का
6.1	निपानानि		निपानानि	निपान{नपुं;1;बहु(नि_पा1;ल्युट्;भ्वादिः)}/निपान{नपुं;2;बहु(नि_पा1;ल्युट्;भ्वादिः)}	निपान{नपुं;2;बहु(नि_पा1;ल्युट्;भ्वादिः)}	समुच्चितः,10.2	सुप्_समुच्चितः,10.2#सुप्_समुच्चितः,7.1#प्रयोज्यकर्ता,4.1#कर्म,4.1	N2		
7.1	अन्यत्		अन्यत्	अन्यत्{अव्य}/अन्य{सर्वनाम;नपुं;1;एक}/अन्य{सर्वनाम;नपुं;2;एक}	अन्य{सर्वनाम;नपुं;2;एक}	विशेषणम्,10.2	विशेषणम्,10.2#विशेषणम्,9.1#सुप्_समुच्चितः,10.2#प्रयोज्यकर्ता,4.1#कर्म,4.1	N2	अन्य	अन्य
8.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,7.1	सुप्_समुच्चय_द्योतकः,7.1#सम्बन्धः,7.1	NA	और	और
9.1	विविधम्		विविधम्	विविध{पुं;2;एक}/विविध{नपुं;1;एक}/विविध{नपुं;2;एक}	विविध{पुं;2;एक}	विशेषणम्,10.2	सुप्_समुच्चितः,10.2#प्रयोज्यकर्ता,4.1#कर्म,4.1#विशेषणम्,10.2	N2	विविध_को	विविध_को
10.1	पुण्य-		पुण्य-कर्म	पुण्य	पुण्य	समासः,10.2	समासः,10.2	CP	पुण्य-	पुण्य-
10.2	कर्म		--	कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक}/कर्म{पुं;8;एक}/कर्म{नपुं;8;एक}	कर्मन्{नपुं;2;एक}	कर्म,4.1	विशेषणम्,3.1#विशेषणम्,9.1#विशेषणम्,7.1#प्रयोज्यकर्ता,4.1#कर्म,4.1	N2	कर्म	कर्म
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.2	सुप्_समुच्चितः,7.1#सुप्_समुच्चय_द्योतकः,10.2#सम्बन्धः,10.2	NA	और	और
12.1	.		.	-	-	-	-	FS	-	-
