index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	शते		शते	शत{संख्या;नपुं;1;द्वि}/शत{संख्या;नपुं;2;द्वि}/शत{नपुं;7;एक}/शत{संख्येयम्;नपुं;7;एक}/शत{संख्या;नपुं;7;एक}	शत{संख्या;नपुं;7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1#विशेषणम्,4.1#विशेषणम्,2.1#सुप्_समुच्चितः,4.1#अधिकरणम्,8.1#अधिकरणम्,6.1#अधिकरणम्,2.1#सुप्_समुच्चितः,6.1#कर्म,6.1#कर्म,2.1	N7	शते	शते
2.1	देये		देये	देय{नपुं;7;एक(दा2;यत्;अदादिः)}/देय{नपुं;7;एक(दा3;यत्;जुहोत्यादिः)}/देय{पुं;7;एक(दा3;यत्;जुहोत्यादिः)}/देय{पुं;7;एक(दा1;यत्;भ्वादिः)}/देय{पुं;7;एक(दा2;यत्;अदादिः)}/देय{नपुं;7;एक(दा1;यत्;भ्वादिः)}	देय{नपुं;7;एक(दा2;यत्;अदादिः)}	विशेषणम्,1.1	विशेषणम्,4.1#विशेषणम्,1.1#सुप्_समुच्चितः,4.1#अधिकरणम्,8.1#अधिकरणम्,6.1	N7	दिये_जाने_के_लिये_में	दिये_जाने_के_लिये_में
3.1	दश-		दश-शतम्	दशन्	दशन्	समासः,3.2	समासः,3.2	CP	दश-	दश-
3.2	शतम्		--	शत{नपुं;1;एक}/शत{नपुं;2;एक}/शत{संख्येयम्;नपुं;1;एक}/शत{संख्येयम्;नपुं;2;एक}/शत{संख्या;नपुं;1;एक}/शत{संख्या;नपुं;2;एक}/शत{पुं;2;एक}	शत{नपुं;2;एक}	कर्म,13.1	कर्म,13.1#सुप्_समुच्चितः,6.1#सुप्_समुच्चितः,4.1#कर्म,6.1#विशेषणम्,6.1#कर्म,8.1#कर्म,2.1	N2	शत	शत
4.1	सहस्रे		सहस्रे	सहस्र{संख्या;नपुं;1;द्वि}/सहस्र{संख्या;नपुं;2;द्वि}/सहस्र{संख्येयम्;नपुं;7;एक}/सहस्र{संख्या;नपुं;7;एक}	सहस्र{संख्या;नपुं;7;एक}	अधिकरणम्,8.1	विशेषणम्,2.1#विशेषणम्,1.1#अधिकरणम्,8.1#अधिकरणम्,6.1#अधिकरणम्,2.1#सुप्_समुच्चितः,6.1#कर्म,6.1#कर्म,2.1	N7	सहस्रे	सहस्रे
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.1	समुच्चय_द्योतकः,8.1#सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	च1	च1
6.1	अयुतम्		अयुतम्	यु1{कर्तरि;लङ्;म;द्वि;परस्मैपदी;अदादिः}/अयुत{संख्येयम्;नपुं;1;एक}/अयुत{संख्येयम्;नपुं;2;एक}/अयुत{संख्या;नपुं;1;एक}/अयुत{संख्या;नपुं;2;एक}	अयुत{संख्येयम्;नपुं;2;एक}	कर्म,8.1	विशेषणम्,3.2#कर्म,8.1#कर्म,2.1	N2	अयुत	अयुत_को
7.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,8.1	समुच्चय_द्योतकः,8.1#सुप्_समुच्चय_द्योतकः,6.1#क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,6.1	NA	और	और
8.1	दीयते		दीयते	दा1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दा3{कर्मणि;लट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	दा3{कर्मणि;लट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	अभिहित_कर्म,6.1;सकर्मक	अभिहित_कर्म,6.1;सकर्मक	KP	दिया_जाता_है	दिया_जाता_है
