index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	वृक-		वृक-उदर-कृते	वृक	वृक	समासः,1.2	समासः,1.2	CP	वृक-	वृक-
1.2	उदर-		--	उदर	उदर	समासः,1.3	समासः,1.3	CP	उदर-	उदर-
1.3	कृते		--	कृते{अव्य}	कृते{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	के_लिए	के_लिए
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.3	सुप्_समुच्चय_द्योतकः,1.3#सम्बन्धः,1.3	NA	और	और
3.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	समुच्चितः,4.1	विशेषणम्,11.1#विशेषणम्,4.1#सुप्_समुच्चितः,4.1	N1	मैं	मैं
4.1	अर्जुनः		अर्जुनः	अर्जुन{पुं;1;एक}	अर्जुन{पुं;1;एक}	कर्ता,8.1	विशेषणम्,11.1#कर्ता,8.1	N1	अर्जुन	अर्जुन
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चितः,1.3#सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	और	और
6.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	वीप्सा,7.1	वीप्सा,7.1#क्रियाविशेषणम्,13.1	NA	फिर	फिर
7.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,13.1#क्रियाविशेषणम्,8.1	NA	फिर	फिर
8.1	प्रसादयावः		प्रसादयाव	प्र_सद्{कर्तरि;णिच्;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्र_सद्{कर्तरि;णिच्;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP		
9.1	नृपते		नृपते	नृपति{पुं;8;एक}	नृपति{पुं;8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8	राजा	राजा
10.1	भवान्		भवान्	भव{पुं;2;बहु}/भवत्{सर्वनाम;पुं;1;एक}	भवत्{सर्वनाम;पुं;1;एक}	कर्ता,16.1	कर्ता,16.1#विशेषणम्,11.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,13.1	N1	आप	आप
11.1	प्रभुः		प्रभुः	प्रभु{पुं;1;एक}	प्रभु{पुं;1;एक}	कर्तृसमानाधिकरणम्,16.1	कर्तृसमानाधिकरणम्,16.1#विधेय_विशेषणम्,10.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,13.1#अभेदः,4.1	N1	प्रभु	प्रभु
12.1	इह		इह	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,13.1	देशाधिकरणम्,13.1	NA	यहाँ	यहाँ
13.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,14.1	अभिहित_कर्ता,14.1	KP	है	है
14.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	कर्ता,13.1;नित्य_सम्बन्धः,15.1	कर्ता,13.1;नित्य_सम्बन्धः,15.1	N1	कि	कि
15.1	(तस्य)		तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	उसका	उसका
16.1	(अस्ति)		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,10.1	अभिहित_कर्ता,10.1	KP	है	है
17.1	.		.	-	-	-	-	FS	-	-
