index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1#कार्य_द्योतकः,8.1	NA	वहाँ_से	वहाँ_से
2.1	अनन्तरम्		अनन्तरम्	अनन्तर{पुं;2;एक}/अनन्तर{नपुं;1;एक}/अनन्तर{नपुं;2;एक}/अनन्तरम्{अव्य}	अनन्तरम्{अव्य}	कालाधिकरणम्,8.1	कर्म,8.1#कालाधिकरणम्,8.1#कालाधिकरणम्,7.2#प्रयोजककर्ता,8.1	NA		
3.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	ही	ही
4.1	अत्र		अत्र	अत्र{अव्य}	अत्र{अव्य}	देशाधिकरणम्,8.1	देशाधिकरणम्,8.1	NA	इस_स्थान_पर	इस_स्थान_पर
5.1	सर्व-		सर्व-वर्णान्	सर्व	सर्व	समासः,5.2	समासः,5.2	CP	सर्व-	सर्व-
5.2	वर्णान्		--	वर्ण{पुं;2;बहु}	वर्ण{पुं;2;बहु}	कर्म,8.1	कर्म,8.1	N2		
6.1	मही-		मही-पतिः	मही	मही	समासः,6.2	समासः,6.2	CP	मही-	मही-
6.2	पतिः		--	पति{पुं;1;एक}	पति{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1#प्रयोजककर्ता,8.1	N1	पति	पति
7.1	अन्न-		अन्न-पान-रसौघेन	अन्न	अन्न	समासः,7.2	समासः,7.2	CP	अन्न-	अन्न-
7.2	पान-		--	पान(पा1;ल्युट्;भ्वादिः)}/पान(पा2{ल्युट्;अदादिः)	पान(पा1;ल्युट्;भ्वादिः)	समासः,7.3	समासः,7.3	CP		
7.3	रस-		--	रस	रस	समासः,7.4	समासः,7.4	CP	रस-	रस-
7.4	ओघेन		--	ओघ{पुं;3;एक}/ओघ{नपुं;3;एक}	ओघ{पुं;3;एक}	करणम्,8.1	प्रयोज्यकर्ता,8.1#हेतुः,8.1#करणम्,8.1	N3	ओघ_से	ओघ_से
8.1	प्लावयामास		प्लावयामास	प्लु1{णिच्;कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/प्लु1{णिच्;कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/प्लु1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/प्लु1{णिच्;कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/प्लु1{णिच्;कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः}/प्लु1{णिच्;कर्तरि;लिट्;म;बहु;आत्मनेपदी;भ्वादिः}	प्लु1{णिच्;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP		
9.1	पार्थिवः		पार्थिवः	पार्थिव{पुं;1;एक}	पार्थिव{पुं;1;एक}	कर्ता,8.1	प्रयोजककर्ता,8.1#कर्ता,8.1	N1	पार्थिव	पार्थिव
10.1	.		.	-	-	-	-	FS	-	-
