index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	यथा		यथा	यथा{अव्य}	यथा{अव्य}	क्रियाविशेषणम्,1.3	क्रियाविशेषणम्,1.3	NA	जैसे	जैसे
1.2	(वयम्)			-	-	कर्ता,1.3	कर्ता,1.3	N1		
1.3	(आस्म)			-	-	अभिहित_कर्ता,1.2	अभिहित_कर्ता,1.2	KP		
2.1	शन्तनुना		शन्तनुना	शन्तनु{पुं;3;एक}	शन्तनु{पुं;3;एक}	समुच्चितः,8.1	समुच्चितः,8.1	N3		
3.1	गुप्ता		गुप्ता	गुप्{तल्;स्त्री;1;एक}	गुप्{तल्;स्त्री;1;एक}	अभिहित_कर्ता,8.1;विधेय_विशेषणम्,1.2	अभिहित_कर्ता,8.1;विधेय_विशेषणम्,1.2	N1		
4.1	राज्ञा		राज्ञा	राजन्{पुं;3;एक}	राजन्{पुं;3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	राजा_से	राजा_से
5.1	चित्राङ्गदेन		चित्राङ्गदेन	-	-	समुच्चितः,8.1	समुच्चितः,8.1	N3		
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.3	समुच्चय_द्योतकः,7.3	NA	और	और
7.1	भीष्म-		भीष्म-वीर्य-उपगूढ	भीष्म	भीष्म	समासः,7.3	समासः,7.3	CP	भीष्म-	भीष्म-
7.2	वीर्य-		--	वीर्य	वीर्य	समासः,7.3	समासः,7.3	CP	वीर्य-	वीर्य-
7.3	उपगूढेन		--	उपगूढ{पुं;3;एक}/उपगूढ{नपुं;3;एक}	उपगूढ{पुं;3;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N3	गुप्त_से	गुप्त_से
8.1	पित्रा		पित्रा	पितृ{पुं;3;एक}	पितृ{पुं;3;एक}	कर्ता,3.1	कर्ता,3.1	N3	पिता_से	पिता_से
9.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.3	सम्बन्धः,1.3	NA	और	और
10.1	तव		तव	युष्मद्{सर्वनाम;6;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	तुम्हारा	तुम्हारा
11.1	पार्थिव		पार्थिव	पार्थिव{पुं;8;एक}	पार्थिव{पुं;8;एक}	सम्बोध्यः,1.3	सम्बोध्यः,1.3	N8	पार्थिव	पार्थिव
12.1	.		.	-	-	-	-	FS	-	-
