index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अयं		अयं	इदम्{सर्वनाम;पुं;1;एक}/अय{पुं;2;एक}	इदम्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	यह	यह
2.1	हि		हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	हि	हि
3.1	वृद्धः		वृद्धः	वृद्ध{पुं;1;एक}	वृद्ध{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	वृद्ध	वृद्ध
4.1	नृपतिः		नृपतिः	नृपति{पुं;1;एक}	नृपति{पुं;1;एक}	कर्ता,11.1	कर्ता,11.1	N1	राजा	राजा
5.1	हत-		हत-पुत्रः	हत	हत	Bs6,5.2	Bs6,5.2	CP		
5.2	पुत्रः			हतपुत्र{पुं;1;एक}	हतपुत्र{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1		
6.1	विशेषतः		विशेषतः	विशेषतः{अव्य}/वि_शिष्3{कर्तरि{लट्;प्र;द्वि;परस्मैपदी;चुरादिः}	विशेषतः{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	विशेषतः	विशेषतः
7.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,11.1	NA	नहीं	नहीं
8.1	इदं		इदं	इदम्{सर्वनाम;नपुं;1;एक}/इदम्{सर्वनाम;नपुं;2;एक}	इदम्{सर्वनाम;नपुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	यह	यह
9.1	कृच्छ्रं		कृच्छ्रं	कृच्छ्र{पुं;2;एक}/कृच्छ्र{नपुं;1;एक}/कृच्छ्र{नपुं;2;एक}	कृच्छ्र{पुं;2;एक}	कर्म,11.1	कर्म,11.1	N2	कृच्छ्र_को	कृच्छ्र_को
10.1	चिरतरं		चिरतरं	चिर{तरप्;पुं;2;एक}/चिर{तरप्;नपुं;1;एक}/चिर{तरप्;नपुं;2;एक}	चिर{तरप्;पुं;2;एक}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	N2	चिर_को	चिर_को
11.1	सहेद्		सहेद्	-	-	अभिहितकर्ता,4.1	अभिहितकर्ता,4.1	KP		
12.1	इति		इति	इति{अव्य}	इति{अव्य}	सम्बन्धः,11.1;सम्बन्धः,13.1	सम्बन्धः,11.1;सम्बन्धः,13.1	NA	ऐसा	ऐसा
13.1	मतिः		मतिः	मति{स्त्री;1;एक}	मति{स्त्री;1;एक}	कर्ता,15.1	कर्ता,15.1	N1	मति	मति
14.1	मम		मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6	मेरा	मेरा
15.1	(अस्ति)					अभिहितकर्ता,13.1	अभिहितकर्ता,13.1	KP	-	-
16.1	.	.	-	-	-	-	-	FS	-	-
