index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	इसको	इसको
2.1	सर्वं		सर्वं	सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}	सर्व{सर्वनाम;नपुं;2;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N2	सब_	सब_
3.1	यथा-		यथा	यथा{अव्य}	यथा-	समासः,3.2	समासः,3.2	CP	जैसे	जैसे
3.2	न्यायं		न्यायं	न्याय{पुं;2;एक}	न्याय{अव्य}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,4.1	NA	न्याय_को	न्याय_को
4.1	कुर्वीथा		कुर्वीथा	-	कृ{कर्तरि;लोट्;म;एक;आत्मनेपदी;क्र्यादिः}	अभिहित_कर्ता,9.1	अभिहित_कर्ता,9.1	KP		
5.1	भूरिदक्षिण		भूरिदक्षिण	-	भूरिदक्षिण{पुं;8;एक}	सम्बोध्यः,4.1	सम्बोध्यः,4.1	N8		
6.1	प्रियः		प्रियः	प्रिय{पुं;1;एक}	प्रिय{पुं;1;एक}	विधेय_विशेषणम्,9.1	विधेय_विशेषणम्,9.1	N1	प्रिय	प्रिय
7.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	और	और
8.1	प्रजानां		प्रजानां	प्रजा{स्त्री;6;बहु}	प्रजा{स्त्री;6;बहु}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	प्रजा_के	प्रजा_के
9.1	त्वं		त्वं	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,4.1;कर्ता,12.1	कर्ता,4.1;कर्ता,12.1	N1	तुम	तुम
10.1	स्वर्गे		स्वर्गे	स्वर्ग{पुं;7;एक}	स्वर्ग{पुं;7;एक}	अधिकरणम्,12.1	अधिकरणम्,12.1	N7	स्वर्ग_में	स्वर्ग_में
11.1	सुखम्		सुखम्	सुखम्{अव्य}/सुख{पुं;2;एक}/सुख{नपुं;1;एक}/सुख{नपुं;2;एक}	सुख{पुं;2;एक}	कर्म,12.1	कर्म,12.1	N2	सुख	सुख
12.1	अवाप्स्यसि		अवाप्स्यसि	अव_आप्1{कर्तरि;लृट्;म;एक;परस्मैपदी;स्वादिः}	अव_आप्1{कर्तरि;लृट्;म;एक;परस्मैपदी;स्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	अभिहित_कर्ता,9.1;सकर्मक	KP	पाओगे	पाओगे
13.1	.		.	-	-	-	-	FS	-	-
